"Condition","ReadCode","MedCode","ReadTerm"
"Pregnancy disorders: others","L166z11","14644","UTI - urinary tract infection in pregnancy"
"Pregnancy disorders: others","L166000","27451","Genitourinary tract infection in pregnancy unspecified"
"Pregnancy disorders: others","L166800","6649","Urinary tract infection complicating pregnancy"
"Pregnancy disorders: others","L166300","15418","Genitourinary tract infection in pregnancy - not delivered"
"Pregnancy disorders: others","L166400","98981","Genitourinary tract infection in pregnancy with p/n comp"
"Pregnancy disorders: others","L166z00","15634","Genitourinary tract infection in pregnancy NOS"
"Pregnancy disorders: others","L166.00","67975","Genitourinary tract infections in pregnancy"
"Pregnancy disorders: others","Lyu2400","100892","[X]Other+unspcf genitourinary tract infection in pregnancy"
"Pregnancy disorders: others","L166100","16017","Genitourinary tract infection in pregnancy - delivered"
"Pregnancy disorders: others","L09y400","105918","Urinary tract infection following abortive pregnancy"
"Pregnancy disorders: others","Lyu2300","114873","[X]Infections of other parts of urinary tract in pregnancy"
