Disease,ReadCode,MedCode,ReadTerm
Aplastic anaemias,D200000,37320,Congenital hypoplastic anaemia
Aplastic anaemias,D200011,69061,Constitutional aplastic anaemia without malformation
Aplastic anaemias,D200100,34754,Fanconi's familial refractory anaemia
Aplastic anaemias,D200111,64625,Fanconi's hypoplastic anaemia
Aplastic anaemias,D200200,102848,Constitutional aplastic anaemia with malformation
Aplastic anaemias,D200211,31491,Pancytopenia-dysmelia
Aplastic anaemias,D200300,72252,Constitutional red cell aplasia and hypoplasia
Aplastic anaemias,D200311,32900,Blackfan - Diamond syndrome
Aplastic anaemias,D200312,7225,Congenital pure red cell aplasia
Aplastic anaemias,D200313,47438,Constitutional red cell hypoplasia
Aplastic anaemias,D200314,61462,Congenital red cell hypoplasia
Aplastic anaemias,D200400,107828,Erythrogenesis imperfecta
Aplastic anaemias,D200.00,69027,Constitutional aplastic anaemia
Aplastic anaemias,D200.13,109273,Blackfan - Diamond syndrome
Aplastic anaemias,D200.15,44913,Hypoplastic anaemia - familial
Aplastic anaemias,D200y00,69379,Other specified constitutional aplastic anaemia
Aplastic anaemias,D201000,16108,Aplastic anaemia due to chronic disease
Aplastic anaemias,D201100,43166,Aplastic anaemia due to drugs
Aplastic anaemias,D201111,32715,Hypoplastic anaemia due to drug or chemical substance
Aplastic anaemias,D201200,57859,Aplastic anaemia due to infection
Aplastic anaemias,D201211,65351,Hypoplastic anaemia due to infection
Aplastic anaemias,D201311,70128,Radiation aplastic anaemia
Aplastic anaemias,D201400,66239,Aplastic anaemia due to toxic cause
Aplastic anaemias,D201412,57114,Hypoplastic anaemia due to toxic cause
Aplastic anaemias,D201500,5823,Pancytopenia - acquired
Aplastic anaemias,D201600,938,Pancytopenia NOS
Aplastic anaemias,D201611,31275,Pancytopenia with malformation
Aplastic anaemias,D201612,61326,Pancytopenia with pancreatitis
Aplastic anaemias,D201700,34953,Transient hypoplastic anaemia
Aplastic anaemias,D201800,30994,[X]Pure red cell aplasia
Aplastic anaemias,D201.00,15658,Acquired aplastic anaemia
Aplastic anaemias,D201.11,43825,Normocytic anaemia due to aplasia
Aplastic anaemias,D201z00,21723,Acquired aplastic anaemia NOS
Aplastic anaemias,D201z12,72104,Red cell hypoplasia
Aplastic anaemias,D201z13,31774,Secondary red cell hypoplasia NEC
Aplastic anaemias,D201z14,65502,Secondary red cell aplasia NEC
Aplastic anaemias,D202.00,71965,Chronic acquired pure red cell aplasia
Aplastic anaemias,D203.00,40244,Transient acquired pure red cell aplasia
Aplastic anaemias,D204.00,41142,Idiopathic aplastic anaemia
Aplastic anaemias,D20..00,15422,Aplastic anaemia
Aplastic anaemias,D20X.00,69269,"Acquired pure red cell aplasia, unspecified"
Aplastic anaemias,D20z.00,68087,Aplastic anaemia NOS
Aplastic anaemias,D201300,112600,Aplastic anaemia due to radiation
Aplastic anaemias,D200.12,112825,Pancytopenia with malformations
Aplastic anaemias,Dyu2500,113235,"[X]Acquired pure red cell aplasia, unspecified"
Aplastic anaemias,D200z00,113817,Constitutional aplastic anaemia NOS
Aplastic anaemias,D201411,114976,Toxic aplastic anaemia
