Disease,ReadCode,MedCode,ReadTerm
Hypopituitarism,C132000,48590,Idiopathic panhypopituitarism
Hypopituitarism,C137.11,50958,Iatrogenic hypopituitarism
Hypopituitarism,C132300,44873,Postinfective panhypopituitarism
Hypopituitarism,C132.00,5026,Panhypopituitarism
Hypopituitarism,F395200,113264,Myopathy due to hypopituitarism
Hypopituitarism,C132200,70695,Postinfarction panhypopituitarism
Hypopituitarism,C137000,105672,Hormone-induced hypopituitarism
Hypopituitarism,C132y00,67154,Other specified panhypopituitarism
Hypopituitarism,C132.12,21279,Sheehan's syndrome
Hypopituitarism,C132.11,8552,Hypopituitarism NOS
Hypopituitarism,C137100,44881,Post-hypophysectomy hypopituitarism
Hypopituitarism,C137111,97846,Surgically-induced hypopituitarism
Hypopituitarism,C132z00,33653,Panhypopituitarism NOS
Hypopituitarism,C132100,101601,Post-birth injury panhypopituitarism
Hypopituitarism,C137200,44247,Post-radiotherapy hypopituitarism
Hypopituitarism,C134z11,43908,Anterior pituitary hormone deficiency NEC
Hypopituitarism,C137.00,56983,Iatrogenic pituitary disorders
Hypopituitarism,7100y00,53569,Other specified excision of pituitary gland
Hypopituitarism,C134.00,9895,Other anterior pituitary disorder
Hypopituitarism,C135.12,60046,Diabetes insipidus - pituitary
Hypopituitarism,7100z00,49056,Excision of pituitary gland NOS
Hypopituitarism,C133.00,20287,Pituitary dwarfism
Hypopituitarism,C13A.00,105321,Pituitary apoplexy
Hypopituitarism,C133y00,69903,Other specified pituitary dwarfism
Hypopituitarism,7101.00,73009,Destruction of pituitary gland
Hypopituitarism,C133z00,61409,Pituitary dwarfism NOS
Hypopituitarism,7100.00,50190,Excision of pituitary gland
Hypopituitarism,PK24100,111629,Congenital absence of pituitary gland
Hypopituitarism,C134400,41193,Isolated ACTH deficiency
Hypopituitarism,C134411,11147,ACTH deficiency
Hypopituitarism,C133000,1048,Isolated deficiency of growth hormone
Hypopituitarism,C139.00,98210,Hypogonadotropic hypogonadism
Hypopituitarism,C134300,11146,TSH - thyroid-stimulating hormone deficiency
Hypopituitarism,C138.00,10071,Empty sella syndrome
Hypopituitarism,C172111,21876,Kallman's syndrome
