Disease,ReadCode,MedCode,ReadTerm
Coeliac disease,6648000,102617,Coeliac disease annual review
Coeliac disease,6648,102315,Coeliac disease monitoring
Coeliac disease,8IAp.00,103379,Coeliac disease annual review declined
Coeliac disease,9mB1.00,106326,Coeliac disease monitoring invitation first letter
Coeliac disease,9mB..00,106282,Coeliac disease monitoring invitation
Coeliac disease,J690000,62397,Congenital coeliac disease
Coeliac disease,J690100,63195,Acquired coeliac disease
Coeliac disease,J690.00,1515,Coeliac disease
Coeliac disease,J690.11,68680,Coeliac rickets
Coeliac disease,J690.12,57966,Gee - Herter disease
Coeliac disease,J690.13,3509,Gluten enteropathy
Coeliac disease,J690.14,16365,Sprue - nontropical
Coeliac disease,J690z00,44310,Coeliac disease NOS
Coeliac disease,ZC2C200,45925,Dietary advice for coeliac disease
Coeliac disease,13YB.00,107845,Coeliac UK member
Coeliac disease,9mB2.00,113254,Coeliac disease monitoring invitation second letter
Coeliac disease,68W4.00,98297,Coeliac disease autoantibody profile positive
