Disease,ReadCode,MedCode,ReadTerm
Primary malignancy malignant melanoma,1425000,7761,H/O Malignant melanoma
Primary malignancy malignant melanoma,4M3..00,57294,Breslow depth staging for melanoma
Primary malignancy malignant melanoma,4M70.00,101198,Clark melanoma level 1
Primary malignancy malignant melanoma,4M71.00,104609,Clark melanoma level 2
Primary malignancy malignant melanoma,4M72.00,96280,Clark melanoma level 3
Primary malignancy malignant melanoma,4M73.00,102116,Clark melanoma level 4
Primary malignancy malignant melanoma,4M74.00,108866,Clark melanoma level 5
Primary malignancy malignant melanoma,7G03J00,8640,Excision of melanoma
Primary malignancy malignant melanoma,B320.00,70637,Malignant melanoma of lip
Primary malignancy malignant melanoma,B321.00,54632,Malignant melanoma of eyelid including canthus
Primary malignancy malignant melanoma,B322000,59061,Malignant melanoma of auricle (ear)
Primary malignancy malignant melanoma,B322100,102145,Malignant melanoma of external auditory meatus
Primary malignancy malignant melanoma,B322.00,57260,Malignant melanoma of ear and external auricular canal
Primary malignancy malignant melanoma,B322z00,73744,Malignant melanoma of ear and external auricular canal NOS
Primary malignancy malignant melanoma,B323000,41278,Malignant melanoma of external surface of cheek
Primary malignancy malignant melanoma,B323100,71136,Malignant melanoma of chin
Primary malignancy malignant melanoma,B323200,47094,Malignant melanoma of eyebrow
Primary malignancy malignant melanoma,B323300,68133,Malignant melanoma of forehead
Primary malignancy malignant melanoma,B323400,45139,Malignant melanoma of external surface of nose
Primary malignancy malignant melanoma,B323500,58958,Malignant melanoma of temple
Primary malignancy malignant melanoma,B323.00,47252,Malignant melanoma of other and unspecified parts of face
Primary malignancy malignant melanoma,B323z00,67806,Malignant melanoma of face NOS
Primary malignancy malignant melanoma,B324000,55881,Malignant melanoma of scalp
Primary malignancy malignant melanoma,B324100,45306,Malignant melanoma of neck
Primary malignancy malignant melanoma,B324.00,65625,Malignant melanoma of scalp and neck
Primary malignancy malignant melanoma,B324z00,99257,Malignant melanoma of scalp and neck NOS
Primary malignancy malignant melanoma,B325000,49814,Malignant melanoma of axilla
Primary malignancy malignant melanoma,B325100,32768,Malignant melanoma of breast
Primary malignancy malignant melanoma,B325200,53629,Malignant melanoma of buttock
Primary malignancy malignant melanoma,B325300,34259,Malignant melanoma of groin
Primary malignancy malignant melanoma,B325400,109002,Malignant melanoma of perianal skin
Primary malignancy malignant melanoma,B325500,95629,Malignant melanoma of perineum
Primary malignancy malignant melanoma,B325600,43715,Malignant melanoma of umbilicus
Primary malignancy malignant melanoma,B325700,43463,Malignant melanoma of back
Primary malignancy malignant melanoma,B325800,51209,Malignant melanoma of chest wall
Primary malignancy malignant melanoma,B325.00,38689,Malignant melanoma of trunk (excluding scrotum)
Primary malignancy malignant melanoma,B325z00,45760,"Malignant melanoma of trunk, excluding scrotum, NOS"
Primary malignancy malignant melanoma,B326000,50505,Malignant melanoma of shoulder
Primary malignancy malignant melanoma,B326100,54685,Malignant melanoma of upper arm
Primary malignancy malignant melanoma,B326200,45755,Malignant melanoma of fore-arm
Primary malignancy malignant melanoma,B326300,62475,Malignant melanoma of hand
Primary malignancy malignant melanoma,B326400,25602,Malignant melanoma of finger
Primary malignancy malignant melanoma,B326500,63997,Malignant melanoma of thumb
Primary malignancy malignant melanoma,B326.00,65164,Malignant melanoma of upper limb and shoulder
Primary malignancy malignant melanoma,B326z00,55292,Malignant melanoma of upper limb or shoulder NOS
Primary malignancy malignant melanoma,B327000,73536,Malignant melanoma of hip
Primary malignancy malignant melanoma,B327100,51873,Malignant melanoma of thigh
Primary malignancy malignant melanoma,B327200,54305,Malignant melanoma of knee
Primary malignancy malignant melanoma,B327300,39878,Malignant melanoma of popliteal fossa area
Primary malignancy malignant melanoma,B327400,37872,Malignant melanoma of lower leg
Primary malignancy malignant melanoma,B327500,42714,Malignant melanoma of ankle
Primary malignancy malignant melanoma,B327600,61246,Malignant melanoma of heel
Primary malignancy malignant melanoma,B327700,41490,Malignant melanoma of foot
Primary malignancy malignant melanoma,B327800,36899,Malignant melanoma of toe
