Disease,ReadCode,MedCode,ReadTerm
Dementia,1461.00,5931,H/O: dementia
Dementia,66h..00,55023,Dementia monitoring
Dementia,6AB..00,12710,Dementia annual review
Dementia,8CMZ.00,106311,Dementia care plan
Dementia,9hD..00,44341,Exception reporting: dementia quality indicators
Dementia,9hD0.00,30641,Excepted from dementia quality indicators: Patient unsuitabl
Dementia,9hD1.00,40805,Excepted from dementia quality indicators: Informed dissent
Dementia,9Ou..00,85853,Dementia monitoring administration
Dementia,9Ou1.00,49674,Dementia monitoring first letter
Dementia,9Ou2.00,83576,Dementia monitoring second letter
Dementia,9Ou3.00,89036,Dementia monitoring third letter
Dementia,9Ou4.00,89037,Dementia monitoring verbal invite
Dementia,9Ou5.00,65235,Dementia monitoring telephone invite
Dementia,E00..00,33707,Senile and presenile organic psychotic conditions
Dementia,E00..11,1916,Senile dementia
Dementia,E00..12,1350,Senile/presenile dementia
Dementia,E000.00,7323,Uncomplicated senile dementia
Dementia,E001.00,15165,Presenile dementia
Dementia,E001000,42602,Uncomplicated presenile dementia
Dementia,E001100,49513,Presenile dementia with delirium
Dementia,E001200,30032,Presenile dementia with paranoia
Dementia,E001300,27677,Presenile dementia with depression
Dementia,E001z00,38438,Presenile dementia NOS
Dementia,E002.00,44674,Senile dementia with depressive or paranoid features
Dementia,E002000,18386,Senile dementia with paranoia
Dementia,E002100,21887,Senile dementia with depression
Dementia,E002z00,41089,Senile dementia with depressive or paranoid features NOS
Dementia,E003.00,37015,Senile dementia with delirium
Dementia,E004.00,19477,Arteriosclerotic dementia
Dementia,E004.11,8634,Multi infarct dementia
Dementia,E004000,43089,Uncomplicated arteriosclerotic dementia
Dementia,E004100,56912,Arteriosclerotic dementia with delirium
Dementia,E004200,55467,Arteriosclerotic dementia with paranoia
Dementia,E004300,43292,Arteriosclerotic dementia with depression
Dementia,E004z00,42279,Arteriosclerotic dementia NOS
Dementia,E00y.00,15249,Other senile and presenile organic psychoses
Dementia,E00y.11,51494,Presbyophrenic psychosis
Dementia,E00z.00,2882,Senile or presenile psychoses NOS
Dementia,E012.00,54505,Other alcoholic dementia
Dementia,E012.11,27342,Alcoholic dementia NOS
Dementia,E041.00,25386,Dementia in conditions EC
Dementia,Eu00.00,7664,[X]Dementia in Alzheimer's disease
Dementia,Eu00000,49263,[X]Dementia in Alzheimer's disease with early onset
Dementia,Eu00011,25704,"[X]Presenile dementia,Alzheimer's type"
Dementia,Eu00012,60059,"[X]Primary degen dementia, Alzheimer's type, presenile onset"
Dementia,Eu00013,61528,[X]Alzheimer's disease type 2
Dementia,Eu00100,38678,[X]Dementia in Alzheimer's disease with late onset
Dementia,Eu00111,46762,[X]Alzheimer's disease type 1
Dementia,Eu00112,11379,"[X]Senile dementia,Alzheimer's type"
Dementia,Eu00113,43346,"[X]Primary degen dementia of Alzheimer's type, senile onset"
Dementia,Eu00200,30706,"[X]Dementia in Alzheimer's dis, atypical or mixed type"
Dementia,Eu00z00,29386,"[X]Dementia in Alzheimer's disease, unspecified"
Dementia,Eu00z11,8195,[X]Alzheimer's dementia unspec
Dementia,Eu01.00,6578,[X]Vascular dementia
Dementia,Eu01.11,9565,[X]Arteriosclerotic dementia
Dementia,Eu01000,46488,[X]Vascular dementia of acute onset
Dementia,Eu01100,11175,[X]Multi-infarct dementia
Dementia,Eu01111,55838,[X]Predominantly cortical dementia
Dementia,Eu01200,8934,[X]Subcortical vascular dementia
Dementia,Eu01300,31016,[X]Mixed cortical and subcortical vascular dementia
Dementia,Eu01y00,55313,[X]Other vascular dementia
Dementia,Eu01z00,19393,"[X]Vascular dementia, unspecified"
Dementia,Eu02.00,12621,[X]Dementia in other diseases classified elsewhere
Dementia,Eu02000,28402,[X]Dementia in Pick's disease
Dementia,Eu02100,54106,[X]Dementia in Creutzfeldt-Jakob disease
Dementia,Eu02200,37014,[X]Dementia in Huntington's disease
Dementia,Eu02300,9509,[X]Dementia in Parkinson's disease
Dementia,Eu02400,41185,[X]Dementia in human immunodef virus [HIV] disease
Dementia,Eu02500,26270,[X]Lewy body dementia
Dementia,Eu02y00,64267,[X]Dementia in other specified diseases classif elsewhere
Dementia,Eu02z00,4693,[X] Unspecified dementia
Dementia,Eu02z11,48501,[X] Presenile dementia NOS
Dementia,Eu02z12,47619,[X] Presenile psychosis NOS
Dementia,Eu02z13,34944,[X] Primary degenerative dementia NOS
Dementia,Eu02z14,4357,[X] Senile dementia NOS
Dementia,Eu02z15,27935,[X] Senile psychosis NOS
Dementia,Eu02z16,27759,"[X] Senile dementia, depressed or paranoid type"
Dementia,Eu04100,53446,[X]Delirium superimposed on dementia
Dementia,Eu10711,26323,[X]Alcoholic dementia NOS
Dementia,F110.00,1917,Alzheimer's disease
Dementia,F110000,16797,Alzheimer's disease with early onset
Dementia,F110100,32057,Alzheimer's disease with late onset
Dementia,F111.00,11136,Pick's disease
Dementia,F116.00,7572,Lewy body disease
Dementia,Fyu3000,59122,[X]Other Alzheimer's disease
Dementia,ZS7C500,55222,Language disorder of dementia
Dementia,8BM0200 ,109737,Dementia medication review 
Dementia,8CMZ000 ,109731,Dementia care plan agreed 
