Disease,ReadCode,MedCode,ReadTerm
Liver failure and transplant,7L1f.00,88994,Compensation for liver failure
Liver failure and transplant,7L1fz00,97650,Compensation for liver failure NOS
Liver failure and transplant,A700.00,55962,Viral hepatitis A with coma
Liver failure and transplant,A702.00,69053,Viral hepatitis B with coma
Liver failure and transplant,A704000,65050,Viral hepatitis C with coma
Liver failure and transplant,A704.00,69552,Other specified viral hepatitis with coma
Liver failure and transplant,A704z00,89587,Other specified viral hepatitis with hepatic coma NOS
Liver failure and transplant,J600000,6690,Acute hepatic failure
Liver failure and transplant,J600011,39945,Acute liver failure
Liver failure and transplant,J600200,53704,Acute yellow atrophy
Liver failure and transplant,J600.00,41480,Acute necrosis of liver
Liver failure and transplant,J600z00,55637,Acute necrosis of liver NOS
Liver failure and transplant,J601000,26490,Subacute hepatic failure
Liver failure and transplant,J601200,69313,Subacute yellow atrophy
Liver failure and transplant,J601.00,57324,Subacute necrosis of liver
Liver failure and transplant,J601z00,69367,Subacute necrosis of liver NOS
Liver failure and transplant,J60..00,48488,Acute and subacute liver necrosis
Liver failure and transplant,J60z.00,65067,Acute and subacute liver necrosis NOS
Liver failure and transplant,J613000,17330,Alcoholic hepatic failure
Liver failure and transplant,J622.00,23511,Hepatic coma
Liver failure and transplant,J622.11,22411,Encephalopathy - hepatic
Liver failure and transplant,J625.00,24901,[X] Hepatic failure
Liver failure and transplant,J625.11,21769,[X] Liver failure
Liver failure and transplant,J62y.11,56070,Hepatic failure NOS
Liver failure and transplant,J62y.12,23775,Liver failure NOS
Liver failure and transplant,J62y.13,16062,Hepatic failure
Liver failure and transplant,J634.00,49042,Hepatic infarction
Liver failure and transplant,J635100,36107,Toxic liver disease with hepatic necrosis
Liver failure and transplant,J635700,41386,Acute hepatic failure due to drugs
Liver failure and transplant,J636.00,64451,Central haemorrhagic necrosis of liver
Liver failure and transplant,SP14200,36194,Hepatic failure as a complication of care
Liver failure and transplant,SP14211,17222,Liver failure as a complication of care
Liver failure and transplant,7800111,89445,Auxillary liver transplant
Liver failure and transplant,7800y00,99250,Other specified transplantation of liver
Liver failure and transplant,7800112,100073,Piggy back liver transplant
Liver failure and transplant,TB00200,31997,"Liver transplant with complication, without blame"
Liver failure and transplant,7800.00,4405,Transplantation of liver
Liver failure and transplant,8LH..00,105758,Liver transplant planned
Liver failure and transplant,SP08600,6692,Liver transplant failure and rejection
Liver failure and transplant,ZV42700,9026,[V]Liver transplanted
Liver failure and transplant,7805211,47861,Exploration of liver transplant
Liver failure and transplant,7800200,69194,Replacement of previous liver transplant
Liver failure and transplant,7800400,105506,Orthotopic transplantation of whole liver
Liver failure and transplant,7800z00,27319,Transplantation of liver NOS
Liver failure and transplant,7800100,71422,Heterotopic transplantation of liver
