Disease,ReadCode,MedCode,ReadTerm
Meniere disease,1491.11,16593,H/O: Meniere's disease
Meniere disease,F560000,47541,Unspecified Meniere's disease
Meniere disease,F560100,66733,Active cochleovestibular Meniere's disease
Meniere disease,F560200,39499,Active cochlear Meniere's disease
Meniere disease,F560300,55827,Active vestibular Meniere's disease
Meniere disease,F560400,97882,Inactive Meniere's disease
Meniere disease,F560.00,674,Meniere's disease
Meniere disease,F560.11,18047,Endolymphatic hydrops
Meniere disease,F560.12,44564,Lermoyez's syndrome
Meniere disease,F560z00,16334,Meniere's disease NOS
