Disease,ReadCode,MedCode,ReadTerm
Primary malignancy uterine,B40..00,2744,"Malignant neoplasm of uterus, part unspecified"
Primary malignancy uterine,B430000,72723,Malignant neoplasm of cornu of corpus uteri
Primary malignancy uterine,B430100,68155,Malignant neoplasm of fundus of corpus uteri
Primary malignancy uterine,B430200,2890,Malignant neoplasm of endometrium of corpus uteri
Primary malignancy uterine,B430211,49400,Malignant neoplasm of endometrium
Primary malignancy uterine,B430300,45793,Malignant neoplasm of myometrium of corpus uteri
Primary malignancy uterine,B430.00,3213,"Malignant neoplasm of corpus uteri, excluding isthmus"
Primary malignancy uterine,B430z00,45490,Malignant neoplasm of corpus uteri NOS
Primary malignancy uterine,B431000,59097,Malignant neoplasm of lower uterine segment
Primary malignancy uterine,B431.00,43940,Malignant neoplasm of isthmus of uterine body
Primary malignancy uterine,B431z00,70729,Malignant neoplasm of isthmus of uterine body NOS
Primary malignancy uterine,B432.00,16967,Malignant neoplasm of overlapping lesion of corpus uteri
Primary malignancy uterine,B43..00,7046,Malignant neoplasm of body of uterus
Primary malignancy uterine,B43y.00,31608,Malignant neoplasm of other site of uterine body
Primary malignancy uterine,B43z.00,33617,Malignant neoplasm of body of uterus NOS
Primary malignancy uterine,ZV10417,46779,[V]Personal history of malignant neoplasm of uterine body
