Disease,ReadCode,MedCode,ReadTerm
Venous thromboembolism,14A8100,5614,H/O: Deep Vein Thrombosis
Venous thromboembolism,8CMWA00,106566,On deep vein thrombosis care pathway
Venous thromboembolism,9kg0.00,102776,DVT stage 1 service level - enhanced services administration
Venous thromboembolism,9kg..00,101655,Deep vein thrombosis - enhanced services administration
Venous thromboembolism,9kg0.11,104290,DVT enhanced services administration stage 1 service level
Venous thromboembolism,9kg1.00,102777,DVT stage 2 service level - enhanced services administration
Venous thromboembolism,9kg2.00,107023,DVT stage 3 service level - enhanced services administration
Venous thromboembolism,F050000,55885,Embolism cavernous sinus
Venous thromboembolism,F050.00,36568,Embolism of central nervous system venous sinus
Venous thromboembolism,F05..00,49715,Phlebitis and thrombophlebitis of intracranial sinuses
Venous thromboembolism,F050100,64467,Embolism superior longitudinal sinus
Venous thromboembolism,F050300,84404,Embolism transverse sinus
Venous thromboembolism,F051000,22006,Thrombosis cavernous sinus
Venous thromboembolism,F051.00,31390,Thrombosis of central nervous system venous sinuses
Venous thromboembolism,F051100,20161,Thrombosis of superior longitudinal sinus
Venous thromboembolism,F051200,3585,Thrombosis lateral sinus
Venous thromboembolism,F051300,28309,Thrombosis transverse sinus
Venous thromboembolism,F051z00,61366,Thrombosis of central nervous system venous sinus NOS
Venous thromboembolism,F053000,55883,Thrombophlebitis of cavernous sinus
Venous thromboembolism,F053.00,41180,Thrombophlebitis of central nervous system venous sinuses
Venous thromboembolism,F053100,70455,Thrombophlebitis of superior longitudinal venous sinus
Venous thromboembolism,F05z.00,65855,Phlebitis or thrombophlebitis of CNS venous sinus NOS
Venous thromboembolism,G676000,39344,"Cereb infarct due cerebral venous thrombosis, nonpyogenic"
Venous thromboembolism,G676.00,37947,Nonpyogenic venous sinus thrombosis
Venous thromboembolism,G67A.00,101733,Cerebral vein thrombosis
Venous thromboembolism,G801.00,3576,Deep vein phlebitis and thrombophlebitis of the leg
Venous thromboembolism,G801.11,824,Deep vein thrombosis
Venous thromboembolism,G801.12,25478,"Deep vein thrombosis, leg"
Venous thromboembolism,G801.13,3392,DVT - Deep vein thrombosis
Venous thromboembolism,G801600,15382,Thrombophlebitis of the femoral vein
Venous thromboembolism,G801700,55661,Thrombophlebitis of the popliteal vein
Venous thromboembolism,G801800,95077,Thrombophlebitis of the anterior tibial vein
Venous thromboembolism,G801900,106482,Thrombophlebitis of the dorsalis pedis vein
Venous thromboembolism,G801A00,61760,Thrombophlebitis of the posterior tibial vein
Venous thromboembolism,G801B00,32002,Deep vein thrombophlebitis of the leg unspecified
Venous thromboembolism,G801C00,42506,Deep vein thrombosis of leg related to air travel
Venous thromboembolism,G801D00,22038,Deep vein thrombosis of lower limb
Venous thromboembolism,G801E00,48920,Deep vein thrombosis of leg related to intravenous drug use
Venous thromboembolism,G801F00,98526,Deep vein thrombosis of peroneal vein
Venous thromboembolism,G801G00,104342,Recurrent deep vein thrombosis
Venous thromboembolism,G801z00,27284,Deep vein phlebitis and thrombophlebitis of the leg NOS
Venous thromboembolism,G80y.11,38099,Phlebitis and/or thrombophlebitis of iliac vein
Venous thromboembolism,G80y400,58166,Thrombophlebitis of the common iliac vein
Venous thromboembolism,G80y500,94496,Thrombophlebitis of the internal iliac vein
Venous thromboembolism,G80y600,58023,Thrombophlebitis of the external iliac vein
Venous thromboembolism,G80y700,91282,Thrombophlebitis of the iliac vein unspecified
Venous thromboembolism,G80y800,70467,Phlebitis and thrombophlebitis of the iliac vein NOS
Venous thromboembolism,G81..00,8769,Portal vein thrombosis
Venous thromboembolism,G820.00,20676,Budd - Chiari syndrome (hepatic vein thrombosis)
Venous thromboembolism,G820.11,57100,Hepatic vein thrombosis
Venous thromboembolism,G822000,97808,Thrombosis of inferior vena cava
Venous thromboembolism,G822.00,43555,Embolism and thrombosis of the vena cava
Venous thromboembolism,G823.00,5503,Embolism and thrombosis of the renal vein
Venous thromboembolism,G824.00,100103,Axillary vein thrombosis
Venous thromboembolism,G825.00,105403,Thrombosis of subclavian vein
Venous thromboembolism,G826.00,106850,Thrombosis of internal jugular vein
Venous thromboembolism,G827.00,107851,Thrombosis of external jugular vein
Venous thromboembolism,Gyu8000,97853,[X]Phlebitis+thrombophlebitis/oth deep vessls/low extremites
Venous thromboembolism,J420200,54205,Thrombus of the superior mesenteric veins
Venous thromboembolism,SP12200,1224,Post operative deep vein thrombosis
Venous thromboembolism,ZV12800,19562,[V] Personal history deep vein thrombosis
Venous thromboembolism,ZV12811,17847,[V] Personal history DVT- deep vein thrombosis
Venous thromboembolism,ZV12900 ,16976,[V] Personal history of pulmonary embolism 
Venous thromboembolism,G401100 ,96209,Recurrent pulmonary embolism 
Venous thromboembolism,G401.00 ,1266,Pulmonary embolism 
