Disease,ReadCode,MedCode,ReadTerm
Chronic ulcer of the skin,Z1B2300,22204,Dressing of skin ulcer
Chronic ulcer of the skin,M270600,106686,Stage III decubitus ulcer
Chronic ulcer of the skin,Z174Q00,72698,Skin ulcer care
Chronic ulcer of the skin,M273.00,104293,Non-healing leg ulcer
Chronic ulcer of the skin,M271300,11624,Arterial leg ulcer
Chronic ulcer of the skin,M272.00,3930,Ulcer of skin
Chronic ulcer of the skin,M271.15,14838,Trophic leg ulcer
Chronic ulcer of the skin,M271.14,32006,Neurogenic leg ulcer
Chronic ulcer of the skin,M271.11,5057,Foot ulcer
Chronic ulcer of the skin,M271.12,6308,Ischaemic leg ulcer
Chronic ulcer of the skin,M270z00,104552,Decubitus ulcer and pressure area NOS
Chronic ulcer of the skin,M270000,103207,Hospital acquired pressure ulcer
Chronic ulcer of the skin,M270700,106902,Stage IV decubitus ulcer
Chronic ulcer of the skin,M270.12,46101,Plaster ulcer
Chronic ulcer of the skin,M270.13,4929,Pressure sore
Chronic ulcer of the skin,M270.11,14995,Bed sore
Chronic ulcer of the skin,M270400,104850,Stage I decubitus ulcer and pressure area
Chronic ulcer of the skin,G833.00,18216,Varicose veins of the leg with rupture
Chronic ulcer of the skin,M270100,102230,Nursing home acquired pressure ulcer
Chronic ulcer of the skin,M270.14,108537,Decubitus ulcer and pressure area
Chronic ulcer of the skin,9ks..00,109100,Complex skin ulcer care enhanced services administration
Chronic ulcer of the skin,M22..00,2322,Other dermatoses
Chronic ulcer of the skin,M270.00,6862,Decubitus (pressure) ulcer
Chronic ulcer of the skin,4JG3.00,4487,Skin ulcer swab taken
Chronic ulcer of the skin,G832.00,16079,Varicose veins of the leg with ulcer and eczema
Chronic ulcer of the skin,G830.00,1913,Varicose veins of the leg with ulcer
Chronic ulcer of the skin,7G2EC00,12764,Three layer compression bandage for skin ulcer
Chronic ulcer of the skin,2FFZ.00,29007,O/E - skin ulcer NOS
Chronic ulcer of the skin,M27..00,9180,Chronic skin ulcer
Chronic ulcer of the skin,M270300,102923,Hospice acquired pressure ulcer
Chronic ulcer of the skin,G837.00,11264,Venous ulcer of leg
Chronic ulcer of the skin,M271400,8801,Mixed venous and arterial leg ulcer
Chronic ulcer of the skin,M27y.00,24232,"Chronic ulcer of skin, other specified sites"
Chronic ulcer of the skin,G835.00,12704,Infected varicose ulcer
Chronic ulcer of the skin,7G2EB00,17788,Four layer compression bandaging for skin ulcer
Chronic ulcer of the skin,2FF2.00,1727,O/E - skin ulcer present
Chronic ulcer of the skin,M07z.12,16558,Infected skin ulcer
Chronic ulcer of the skin,14F3.00,5961,H/O: chronic skin ulcer
Chronic ulcer of the skin,M2y0.00,21853,Vascular disorders of skin
Chronic ulcer of the skin,M271600,5790,Traumatic leg ulcer
Chronic ulcer of the skin,M271.13,1216,Leg ulcer NOS
Chronic ulcer of the skin,M274.00,104565,Recurrent leg ulcer
Chronic ulcer of the skin,M27z.00,3929,Chronic skin ulcer NOS
Chronic ulcer of the skin,7G2EA00,17787,Two layer compression bandage for skin ulcer
Chronic ulcer of the skin,M270500,105150,Stage II decubitus ulcer
Chronic ulcer of the skin,2924.00,23724,O/E - trophic skin ulceration
Chronic ulcer of the skin,2FF..00,6207,O/E - skin ulcer
Chronic ulcer of the skin,M270200,101713,Community hospital acquired pressure ulcer
Chronic ulcer of the skin,M271700,99855,Neuropathic foot ulcer
Chronic ulcer of the skin,M271500,5855,Venous ulcer of leg
Chronic ulcer of the skin,M271.00,3928,Non-pressure ulcer lower limb
Chronic ulcer of the skin,7G2E500,15506,Dressing of skin ulcer NEC
Chronic ulcer of the skin,A056.00,16856,Amoebic skin ulceration
