Disease,ReadCode,MedCode,ReadTerm
Cystic Fibrosis,66k0.00,100520,Cystic fibrosis annual review
Cystic Fibrosis,66k..00,100430,Cystic fibrosis monitoring
Cystic Fibrosis,C10N100,93380,Cystic fibrosis related diabetes mellitus
Cystic Fibrosis,C370000,65344,Cystic fibrosis with no meconium ileus
Cystic Fibrosis,C370100,69017,Cystic fibrosis with meconium ileus
Cystic Fibrosis,C370111,36622,Meconium ileus in cystic fibrosis
Cystic Fibrosis,C370200,18914,Cystic fibrosis with pulmonary manifestations
Cystic Fibrosis,C370300,18905,Cystic fibrosis with intestinal manifestations
Cystic Fibrosis,C370400,100610,Arthropathy in cystic fibrosis
Cystic Fibrosis,C370500,103224,Cystic fibrosis with distal intestinal obstruction syndrome
Cystic Fibrosis,C370700,110454,Liver disease due to cystic fibrosis
Cystic Fibrosis,C370800,102922,Cystic fibrosis related cirrhosis
Cystic Fibrosis,C370900,106432,Exacerbation of cystic fibrosis
Cystic Fibrosis,C370.00,6220,Cystic fibrosis
Cystic Fibrosis,C370.11,13264,Fibrocystic disease
Cystic Fibrosis,C370.12,24137,Mucoviscidosis
Cystic Fibrosis,C370y00,73065,Cystic fibrosis with other manifestations
Cystic Fibrosis,C370z00,49770,Cystic fibrosis NOS
Cystic Fibrosis,9No7.00,101408,Seen in cystic fibrosis clinic
