Disease,ReadCode,MedCode,ReadTerm
Primary malignancy pancreatic,B170.00,8771,Malignant neoplasm of head of pancreas
Primary malignancy pancreatic,B171.00,40810,Malignant neoplasm of body of pancreas
Primary malignancy pancreatic,B172.00,39870,Malignant neoplasm of tail of pancreas
Primary malignancy pancreatic,B173.00,35535,Malignant neoplasm of pancreatic duct
Primary malignancy pancreatic,B174.00,35795,Malignant neoplasm of Islets of Langerhans
Primary malignancy pancreatic,B175.00,97875,"Malignant neoplasm, overlapping lesion of pancreas"
Primary malignancy pancreatic,B17..00,8166,Malignant neoplasm of pancreas
Primary malignancy pancreatic,B17y000,96635,Malignant neoplasm of ectopic pancreatic tissue
Primary malignancy pancreatic,B17y.00,48537,Malignant neoplasm of other specified sites of pancreas
Primary malignancy pancreatic,B17yz00,95783,Malignant neoplasm of specified site of pancreas NOS
Primary malignancy pancreatic,B17z.00,34388,Malignant neoplasm of pancreas NOS
Primary malignancy pancreatic,BB5B100,63102,[M]Islet cell carcinoma
Primary malignancy pancreatic,BB5B300,95609,"[M]Insulinoma, malignant"
Primary malignancy pancreatic,BB5B500,32294,"[M]Glucagonoma, malignant"
Primary malignancy pancreatic,BB5B600,98825,[M]Mixed islet cell and exocrine adenocarcinoma
Primary malignancy pancreatic,BB5C100,49629,"[M]Gastrinoma, malignant"
Primary malignancy pancreatic,BB5Bz00,21659,[M]Pancreatic adenoma or carcinoma NOS
Primary malignancy pancreatic,BB5B.00,8032,[M]Pancreatic adenomas and carcinomas
Primary malignancy pancreatic,B905100,16828,Neoplasm of uncertain behaviour of pancreas
