Disease,ReadCode,MedCode,ReadTerm
Primary malignancy bladder,B490.00,38862,Malignant neoplasm of trigone of urinary bladder
Primary malignancy bladder,B491.00,44996,Malignant neoplasm of dome of urinary bladder
Primary malignancy bladder,B492.00,35963,Malignant neoplasm of lateral wall of urinary bladder
Primary malignancy bladder,B493.00,19162,Malignant neoplasm of anterior wall of urinary bladder
Primary malignancy bladder,B494.00,42012,Malignant neoplasm of posterior wall of urinary bladder
Primary malignancy bladder,B495.00,41571,Malignant neoplasm of bladder neck
Primary malignancy bladder,B496.00,28241,Malignant neoplasm of ureteric orifice
Primary malignancy bladder,B497.00,42023,Malignant neoplasm of urachus
Primary malignancy bladder,B498.00,105388,Local recurrence of malignant tumour of urinary bladder
Primary malignancy bladder,B49..00,779,Malignant neoplasm of urinary bladder
Primary malignancy bladder,B49y000,47801,"Malignant neoplasm, overlapping lesion of bladder"
Primary malignancy bladder,B49y.00,36949,Malignant neoplasm of other site of urinary bladder
Primary malignancy bladder,B49z.00,31102,Malignant neoplasm of urinary bladder NOS
Primary malignancy bladder,ZV10511,35816,[V]Personal history of malignant neoplasm of bladder
Primary malignancy bladder,B917.00,28029,Neoplasm of uncertain behaviour of bladder
