Disease,ReadCode,MedCode,ReadTerm
Fracture of hip,14G7.00,17936,H/O: hip fracture
Fracture of hip,7K1D000,5742,Prmy open red+int fxn prox femoral #+screw/nail+plate device
Fracture of hip,7K1D011,58817,Prim open reduct # neck femur & op fix - Blount nail plate
Fracture of hip,7K1D012,52395,Prim op red # nck femur & op fix- Charnley compression screw
Fracture of hip,7K1D013,97337,Prim op red # nck femur & op fix - Deyerle multiple hip pin
Fracture of hip,7K1D014,94714,Prim open reduct # neck femur & op fix - Holt nail
Fracture of hip,7K1D015,105352,Prim open reduct # neck femur & op fix - Jewett nail plate
Fracture of hip,7K1D016,107932,Prim open reduct # neck femur & op fix - Massie nail plate
Fracture of hip,7K1D017,56568,Prim open red # neck femur & op fix - McLaughlin nail plate
Fracture of hip,7K1D018,46258,Prim open reduct # neck femur & op fix - Neufield nail plate
Fracture of hip,7K1D019,65536,Prim open reduct # neck femur & op fix - Pugh nail plate
Fracture of hip,7K1D01A,24493,Prim open reduct # neck femur & op fix - Richards screw
Fracture of hip,7K1D01B,57884,Prim open reduct # neck femur & op fix - Ross Brown nail
Fracture of hip,7K1D01D,57889,Prim op red # nck femur & op fix- Zickel intramed nail plate
Fracture of hip,7K1D01E,9792,DHS - Dynamic hip screw primary fixation of neck of femur
Fracture of hip,7K1D01F,12544,Dynamic hip screw primary fixation of neck of femur
Fracture of hip,7K1D600,33624,Prmy open red+int fxn prox femoral #+screw/nail device alone
Fracture of hip,7K1D700,34764,Prmy open red+int fxn prox fem #+screw/nail+intramed device
Fracture of hip,7K1DE00,105803,Prim op red frac neck fem op fix us prox fem nail antirotatn
Fracture of hip,7K1H500,67028,Revision to open red+ext fxtn of proximal femoral #
Fracture of hip,7K1H600,28464,Revsn to opn red+int fxtn prox fem #+screw/nail device alone
Fracture of hip,7K1H700,50450,Rvsn to opn red+int fxtn prox fem #+ scrw/nl+intramed device
Fracture of hip,7K1H800,63189,Rvsn to opn red+int fxtn prox fem #+ scrw/nail+plate device
Fracture of hip,7K1J000,8719,Cls red+int fxn proximal femoral #+screw/nail device alone
Fracture of hip,7K1J011,53670,Cl red intracaps frac neck femur fix-Garden cannulated screw
Fracture of hip,7K1J012,40999,Cl red intracaps fract neck femur fix - Smith-Petersen nail
Fracture of hip,7K1J013,57514,Cls red+int fxn prox femoral #+Richard's cannulat hip screw
Fracture of hip,7K1J500,35004,Primary int fxn(no red) prox fem #+screw/nail device alone
Fracture of hip,7K1J600,44594,Primary int fxn(no red) prox fem #+scrw/nail+intramed device
Fracture of hip,7K1J700,38856,Primary int fxn(no red) prox fem #+screw/nail+plate device
Fracture of hip,7K1J800,43403,Revisn to int fxn(no red) prox fem #+screw/nail device alone
Fracture of hip,7K1J900,48973,Rvsn to int fxn(no red) prox fem #+screw/nail+intramed dev
Fracture of hip,7K1JA00,37998,Revisn to int fxn(no red) prox fem #+screw/nail+plate device
Fracture of hip,7K1JB00,55386,Primary cls red+int fxn prox fem #+screw/nail device alone
Fracture of hip,7K1JC00,54819,Prim cls rd+int fxn prox fem #+screw/nail+intramdulry device
Fracture of hip,7K1Jd00,39322,Closed reduction of intracapsular # NOF internal fixat DHS
Fracture of hip,7K1JD00,46959,Primary cls red+int fxn prox fem #+screw/nail+plate device
Fracture of hip,7K1JE00,63554,Rvsn to cls red+int fxn prox fem #+screw/nail device alone
Fracture of hip,7K1JF00,69857,Rvsn cls red+int fxn prox fem #+screw/nail+intramed device
Fracture of hip,7K1JG00,34846,Rvsn to cls red+int fxn prox fem #+screw/nail+plate device
Fracture of hip,7K1K300,70018,Primary external fixation(without reduction) prox femoral #
Fracture of hip,7K1K400,102104,Revision to ext fxn(without reduction) proximal femoral #
Fracture of hip,7K1K500,102313,Primary cls reduction+external fixation proximal femoral #
Fracture of hip,7K1L400,6660,Closed reduction of fracture of hip
