Disease,ReadCode,MedCode,ReadTerm
Osteoarthritis (excl spine),14G2.00,9760,H/O: osteoarthritis
Osteoarthritis (excl spine),2G26.00,17282,O/E - hands - Heberden's nodes
Osteoarthritis (excl spine),7P20400,100072,Delivery of rehabilitation for osteoarthritis
Osteoarthritis (excl spine),N050000,38631,Generalised osteoarthritis of unspecified site
Osteoarthritis (excl spine),N050100,36327,Generalised osteoarthritis of the hand
Osteoarthritis (excl spine),N050111,4015,Heberdens' nodes
Osteoarthritis (excl spine),N050112,35919,Bouchards' nodes
Osteoarthritis (excl spine),N050200,23676,Generalised osteoarthritis of multiple sites
Osteoarthritis (excl spine),N050300,38018,Bouchard's nodes with arthropathy
Osteoarthritis (excl spine),N050400,23646,Primary generalized osteoarthrosis
Osteoarthritis (excl spine),N050500,11256,Secondary multiple arthrosis
Osteoarthritis (excl spine),N050600,38019,Erosive osteoarthrosis
Osteoarthritis (excl spine),N050700,24432,Heberden's nodes with arthropathy
Osteoarthritis (excl spine),N050.00,4353,Generalised osteoarthritis - OA
Osteoarthritis (excl spine),N050z00,34867,Generalised osteoarthritis NOS
Osteoarthritis (excl spine),N051000,54224,"Localised, primary osteoarthritis of unspecified site"
Osteoarthritis (excl spine),N051100,24022,"Localised, primary osteoarthritis of the shoulder region"
Osteoarthritis (excl spine),N051200,24217,"Localised, primary osteoarthritis of the upper arm"
Osteoarthritis (excl spine),N051300,34806,"Localised, primary osteoarthritis of the forearm"
Osteoarthritis (excl spine),N051400,21350,"Localised, primary osteoarthritis of the hand"
Osteoarthritis (excl spine),N051500,15839,"Localised, primary osteoarthritis of the pelvic region/thigh"
Osteoarthritis (excl spine),N051600,21159,"Localised, primary osteoarthritis of the lower leg"
Osteoarthritis (excl spine),N051700,25793,"Localised, primary osteoarthritis of the ankle and foot"
Osteoarthritis (excl spine),N051800,20472,"Localised, primary osteoarthritis of other specified site"
Osteoarthritis (excl spine),N051900,24287,"Primary coxarthrosis, bilateral"
Osteoarthritis (excl spine),N051A00,25812,"Coxarthrosis resulting from dysplasia, bilateral"
Osteoarthritis (excl spine),N051B00,24146,"Primary gonarthrosis, bilateral"
Osteoarthritis (excl spine),N051C00,36182,"Primary arthrosis of first carpometacarpal joints, bilateral"
Osteoarthritis (excl spine),N051D00,24958,"Localised, primary osteoarthritis of the wrist"
Osteoarthritis (excl spine),N051E00,28908,"Localised, primary osteoarthritis of toe"
Osteoarthritis (excl spine),N051F00,18602,"Localised, primary osteoarthritis of elbow"
Osteoarthritis (excl spine),N051G00,106678,Osteoarthritis of spinal facet joint
Osteoarthritis (excl spine),N051.00,32839,"Localised, primary osteoarthritis"
Osteoarthritis (excl spine),N051z00,20660,"Localised, primary osteoarthritis NOS"
Osteoarthritis (excl spine),N052000,68712,"Localised, secondary osteoarthritis of unspecified site"
Osteoarthritis (excl spine),N052100,33574,"Localised, secondary osteoarthritis of the shoulder region"
Osteoarthritis (excl spine),N052200,41088,"Localised, secondary osteoarthritis of the upper arm"
Osteoarthritis (excl spine),N052300,45815,"Localised, secondary osteoarthritis of the forearm"
Osteoarthritis (excl spine),N052400,23638,"Localised, secondary osteoarthritis of the hand"
Osteoarthritis (excl spine),N052500,44041,"Localised, secondary osteoarthritis of pelvic region/thigh"
Osteoarthritis (excl spine),N052511,101479,Coxae malum senilis
Osteoarthritis (excl spine),N052600,33479,"Localised, secondary osteoarthritis of the lower leg"
Osteoarthritis (excl spine),N052700,34035,"Localised, secondary osteoarthritis of the ankle and foot"
Osteoarthritis (excl spine),N052800,32891,"Localised, secondary osteoarthritis of other specified site"
Osteoarthritis (excl spine),N052.00,42045,"Localised, secondary osteoarthritis"
Osteoarthritis (excl spine),N052z00,57912,"Localised, secondary osteoarthritis NOS"
Osteoarthritis (excl spine),N053000,49545,"Localised osteoarthritis, unspecified, of unspecified site"
Osteoarthritis (excl spine),N053100,15441,"Localised osteoarthritis, unspecified, of shoulder region"
Osteoarthritis (excl spine),N053200,59637,"Localised osteoarthritis, unspecified, of the upper arm"
Osteoarthritis (excl spine),N053300,60537,"Localised osteoarthritis, unspecified, of the forearm"
Osteoarthritis (excl spine),N053400,16242,"Localised osteoarthritis, unspecified, of the hand"
Osteoarthritis (excl spine),N053500,20626,"Localised osteoarthritis, unspecified, pelvic region/thigh"
Osteoarthritis (excl spine),N053512,1104,Hip osteoarthitis NOS
Osteoarthritis (excl spine),N053600,34804,"Localised osteoarthritis, unspecified, of the lower leg"
Osteoarthritis (excl spine),N053611,1296,Patellofemoral osteoarthritis
Osteoarthritis (excl spine),N053700,4461,"Localised osteoarthritis, unspecified, of the ankle and foot"
Osteoarthritis (excl spine),N053800,18112,"Localised osteoarthritis, unspecified, of other spec site"
Osteoarthritis (excl spine),N053900,21177,"Arthrosis of first carpometacarpal joint, unspecified"
Osteoarthritis (excl spine),N053.00,34122,"Localised osteoarthritis, unspecified"
Osteoarthritis (excl spine),N053z00,31200,"Localised osteoarthritis, unspecified, NOS"
Osteoarthritis (excl spine),N054000,48214,"Oligoarticular osteoarthritis, unspec, of unspecified sites"
Osteoarthritis (excl spine),N054100,52095,"Oligoarticular osteoarthritis, unspecified, of shoulder"
Osteoarthritis (excl spine),N054200,97073,"Oligoarticular osteoarthritis, unspecified, of upper arm"
Osteoarthritis (excl spine),N054400,59616,"Oligoarticular osteoarthritis, unspecified, of hand"
Osteoarthritis (excl spine),N054500,68648,"Oligoarticular osteoarthritis, unspecified, of pelvis/thigh"
Osteoarthritis (excl spine),N054600,41090,"Oligoarticular osteoarthritis, unspecified, of lower leg"
Osteoarthritis (excl spine),N054700,72109,"Oligoarticular osteoarthritis, unspecified, of ankle/foot"
Osteoarthritis (excl spine),N054800,41985,"Oligoarticular osteoarthritis, unspecified, other spec sites"
Osteoarthritis (excl spine),N054900,57267,"Oligoarticular osteoarthritis, unspecified, multiple sites"
Osteoarthritis (excl spine),N054.00,21528,"Oligoarticular osteoarthritis, unspecified"
Osteoarthritis (excl spine),N054z00,53858,"Osteoarthritis of more than one site, unspecified, NOS"
Osteoarthritis (excl spine),N05..00,3057,Osteoarthritis and allied disorders
Osteoarthritis (excl spine),N05..11,396,Osteoarthritis
Osteoarthritis (excl spine),N05z000,35527,"Osteoarthritis NOS, of unspecified site"
Osteoarthritis (excl spine),N05z100,3147,"Osteoarthritis NOS, of shoulder region"
Osteoarthritis (excl spine),N05z400,658,"Osteoarthritis NOS, of the hand"
Osteoarthritis (excl spine),N05z411,4490,Finger osteoarthritis NOS
Osteoarthritis (excl spine),N05z412,1959,Thumb osteoarthritis NOS
Osteoarthritis (excl spine),N05z500,4967,"Osteoarthritis NOS, pelvic region/thigh"
Osteoarthritis (excl spine),N05z511,2209,Hip osteoarthritis NOS
Osteoarthritis (excl spine),N05z600,15144,"Osteoarthritis NOS, of the lower leg"
Osteoarthritis (excl spine),N05z611,665,Knee osteoarthritis NOS
Osteoarthritis (excl spine),N05z700,15447,"Osteoarthritis NOS, of ankle and foot"
Osteoarthritis (excl spine),N05z711,52897,Ankle osteoarthritis NOS
Osteoarthritis (excl spine),N05z712,1312,Foot osteoarthritis NOS
Osteoarthritis (excl spine),N05z713,4878,Toe osteoarthritis NOS
Osteoarthritis (excl spine),N05z800,15052,"Osteoarthritis NOS, other specified site"
Osteoarthritis (excl spine),N05z900,5802,"Osteoarthritis NOS, of shoulder"
Osteoarthritis (excl spine),N05zA00,3814,"Osteoarthritis NOS, of sternoclavicular joint"
Osteoarthritis (excl spine),N05zB00,2229,"Osteoarthritis NOS, of acromioclavicular joint"
Osteoarthritis (excl spine),N05zC00,19713,"Osteoarthritis NOS, of elbow"
Osteoarthritis (excl spine),N05zD00,65748,"Osteoarthritis NOS, of distal radio-ulnar joint"
Osteoarthritis (excl spine),N05zE00,9649,"Osteoarthritis NOS, of wrist"
Osteoarthritis (excl spine),N05zF00,7866,"Osteoarthritis NOS, of MCP joint"
Osteoarthritis (excl spine),N05zG00,11032,"Osteoarthritis NOS, of PIP joint of finger"
Osteoarthritis (excl spine),N05zH00,9681,"Osteoarthritis NOS, of DIP joint of finger"
Osteoarthritis (excl spine),N05zJ00,6812,"Osteoarthritis NOS, of hip"
