Disease,ReadCode,MedCode,ReadTerm
Spina bifida,7010111,98265,Insertion of Halber valve for spina bifida
Spina bifida,7043100,5307,Closure of spinal myelomeningocele
Spina bifida,7043200,29633,Closure of spinal meningocele
Spina bifida,7043.00,9298,Repair of spina bifida
Spina bifida,7043y00,50672,Other specified repair of spina bifida
Spina bifida,7043z00,62742,Repair of spina bifida NOS
Spina bifida,P100000,5306,"Spina bifida with hydrocephalus, unspecified"
Spina bifida,P100100,109243,Cervical spina bifida with hydrocephalus
Spina bifida,P100200,50565,Thoracic spina bifida with hydrocephalus
Spina bifida,P100300,57113,Lumbar spina bifida with hydrocephalus
Spina bifida,P100.00,42497,Unspecified spina bifida with hydrocephalus
Spina bifida,P100z00,98298,Spina bifida with hydrocephalus NOS
Spina bifida,P101.11,63513,Closed spina bifida with Arnold-Chiari malformation
Spina bifida,P102200,57243,Thoracic spina bifida with hydrocephalus - open
Spina bifida,P102300,103284,Lumbar spina bifida with hydrocephalus - open
Spina bifida,P102400,60623,Sacral spina bifida with hydrocephalus - open
Spina bifida,P102.00,98811,Spina bifida with hydrocephalus - open
Spina bifida,P102.11,104943,Fissured spine with hydrocephalus
Spina bifida,P102.13,52683,Myelocele with hydrocephalus
Spina bifida,P102.14,53471,Rachischisis with hydrocephalus
Spina bifida,P102z00,47288,Spina bifida with hydrocephalus - open NOS
Spina bifida,P103300,105767,Lumbar spina bifida with hydrocephalus - closed
Spina bifida,P103400,72928,Sacral spina bifida with hydrocephalus - closed
Spina bifida,P103.00,93902,Spina bifida with hydrocephalus - closed
Spina bifida,P103z11,90482,Thoracolumbar spina bifida with hydrocephalus - closed
Spina bifida,P104.00,102628,Spina bifida with hydrocephalus of late onset
Spina bifida,P105.00,56362,Spina bifida with stenosis of aqueduct of Sylvius
Spina bifida,P10..00,46790,Spina bifida with hydrocephalus
Spina bifida,P10y000,59218,Dandy - Walker syndrome with spina bifida
Spina bifida,P10y.00,73085,Other specified spina bifida with hydrocephalus
Spina bifida,P10z.00,64717,Spina bifida with hydrocephalus NOS
Spina bifida,P110000,101013,"Spina bifida without hydrocephalus, site unspecified"
Spina bifida,P110100,68221,Cervical spina bifida without mention of hydrocephalus
Spina bifida,P110200,96709,Thoracic spina bifida without mention of hydrocephalus
Spina bifida,P110300,96407,Lumbar spina bifida without mention of hydrocephalus
Spina bifida,P110z00,95018,Unspecified spina bifida without hydrocephalus NOS
Spina bifida,P111.00,53578,Spinal hydromeningocele
Spina bifida,P112.00,67878,Hydromyelocele
Spina bifida,P113000,53929,Spinal meningocele of unspecified site
Spina bifida,P113100,67351,Cervical spinal meningocele
Spina bifida,P113200,91600,Thoracic spinal meningocele
Spina bifida,P113300,61862,Lumbar spinal meningocele
Spina bifida,P113.00,6866,Spinal meningocele
Spina bifida,P113z00,50365,Spinal meningocele NOS
Spina bifida,P114000,99332,Meningomyelocele of unspecified site
Spina bifida,P114100,107144,Cervical meningomyelocele
Spina bifida,P114200,99299,Thoracic meningomyelocele
Spina bifida,P114300,47827,Lumbar meningomyelocele
Spina bifida,P114.00,9722,Meningomyelocele
Spina bifida,P114z00,57611,Meningomyelocele NOS
Spina bifida,P115100,94598,Cervical myelocele
Spina bifida,P115300,66516,Lumbar myelocele
Spina bifida,P115.00,31775,Myelocele
Spina bifida,P115z00,73712,Myelocele NOS
Spina bifida,P116100,107377,Cervical myelocystocele
Spina bifida,P116300,101493,Lumbar myelocystocele
Spina bifida,P116.00,59380,Myelocystocele
Spina bifida,P116z00,109893,Myelocystocele NOS
Spina bifida,P117200,95478,Thoracic spina bifida without hydrocephalus - open
Spina bifida,P117300,69397,Lumbar spina bifida without hydrocephalus - open
Spina bifida,P117400,71525,Sacral spina bifida without hydrocephalus - open
Spina bifida,P117.00,99281,Spina bifida without hydrocephalus - open
Spina bifida,P117.11,56386,Fissured spine
Spina bifida,P117.12,67708,Rachischisis
Spina bifida,P117z00,73608,Spina bifida without hydrocephalus - open NOS
Spina bifida,P118000,69370,Unspecified spina bifida without hydrocephalus - closed
Spina bifida,P118100,72018,Cervical spina bifida without hydrocephalus - closed
Spina bifida,P118300,65936,Lumbar spina bifida without hydrocephalus - closed
Spina bifida,P118400,70923,Sacral spina bifida without hydrocephalus - closed
Spina bifida,P118.00,48609,Spina bifida without hydrocephalus - closed
Spina bifida,P118z00,65246,Spina bifida without hydrocephalus - closed NOS
Spina bifida,P11..00,5431,Spina bifida without mention of hydrocephalus
Spina bifida,P11y.00,99894,Other specified spina bifida without hydrocephalus
Spina bifida,P11y.11,43593,Syringomyelocele
Spina bifida,P11z.00,98280,Spina bifida without mention of hydrocephalus NOS
Spina bifida,P1...00,3947,Spina bifida
Spina bifida,P1z..00,21802,Spina bifida NOS
Spina bifida,PG17.00,3336,Spina bifida occulta
Spina bifida,Pyu0400,106579,[X]Unspecified spina bifida with hydrocephalus
Spina bifida,P103z00,112518,Spina bifida with hydrocephalus - closed NOS
Spina bifida,P115200,112680,Thoracic myelocele
Spina bifida,P115000,112803,Myelocele of unspecified site
Spina bifida,P103000,113139,Unspecified spina bifida with hydrocephalus - closed
Spina bifida,P118z11,113441,Thoracolumbar spina bifida without hydrocephalus - closed
Spina bifida,P11z.12,114120,Syringomyelocele
