Disease,ReadCode,MedCode,ReadTerm
Hodgkin Lymphoma,B610100,100423,"Hodgkin's paragranuloma of lymph nodes of head, face, neck"
Hodgkin Lymphoma,B610300,98840,Hodgkin's paragranuloma of intra-abdominal lymph nodes
Hodgkin Lymphoma,B610.00,65489,Hodgkin's paragranuloma
Hodgkin Lymphoma,B611100,98909,"Hodgkin's granuloma of lymph nodes of head, face and neck"
Hodgkin Lymphoma,B611.00,44196,Hodgkin's granuloma
Hodgkin Lymphoma,B612400,68039,Hodgkin's sarcoma of lymph nodes of axilla and upper limb
Hodgkin Lymphoma,B612.00,64036,Hodgkin's sarcoma
Hodgkin Lymphoma,B613000,71142,"Hodgkin's, lymphocytic-histiocytic predominance unspec site"
Hodgkin Lymphoma,B613100,68330,"Hodgkin's, lymphocytic-histiocytic pred of head, face, neck"
Hodgkin Lymphoma,B613200,92245,"Hodgkin's, lymphocytic-histiocytic pred intrathoracic nodes"
Hodgkin Lymphoma,B613300,73532,"Hodgkin's, lymphocytic-histiocytic pred intra-abdominal node"
Hodgkin Lymphoma,B613500,93951,"Hodgkin's, lymphocytic-histiocytic pred inguinal and leg"
Hodgkin Lymphoma,B613600,95338,"Hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes"
Hodgkin Lymphoma,B613700,106911,"Hodgkin's, lymphocytic-histiocytic predominance of spleen"
Hodgkin Lymphoma,B613800,104743,"Hodgkin's, lymphocytic-histiocytic pred of multiple sites"
Hodgkin Lymphoma,B613.00,38939,"Hodgkin's disease, lymphocytic-histiocytic predominance"
Hodgkin Lymphoma,B613z00,29876,"Hodgkin's, lymphocytic-histiocytic predominance NOS"
Hodgkin Lymphoma,B614000,57225,"Hodgkin's disease, nodular sclerosis of unspecified site"
Hodgkin Lymphoma,B614100,55303,"Hodgkin's nodular sclerosis of head, face and neck"
Hodgkin Lymphoma,B614200,67506,Hodgkin's nodular sclerosis of intrathoracic lymph nodes
Hodgkin Lymphoma,B614300,61149,Hodgkin's nodular sclerosis of intra-abdominal lymph nodes
Hodgkin Lymphoma,B614400,65483,Hodgkin's nodular sclerosis of lymph nodes of axilla and arm
Hodgkin Lymphoma,B614700,105472,"Hodgkin's disease, nodular sclerosis of spleen"
Hodgkin Lymphoma,B614800,19140,Hodgkin's nodular sclerosis of lymph nodes of multiple sites
Hodgkin Lymphoma,B614.00,29178,"Hodgkin's disease, nodular sclerosis"
Hodgkin Lymphoma,B614z00,63054,"Hodgkin's disease, nodular sclerosis NOS"
Hodgkin Lymphoma,B615000,97863,"Hodgkin's disease, mixed cellularity of unspecified site"
Hodgkin Lymphoma,B615100,94407,"Hodgkin's mixed cellularity of lymph nodes head, face, neck"
Hodgkin Lymphoma,B615200,58684,Hodgkin's mixed cellularity of intrathoracic lymph nodes
Hodgkin Lymphoma,B615500,108886,Hodgkin's mixed cellularity of lymph nodes inguinal and leg
Hodgkin Lymphoma,B615.00,49605,"Hodgkin's disease, mixed cellularity"
Hodgkin Lymphoma,B615z00,94005,"Hodgkin's disease, mixed cellularity NOS"
Hodgkin Lymphoma,B616000,95049,Hodgkin's lymphocytic depletion of unspecified site
Hodgkin Lymphoma,B616400,63625,Hodgkin's lymphocytic depletion lymph nodes axilla and arm
Hodgkin Lymphoma,B616500,110563,Hodgkin's lymphocytic depletion lymph nodes inguinal and leg
Hodgkin Lymphoma,B616700,101715,"Hodgkin's disease, lymphocytic depletion of spleen"
Hodgkin Lymphoma,B616800,107032,Hodgkin's lymphocytic depletion lymph nodes multiple sites
Hodgkin Lymphoma,B616.00,67703,"Hodgkin's disease, lymphocytic depletion"
Hodgkin Lymphoma,B616z00,101530,"Hodgkin's disease, lymphocytic depletion NOS"
Hodgkin Lymphoma,B617.00,104895,Nodular lymphocyte predominant Hodgkin lymphoma
Hodgkin Lymphoma,B618.00,105841,Nodular sclerosis classical Hodgkin lymphoma
Hodgkin Lymphoma,B619.00,108775,Mixed cellularity classical Hodgkin lymphoma
Hodgkin Lymphoma,B61..00,2462,Hodgkin's disease
Hodgkin Lymphoma,B61..11,104291,Hodgkin lymphoma
Hodgkin Lymphoma,B61B.00,106597,Lymphocyte-rich classical Hodgkin lymphoma
Hodgkin Lymphoma,B61C.00,104484,Other classical Hodgkin lymphoma
Hodgkin Lymphoma,B61z000,61662,"Hodgkin's disease NOS, unspecified site"
Hodgkin Lymphoma,B61z100,59778,"Hodgkin's disease NOS of lymph nodes of head, face and neck"
Hodgkin Lymphoma,B61z200,59755,Hodgkin's disease NOS of intrathoracic lymph nodes
Hodgkin Lymphoma,B61z300,107804,Hodgkin's disease NOS of intra-abdominal lymph nodes
Hodgkin Lymphoma,B61z400,91900,Hodgkin's disease NOS of lymph nodes of axilla and arm
Hodgkin Lymphoma,B61z500,99012,Hodgkin's disease NOS of lymph nodes inguinal region and leg
Hodgkin Lymphoma,B61z700,94279,Hodgkin's disease NOS of spleen
Hodgkin Lymphoma,B61z800,97746,Hodgkin's disease NOS of lymph nodes of multiple sites
Hodgkin Lymphoma,B61z.00,53397,Hodgkin's disease NOS
Hodgkin Lymphoma,B61z.11,106349,Hodgkin lymphoma NOS
Hodgkin Lymphoma,B61zz00,42461,Hodgkin's disease NOS
Hodgkin Lymphoma,BBj0.00,61997,[M]Hodgkin's disease NOS
