Disease,ReadCode,MedCode,ReadTerm
Tuberculosis,1411.00,5319,H/O: tuberculosis
Tuberculosis,14P9.00,100469,History of tuberculosis drug therapy
Tuberculosis,65V9.00,32180,Notification of tuberculosis
Tuberculosis,65V9.11,16582,TB - tuberculosis notification
Tuberculosis,65Y1.00,47016,On tuberculosis chemoprophylaxis
Tuberculosis,65Y2.00,91666,Streptomycin resistant tuberculosis
Tuberculosis,65Y5.00,102673,Isoniazid resistant tuberculosis
Tuberculosis,65Y8.00,97525,Ciprofloxacin resistant tuberculosis
Tuberculosis,65Y9.00,96477,Inactive tuberculosis
Tuberculosis,65Y9.11,95913,Latent tuberculosis
Tuberculosis,8BAD100,4247,TB chemotherapy
Tuberculosis,A100.00,16265,Primary tuberculous complex
Tuberculosis,A101.00,46272,Tuberculous pleurisy in primary progressive tuberculosis
Tuberculosis,A10..00,22011,Primary tuberculous infection
Tuberculosis,A10y.00,42630,Other primary progressive tuberculosis
Tuberculosis,A10z.00,37694,Primary tuberculous infection NOS
Tuberculosis,A110.00,53701,Infiltrative lung tuberculosis
Tuberculosis,A111.00,48580,Nodular lung tuberculosis
Tuberculosis,A112.00,16331,Tuberculosis of lung with cavitation
Tuberculosis,A113.00,62468,Tuberculosis of bronchus
Tuberculosis,A114.00,16741,Tuberculous fibrosis of lung
Tuberculosis,A115.00,15693,Tuberculous bronchiectasis
Tuberculosis,A116.00,9953,Tuberculous pneumonia
Tuberculosis,A117.00,66441,Tuberculous pneumothorax
Tuberculosis,A11..00,635,Pulmonary tuberculosis
Tuberculosis,A11..11,47336,Lung tuberculosis
Tuberculosis,A11y.00,18950,Other specified pulmonary tuberculosis
Tuberculosis,A11z.00,38110,Pulmonary tuberculosis NOS
Tuberculosis,A120000,37834,Tuberculosis of pleura
Tuberculosis,A120100,39512,Tuberculous empyema
Tuberculosis,A120200,14913,Tuberculous hydrothorax
Tuberculosis,A120.00,23472,Tuberculous pleurisy
Tuberculosis,A120z00,56890,Tuberculous pleurisy NOS
Tuberculosis,A121000,5145,Tuberculosis of hilar lymph nodes
Tuberculosis,A121100,44129,Tuberculosis of mediastinal lymph nodes
Tuberculosis,A121200,49503,Tuberculosis of tracheobronchial lymph nodes
Tuberculosis,A121.00,58827,Tuberculosis of intrathoracic lymph nodes
Tuberculosis,A121z00,46926,Tuberculosis of intrathoracic lymph nodes NOS
Tuberculosis,A122000,93015,Isolated tracheal tuberculosis
Tuberculosis,A122100,93948,Isolated bronchial tuberculosis
Tuberculosis,A122.00,69260,Isolated tracheal or bronchial tuberculosis
Tuberculosis,A122z00,53473,Isolated tracheal or bronchial tuberculosis NOS
Tuberculosis,A123.00,20333,Tuberculous laryngitis
Tuberculosis,A124000,24413,TB lung confirm sputum microscopy with or without culture
Tuberculosis,A124100,93071,"Tuberculosis of lung, confirmed by culture only"
Tuberculosis,A124200,62530,"Tuberculosis of lung, confirmed histologically"
Tuberculosis,A124300,58588,"Tuberculosis of lung, confirmed by unspecified means"
Tuberculosis,A124400,44655,TB intrathoracic lymph nodes confirm bact histologically
Tuberculosis,A124500,44039,"Tuberculosis of larynx, trachea & bronchus conf bact/hist'y"
Tuberculosis,A124600,35443,"Tuberculous pleurisy, conf bacteriologically/histologically"
Tuberculosis,A124700,24517,Primary respiratory TB confirm bact and histologically
Tuberculosis,A124.00,31670,Resp TB bacteriologically and histologically confirmed
Tuberculosis,A125000,47832,"Tuberculosis of lung, bacteriologically & histolog'y neg"
Tuberculosis,A125100,41051,Tuberculosis lung bact and histological examin not done
Tuberculosis,A125200,40605,Prim respiratory TB without mention of bact or hist confirm
Tuberculosis,A125.00,7133,Respiratory TB not confirmed bact or histologically
Tuberculosis,A125X00,69471,"Resp TB unspcf,w'out mention/bacterial or histol confrmtn"
Tuberculosis,A12..00,63959,Other respiratory tuberculosis
Tuberculosis,A12y000,37598,Tuberculosis of mediastinum
Tuberculosis,A12y100,72402,Tuberculosis of nasopharynx
Tuberculosis,A12y200,97658,Tuberculosis of nasal septum
Tuberculosis,A12y300,45861,Tuberculosis of nasal sinus
Tuberculosis,A12y.00,50902,Other specified respiratory tuberculosis
Tuberculosis,A12yz00,50147,Other specified respiratory tuberculosis NOS
Tuberculosis,A130000,54840,Tuberculosis of cerebral meninges
Tuberculosis,A130100,46802,Tuberculosis of spinal meninges
Tuberculosis,A130300,43791,Tuberculous meningoencephalitis
Tuberculosis,A130.00,11975,Tuberculous meningitis
Tuberculosis,A130z00,69322,Tuberculous meningitis NOS
Tuberculosis,A131.00,57417,Tuberculoma of meninges
Tuberculosis,A132.00,52199,Tuberculoma of brain
Tuberculosis,A133.00,57398,Tuberculous abscess of brain
Tuberculosis,A134.00,46039,Tuberculoma of spinal cord
Tuberculosis,A135.00,46044,Tuberculous abscess of spinal cord
Tuberculosis,A136000,93360,Tuberculous encephalitis
Tuberculosis,A136100,31680,Tuberculous myelitis
Tuberculosis,A136.00,59202,Tuberculous encephalitis or myelitis
Tuberculosis,A136z00,72072,Tuberculous encephalitis or myelitis NOS
Tuberculosis,A13..00,41208,Tuberculosis of meninges and central nervous system
Tuberculosis,A13y.00,41383,Other specified tuberculosis of central nervous system
Tuberculosis,A13z.00,70140,Tuberculosis of central nervous system NOS
Tuberculosis,A140.00,31409,Tuberculous peritonitis
Tuberculosis,A14..00,2193,"Tuberculosis of intestines, peritoneum and mesenteric glands"
Tuberculosis,A14y100,39279,Tuberculosis of large intestine
Tuberculosis,A14y200,31436,Tuberculosis of small intestine
Tuberculosis,A14y300,29482,Tuberculosis of mesenteric lymph glands
Tuberculosis,A14y400,59087,Tuberculosis of rectum
Tuberculosis,A14y500,49433,Tuberculosis of retroperitoneal lymph nodes
Tuberculosis,A14y.00,54570,Other gastrointestinal tract tuberculosis
Tuberculosis,A14yz00,33372,Other gastrointestinal tract tuberculosis NOS
Tuberculosis,A14z.00,54579,Tuberculosis of gastrointestinal tract NOS
Tuberculosis,A150.00,3273,Tuberculosis of vertebral column - Pott's
Tuberculosis,A151.00,2208,Tuberculosis of hip
Tuberculosis,A152.00,23451,Tuberculosis of knee
Tuberculosis,A153.00,4907,Tuberculosis limb bones - Tuberculous dactylitis
Tuberculosis,A154.00,17153,Tuberculous mastoiditis
Tuberculosis,A15..00,3596,Tuberculosis of bones and joints
Tuberculosis,A15..11,22572,Tuberculous osteomylelytis
