Disease,ReadCode,MedCode,ReadTerm
"Liver fibrosis, sclerosis and cirrhosis",C310400,19512,Glycogenosis with hepatic cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",C350012,8206,Pigmentary cirrhosis of liver
"Liver fibrosis, sclerosis and cirrhosis",C370800,102922,Cystic fibrosis related cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",G852200,26319,Oesophageal varices in cirrhosis of the liver
"Liver fibrosis, sclerosis and cirrhosis",G852300,8363,Oesophageal varices in alcoholic cirrhosis of the liver
"Liver fibrosis, sclerosis and cirrhosis",J612000,21713,Alcoholic fibrosis and sclerosis of liver
"Liver fibrosis, sclerosis and cirrhosis",J612.00,4743,Alcoholic cirrhosis of liver
"Liver fibrosis, sclerosis and cirrhosis",J612.11,68376,Florid cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J612.12,100474,Laennec's cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J615100,69204,Multilobular portal cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J615300,3450,Diffuse nodular cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J615400,44676,Fatty portal cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J615500,92909,Hypertrophic portal cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J615600,40567,Capsular portal cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J615700,27438,Cardiac portal cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J615711,108819,Congestive cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J615800,96664,Juvenile portal cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J615812,58184,Indian childhood cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J615C00,100253,Xanthomatous portal cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J615D00,73482,Bacterial portal cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J615G00,109540,Zooparasitic portal cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J615H00,48928,Infectious cirrhosis NOS
"Liver fibrosis, sclerosis and cirrhosis",J615.00,16725,Cirrhosis - non alcoholic
"Liver fibrosis, sclerosis and cirrhosis",J615.11,47257,Portal cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J615y00,55454,Portal cirrhosis unspecified
"Liver fibrosis, sclerosis and cirrhosis",J615z00,16455,Non-alcoholic cirrhosis NOS
"Liver fibrosis, sclerosis and cirrhosis",J615z11,22841,Macronodular cirrhosis of liver
"Liver fibrosis, sclerosis and cirrhosis",J615z12,18739,Cryptogenic cirrhosis of liver
"Liver fibrosis, sclerosis and cirrhosis",J615z13,1638,Cirrhosis of liver NOS
"Liver fibrosis, sclerosis and cirrhosis",J615z15,71453,Hepatic fibrosis
"Liver fibrosis, sclerosis and cirrhosis",J616100,15424,Secondary biliary cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J616200,91591,Biliary cirrhosis of children
"Liver fibrosis, sclerosis and cirrhosis",J616.00,9494,Biliary cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J616z00,58630,Biliary cirrhosis NOS
"Liver fibrosis, sclerosis and cirrhosis",J61..00,6863,Cirrhosis and chronic liver disease
"Liver fibrosis, sclerosis and cirrhosis",J61y300,40963,Portal fibrosis without cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J61y400,25383,Hepatic fibrosis
"Liver fibrosis, sclerosis and cirrhosis",J61y500,60104,Hepatic sclerosis
"Liver fibrosis, sclerosis and cirrhosis",J61y600,100592,Hepatic fibrosis with hepatic sclerosis
"Liver fibrosis, sclerosis and cirrhosis",J635600,44120,Toxic liver disease with fibrosis and cirrhosis of liver
"Liver fibrosis, sclerosis and cirrhosis",Jyu7100,6015,[X]Other and unspecified cirrhosis of liver
"Liver fibrosis, sclerosis and cirrhosis",J616000,5638,Primary biliary cirrhosis
