Disease,ReadCode,MedCode,ReadTerm
Heart valve disease non-rheumatic,G130.00,8274,Mitral and aortic stenosis
Heart valve disease non-rheumatic,G131.00,49355,Mitral stenosis and aortic insufficiency
Heart valve disease non-rheumatic,G131.13,61250,Mitral stenosis and aortic incompetence
Heart valve disease non-rheumatic,G131.14,17596,Mitral stenosis and aortic regurgitation
Heart valve disease non-rheumatic,G132.00,33262,Mitral insufficiency and aortic stenosis
Heart valve disease non-rheumatic,G132.12,31759,Mitral incompetence and aortic stenosis
Heart valve disease non-rheumatic,G132.13,33907,Mitral regurgitation and aortic stenosis
Heart valve disease non-rheumatic,G133.00,31727,Mitral and aortic incompetence
Heart valve disease non-rheumatic,G133.11,94872,Mitral and aortic insufficiency
Heart valve disease non-rheumatic,G133.12,11878,Mitral and aortic regurgitation
Heart valve disease non-rheumatic,G13..00,10078,Diseases of mitral and aortic valves
Heart valve disease non-rheumatic,G13y.00,70698,Multiple mitral and aortic valve involvement
Heart valve disease non-rheumatic,G13z.00,29158,Mitral and aortic valve disease NOS
Heart valve disease non-rheumatic,G544000,40582,Disorders of both aortic and tricuspid valves
Heart valve disease non-rheumatic,G544100,19699,Disorders of both mitral and tricuspid valves
Heart valve disease non-rheumatic,G544200,18475,"Combined disorders of mitral, aortic and tricuspid valves"
Heart valve disease non-rheumatic,G544.00,40239,Multiple valve diseases
Heart valve disease non-rheumatic,G544X00,57338,"Multiple valve disease, unspecified"
Heart valve disease non-rheumatic,Gyu5D00,100910,[X]Multiple valve disorders/diseases CE
Heart valve disease non-rheumatic,G114.00,57633,Ruptured mitral valve cusp
Heart valve disease non-rheumatic,G11..00,1267,Mitral valve diseases
Heart valve disease non-rheumatic,G11z.00,30443,Mitral valve disease NOS
Heart valve disease non-rheumatic,G540000,5058,"Mitral incompetence, non-rheumatic"
Heart valve disease non-rheumatic,G540100,34240,"Mitral incompetence, cause unspecified"
Heart valve disease non-rheumatic,G540200,31839,Mitral valve prolapse
Heart valve disease non-rheumatic,G540300,39916,Mitral valve leaf prolapse
Heart valve disease non-rheumatic,G540.00,2977,Mitral valve incompetence
Heart valve disease non-rheumatic,G540.12,40949,Mitral valve insufficiency
Heart valve disease non-rheumatic,G540.14,9450,Mitral valve regurgitation
Heart valve disease non-rheumatic,G540.15,1294,Mitral valve prolapse
Heart valve disease non-rheumatic,G540.16,561,Mitral regurgitation
Heart valve disease non-rheumatic,G540z00,24557,Mitral valve disorders NOS
Heart valve disease non-rheumatic,Gyu1000,53756,[X]Other mitral valve diseases
Heart valve disease non-rheumatic,Gyu5500,98560,[X]Other nonrheumatic mitral valve disorders
Heart valve disease non-rheumatic,G541000,14998,"Aortic incompetence, non-rheumatic"
Heart valve disease non-rheumatic,G541011,47887,"Aortic insufficiency, non-rheumatic"
Heart valve disease non-rheumatic,G541012,10187,"Aortic regurgitation, non-rheumatic"
Heart valve disease non-rheumatic,G541100,999,"Aortic stenosis, non-rheumatic"
Heart valve disease non-rheumatic,G541200,1007,"Aortic incompetence alone, cause unspecified"
Heart valve disease non-rheumatic,G541211,58810,"Aortic insufficiency alone, cause unspecified"
Heart valve disease non-rheumatic,G541212,1005,"Aortic regurgitation alone, cause unspecified"
Heart valve disease non-rheumatic,G541300,2343,"Aortic stenosis alone, cause unspecified"
Heart valve disease non-rheumatic,G541400,10964,Aortic valve stenosis with insufficiency
Heart valve disease non-rheumatic,G541500,9591,Aortic stenosis
Heart valve disease non-rheumatic,G541600,30610,Aortic valve sclerosis
Heart valve disease non-rheumatic,G541700,49185,Aortic valve calcification
Heart valve disease non-rheumatic,G541.00,4548,Aortic valve disorders
Heart valve disease non-rheumatic,G541z00,19019,Aortic valve disorders NOS
Heart valve disease non-rheumatic,Gyu1100,94521,[X]Other rheumatic aortic valve diseases
Heart valve disease non-rheumatic,Gyu5600,49272,[X]Other aortic valve disorders
Heart valve disease non-rheumatic,Gyu5A00,71004,[X]Aortic valve disorders in diseases classified elsewhere
Heart valve disease non-rheumatic,7919100,39828,Percutaneous transluminal aortic valvotomy
Heart valve disease non-rheumatic,7911y00,40086,Other specified plastic repair of aortic valve
Heart valve disease non-rheumatic,7911.00,9498,Plastic repair of aortic valve
Heart valve disease non-rheumatic,7911z00,53804,Plastic repair of aortic valve NOS
Heart valve disease non-rheumatic,7916100,17141,Open aortic valvotomy
Heart valve disease non-rheumatic,7917100,42748,Closed aortic valvotomy
Heart valve disease non-rheumatic,7911400,53164,Aortic valvuloplasty NEC
Heart valve disease non-rheumatic,7911300,15133,Replacement of aortic valve NEC
Heart valve disease non-rheumatic,7911500,100482,Transapical aortic valve implantation
Heart valve disease non-rheumatic,7911000,43778,Allograft replacement of aortic valve
Heart valve disease non-rheumatic,7917000,19246,Closed mitral valvotomy
Heart valve disease non-rheumatic,7918000,9396,Annuloplasty of mitral valve
Heart valve disease non-rheumatic,7910000,93158,Allograft replacement of mitral valve
Heart valve disease non-rheumatic,7910.11,36638,Mitral valvuloplasty
Heart valve disease non-rheumatic,7910400,22582,Mitral valvuloplasty NEC
Heart valve disease non-rheumatic,7910300,3731,Replacement of mitral valve NEC
Heart valve disease non-rheumatic,7910z00,41168,Plastic repair of mitral valve NOS
Heart valve disease non-rheumatic,7910100,51658,Xenograft replacement of mitral valve
Heart valve disease non-rheumatic,7910.00,7894,Plastic repair of mitral valve
Heart valve disease non-rheumatic,7910200,19390,Prosthetic replacement of mitral valve
Heart valve disease non-rheumatic,7919000,53696,Percutaneous transluminal mitral valvotomy
Heart valve disease non-rheumatic,7916000,17812,Open mitral valvotomy
Heart valve disease non-rheumatic,7910411,85856,Mitral valve repair NEC
Heart valve disease non-rheumatic,7910y00,60957,Other specified plastic repair of mitral valve
Heart valve disease non-rheumatic,7915000,17257,Revision of plastic repair of mitral valve
Heart valve disease non-rheumatic,7910.12,3911,Replacement of mitral valve
Heart valve disease non-rheumatic,7910213,49592,Carpentier prosthetic replacement of mitral valve
Heart valve disease non-rheumatic,7910212,57318,Bjork-Shiley prosthetic replacement of mitral valve
Heart valve disease non-rheumatic,7910211,30567,Bjork-Shiley prosthetic replacement of mitral valve
Heart valve disease non-rheumatic,7910214,73904,Edwards prosthetic replacement of mitral valve
Heart valve disease non-rheumatic,G112.13,44328,Mitral stenosis with regurgitation
Heart valve disease non-rheumatic,G110.00,1885,Mitral stenosis
Heart valve disease non-rheumatic,G112.12,50983,Mitral stenosis with incompetence
Heart valve disease non-rheumatic,G140514,49551,"Tricuspid stenosis and regurgitation, cause unspecified"
Heart valve disease non-rheumatic,791D000,92226,Tricuspid valvectomy
Heart valve disease non-rheumatic,G542z00,43855,Tricuspid valve disorders NOS
Heart valve disease non-rheumatic,G542X00,98538,"Nonrheumatic tricuspid valve disorder, unspecified"
Heart valve disease non-rheumatic,7917200,99614,Closed tricuspid valvotomy
Heart valve disease non-rheumatic,7912.00,26168,Plastic repair of tricuspid valve
Heart valve disease non-rheumatic,7918111,53413,De Vega tricuspid annuloplasty
Heart valve disease non-rheumatic,7915200,61427,Revision of plastic repair of tricuspid valve
Heart valve disease non-rheumatic,G140112,42239,Tricuspid incompetence - rheumatic
Heart valve disease non-rheumatic,G542.00,2817,"Tricuspid valve disorders, non-rheumatic"
Heart valve disease non-rheumatic,G140111,21980,Tricuspid regurgitation - rheumatic
Heart valve disease non-rheumatic,G140.00,16373,Tricuspid valve disease NEC
Heart valve disease non-rheumatic,G542200,52271,Nonrheumatic tricuspid valve stenosis with insufficiency
Heart valve disease non-rheumatic,7912300,32930,Replacement of tricuspid valve NEC
Heart valve disease non-rheumatic,G140500,72306,"Tricuspid stenosis and insufficiency, cause unspecified"
Heart valve disease non-rheumatic,G140200,93114,Rheumatic tricuspid stenosis and insufficiency
Heart valve disease non-rheumatic,G542012,35372,"Tricuspid regurgitation, non-rheumatic"
Heart valve disease non-rheumatic,G542011,97738,"Tricuspid insufficiency, non-rheumatic"
Heart valve disease non-rheumatic,G140412,34869,"Tricuspid incompetence, cause unspecified"
Heart valve disease non-rheumatic,G140413,9286,"Tricuspid regurgitation, cause unspecified"
Heart valve disease non-rheumatic,7918100,26153,Annuloplasty of tricuspid valve
Heart valve disease non-rheumatic,7912200,66201,Prosthetic replacement of tricuspid valve
Heart valve disease non-rheumatic,G140300,56029,"Tricuspid stenosis, cause unspecified"
Heart valve disease non-rheumatic,Gyu5B00,110488,[X]Tricuspid valve disorders/diseases CE
Heart valve disease non-rheumatic,Gyu1200,99077,[X]Other tricuspid valve diseases
Heart valve disease non-rheumatic,7912100,98783,Xenograft replacement of tricuspid valve
Heart valve disease non-rheumatic,G542000,1779,"Tricuspid incompetence, non-rheumatic"
Heart valve disease non-rheumatic,G140400,42128,"Tricuspid insufficiency, cause unspecified"
Heart valve disease non-rheumatic,7912z00,72417,Plastic repair of tricuspid valve NOS
Heart valve disease non-rheumatic,G542100,35724,"Tricuspid stenosis, non-rheumatic"
Heart valve disease non-rheumatic,7912000,98580,Allograft replacement of tricuspid valve
Heart valve disease non-rheumatic,7912.11,47014,Replacement of tricuspid valve
Heart valve disease non-rheumatic,7912.12,93924,Tricuspid valvuloplasty
Heart valve disease non-rheumatic,7912511,96199,Tricuspid valve repair NEC
Heart valve disease non-rheumatic,7912500,99557,Tricuspid valvuloplasty NEC
Heart valve disease non-rheumatic,7919200,107653,Percutaneous transluminal tricuspid valvotomy
Heart valve disease non-rheumatic,7918400,96316,Closure of tricuspid valve
Heart valve disease non-rheumatic,7912y00,72523,Other specified plastic repair of tricuspid valve
Heart valve disease non-rheumatic,7916200,67931,Open tricuspid valvotomy
,,,
,,,
,,,
