Disease,ICD10code,ICD10codeDescr
Dermatitis (atopc/contact/other/unspecified),L20,Atopic dermatitis
Dermatitis (atopc/contact/other/unspecified),L23,Allergic contact dermatitis
Dermatitis (atopc/contact/other/unspecified),L24,Irritant contact dermatitis
Dermatitis (atopc/contact/other/unspecified),L25,Unspecified contact dermatitis
Dermatitis (atopc/contact/other/unspecified),L27,Dermatitis due to substances taken internally
Dermatitis (atopc/contact/other/unspecified),L26,Exfoliative dermatitis
Dermatitis (atopc/contact/other/unspecified),L28,Lichen simplex chronicus and prurigo
Dermatitis (atopc/contact/other/unspecified),L30.0,Nummular dermatitis
Dermatitis (atopc/contact/other/unspecified),L30.1,Dyshidrosis [pompholyx]
Dermatitis (atopc/contact/other/unspecified),L30.2,Cutaneous autosensitization
Dermatitis (atopc/contact/other/unspecified),L30.5,Pityriasis alba
Dermatitis (atopc/contact/other/unspecified),L30.8,Other specified dermatitis
Dermatitis (atopc/contact/other/unspecified),L30.9,Dermatitis, unspecified
