Condition,ReadCode,MedCode,ReadTerm
Alcohol consumption,136..00,27,Alcohol consumption
Alcohol consumption,1364.00,322,Moderate drinker - 3-6u/day
Alcohol consumption,1362.11,385,Drinks rarely
Alcohol consumption,E250000,669,"Nondependent alcohol abuse, unspecified"
Alcohol consumption,1362.12,749,Drinks occasionally
Alcohol consumption,1367.00,967,Stopped drinking alcohol
Alcohol consumption,E23..12,1399,Alcohol problem drinking
Alcohol consumption,1365.00,1618,Heavy drinker - 7-9u/day
Alcohol consumption,1361.12,4447,Non-drinker alcohol
Alcohol consumption,E250.00,7746,Nondependent alcohol abuse
Alcohol consumption,136P.00,8999,Heavy drinker
Alcohol consumption,68S..00,9264,Alcohol consumption screen
Alcohol consumption,1361.00,12949,Teetotaller
Alcohol consumption,1361.11,12970,Non drinker alcohol
Alcohol consumption,1363.00,12972,Light drinker - 1-2u/day
Alcohol consumption,E250200,12974,"Nondependent alcohol abuse, episodic"
Alcohol consumption,1362.00,12975,Trivial drinker - <1u/day
Alcohol consumption,1366.00,12977,Very heavy drinker - >9u/day
Alcohol consumption,136M.00,12979,Current non drinker
Alcohol consumption,136N.00,12980,Light drinker
Alcohol consumption,136Z.00,12981,Alcohol consumption NOS
Alcohol consumption,136K.00,12982,Alcohol intake above recommended sensible limits
Alcohol consumption,136Q.00,12984,Very heavy drinker
Alcohol consumption,136O.00,12985,Moderate drinker
Alcohol consumption,ZV11311,16587,[V]Problems related to lifestyle alcohol use
Alcohol consumption,136R.00,19401,Binge drinker
Alcohol consumption,6892.00,19489,Alcohol consumption screen
Alcohol consumption,136S.00,19494,Hazardous alcohol use
Alcohol consumption,E250100,23610,"Nondependent alcohol abuse, continuous"
Alcohol consumption,E250z00,28150,Nondependent alcohol abuse NOS
Alcohol consumption,136T.00,30695,Harmful alcohol use
Alcohol consumption,ZR1F.00,32850,Alcohol use disorders identification test
Alcohol consumption,ZR1F.11,59873,AUDIT - Alcohol use disorders identification test
Alcohol consumption,388u.00,93624,Fast alcohol screening test
Alcohol consumption,136W.00,94670,Alcohol misuse
Alcohol consumption,38D3.00,94838,Alcohol use disorders identification test
Alcohol consumption,9k16.00,94963,Alcohol screen - fast alcohol screening test completed
Alcohol consumption,38D4.00,95744,Alcohol use disorder identificatn test consumptn questionnre
Alcohol consumption,136b.00,99877,Feels should cut down drinking
Alcohol consumption,136c.00,102448,Higher risk drinking
Alcohol consumption,136a.00,102665,Increasing risk drinking
Alcohol consumption,136d.00,103230,Lower risk drinking
Alcohol consumption,1362.11,385,Drinks rarely
Alcohol consumption,1362.12,749,Drinks occasionally
Alcohol consumption,136J.00,956,Social drinker
Alcohol consumption,E010.12,1476,Delirium tremens
Alcohol consumption,E23..11,2081,Alcoholism
Alcohol consumption,E01y000,2082,Alcohol withdrawal syndrome
Alcohol consumption,E23..00,2084,Alcohol dependence syndrome
Alcohol consumption,136G.00,2689,Beer drinker
Alcohol consumption,E250.14,3782,Intoxication - alcohol
Alcohol consumption,1361.12,4447,Non-drinker alcohol
Alcohol consumption,E230.00,5740,Acute alcoholic intoxication in alcoholism
Alcohol consumption,Eu10212,5758,[x]chronic alcoholism
Alcohol consumption,E23z.00,6169,Alcohol dependence syndrome nos
Alcohol consumption,Eu10511,6467,[x]alcoholic hallucinosis
Alcohol consumption,ZV6D600,8030,[v]alcohol abuse counselling and surveillance
Alcohol consumption,Eu10011,9508,[x]acute alcoholic drunkenness
Alcohol consumption,2577.11,10161,O/e - alcoholic breath
Alcohol consumption,9k1..00,11740,Alcohol misuse - enhanced services administration
Alcohol consumption,E250.11,12271,Drunkenness nos
Alcohol consumption,66e..00,12442,Alcohol disorder monitoring
Alcohol consumption,136H.00,12968,Drinks beer and spirits
Alcohol consumption,136I.00,12969,Drinks wine
Alcohol consumption,1361.11,12970,Non drinker alcohol
Alcohol consumption,136F.00,12971,Spirit drinker
Alcohol consumption,E010.00,16225,Alcohol withdrawal delirium
Alcohol consumption,Eu10411,17259,"[x]delirium tremens, alcohol induced"
Alcohol consumption,E250.13,17777,Inebriety nos
Alcohol consumption,E014.11,20407,Drunkenness - pathological
Alcohol consumption,Eu10300,20514,[x]mental and behav dis due to use alcohol: withdrawal state
Alcohol consumption,E230200,21624,Episodic acute alcoholic intoxication in alcoholism
Alcohol consumption,Eu10100,21879,[x]mental and behav dis due to use of alcohol: harmful use
Alcohol consumption,E010.11,22277,Dts - delirium tremens
