Condition,ReadCode,Medcode,ReadTerm
Influenza vaccination,8I23100,110053,Haem influenz b and meningitis C vaccination contraindicated
Influenza vaccination,8I2F000,104399,Seasonal influenza vaccination contraindicated
Influenza vaccination,8I2d.00,98109,Pandemic influenza vaccination contraindicated
Influenza vaccination,8I2F.00,10684,Influenza vaccination contraindicated
Influenza vaccination,68Nu.00,100697,No response to influenza vaccination invitation
Influenza vaccination,9N4q300,114615,DNA second intranasal seasonal influenza vaccination
Influenza vaccination,9N4q200,113854,DNA first intranasal pandemic influenza vaccination
Influenza vaccination,9N4q100,107723,DNA first intranasal seasonal influenza vaccination
Influenza vaccination,9N4z300,100803,DNA haemophilius influenzae B and meningitis C vaccination
Influenza vaccination,9OX5700,111489,Second intranasal pandemic influenza vaccination declined
Influenza vaccination,9OX5500,108223,First intranasal pandemic influenza vaccination declined
Influenza vaccination,9OX5600,107346,Second intranasal seasonal influenza vaccination declined
Influenza vaccination,9OX5400,107345,First intranasal seasonal influenza vaccination declined
Influenza vaccination,9OX5300,107152,Second intranasal influenza vaccination declined
Influenza vaccination,9OX5200,107151,First intranasal influenza vaccination declined
Influenza vaccination,9OX5100,104318,Seasonal influenza vaccination declined
Influenza vaccination,9OX5000,101011,Influenza A virus subtype H1N1 vaccination declined
Influenza vaccination,8IAG.00,98041,Pandemic influenza vaccination declined
Influenza vaccination,8IA4.00,94091,Haemophilus influenzae B & meningitis C vaccination declined
Influenza vaccination,9OX5.00,10674,Influenza vaccination declined
Influenza vaccination,8BQ1.00,109648,Long term indication for seasonal influenza vaccination
Influenza vaccination,8ME..00,109363,Influenza vaccination requested
Influenza vaccination,9OXE200,108953,Influenza vaccination invitation third email
Influenza vaccination,6797000,108449,Education about influenza vaccination
Influenza vaccination,65ED200,107573,Seasonal influenza vaccination given while hospital inpt
Influenza vaccination,9OX7100,107233,Influenza vaccination second telephone invitation
Influenza vaccination,9OX7200,107234,Influenza vaccination third telephone invitation
Influenza vaccination,65EE.00,107156,Administration of intranasal influenza vaccination
Influenza vaccination,9OXD100,106991,Influenza vaccination second verbal invitation
Influenza vaccination,9OXD200,106992,Influenza vaccination third verbal invitation
Influenza vaccination,9OX7000,107024,Influenza vaccination first telephone invitation
Influenza vaccination,65EE000,106994,Administration of first intranasal influenza vaccination
Influenza vaccination,65EE100,106995,Administration of second intranasal influenza vaccination
Influenza vaccination,68NE000,106987,No consent for seasonal influenza vaccination
Influenza vaccination,9OXD000,106764,Influenza vaccination first verbal invitation
Influenza vaccination,9OXE100,105704,Influenza vaccination invitation second email
