Condition,ReadCode,MedCode,ReadTerm
Pregnancy disorders: others,14644, L166z11 , UTI - urinary tract infection in pregnancy 
Pregnancy disorders: others,27451, L166000 , Genitourinary tract infection in pregnancy unspecified 
Pregnancy disorders: others,6649, L166800 , Urinary tract infection complicating pregnancy 
Pregnancy disorders: others,15418, L166300 , Genitourinary tract infection in pregnancy - not delivered 
Pregnancy disorders: others,98981, L166400 , Genitourinary tract infection in pregnancy with p/n comp 
Pregnancy disorders: others,15634, L166z00 , Genitourinary tract infection in pregnancy NOS 
Pregnancy disorders: others,67975, L166.00 , Genitourinary tract infections in pregnancy 
Pregnancy disorders: others,100892, Lyu2400 , [X]Other+unspcf genitourinary tract infection in pregnancy 
Pregnancy disorders: others,16017, L166100 , Genitourinary tract infection in pregnancy - delivered 
Pregnancy disorders: others,105918, L09y400 , Urinary tract infection following abortive pregnancy 
Pregnancy disorders: others,114873, Lyu2300 , [X]Infections of other parts of urinary tract in pregnancy 
