Condition,ReadCode,MedCode,ReadTerm
Bipolar affective disorder and mania,146D.00,11548,H/O: manic depressive disorder
Bipolar affective disorder and mania,1S42.00,22713,Manic mood
Bipolar affective disorder and mania,212T.00,19345,"Psychosis, schizophrenia + bipolar affective disord resolved"
Bipolar affective disorder and mania,212V.00,85102,Bipolar affective disorder resolved
Bipolar affective disorder and mania,E03y300,2114,Unspecified puerperal psychosis
Bipolar affective disorder and mania,E11..11,8567,Bipolar psychoses
Bipolar affective disorder and mania,E11..13,26161,Manic psychoses
Bipolar affective disorder and mania,E110.00,37070,"Manic disorder, single episode"
Bipolar affective disorder and mania,E110.11,18909,Hypomanic psychoses
Bipolar affective disorder and mania,E110000,20110,"Single manic episode, unspecified"
Bipolar affective disorder and mania,E110100,14728,"Single manic episode, mild"
Bipolar affective disorder and mania,E110200,24640,"Single manic episode, moderate"
Bipolar affective disorder and mania,E110300,43093,"Single manic episode, severe without mention of psychosis"
Bipolar affective disorder and mania,E110400,50218,"Single manic episode, severe, with psychosis"
Bipolar affective disorder and mania,E110500,109485,Single manic episode in partial or unspecified remission
Bipolar affective disorder and mania,E110600,70000,Single manic episode in full remission
Bipolar affective disorder and mania,E110z00,36611,"Manic disorder, single episode NOS"
Bipolar affective disorder and mania,E111.00,26227,Recurrent manic episodes
Bipolar affective disorder and mania,E111000,19967,"Recurrent manic episodes, unspecified"
Bipolar affective disorder and mania,E111100,46425,"Recurrent manic episodes, mild"
Bipolar affective disorder and mania,E111200,27739,"Recurrent manic episodes, moderate"
Bipolar affective disorder and mania,E111300,65811,"Recurrent manic episodes, severe without mention psychosis"
Bipolar affective disorder and mania,E111400,32295,"Recurrent manic episodes, severe, with psychosis"
Bipolar affective disorder and mania,E111500,58863,"Recurrent manic episodes, partial or unspecified remission"
Bipolar affective disorder and mania,E111600,37178,"Recurrent manic episodes, in full remission"
Bipolar affective disorder and mania,E111z00,46415,Recurrent manic episode NOS
Bipolar affective disorder and mania,E114.00,3702,"Bipolar affective disorder, currently manic"
Bipolar affective disorder and mania,E114.11,17385,Manic-depressive - now manic
Bipolar affective disorder and mania,E114000,35738,"Bipolar affective disorder, currently manic, unspecified"
Bipolar affective disorder and mania,E114100,36126,"Bipolar affective disorder, currently manic, mild"
Bipolar affective disorder and mania,E114200,46434,"Bipolar affective disorder, currently manic, moderate"
Bipolar affective disorder and mania,E114300,16347,"Bipolar affect disord, currently manic, severe, no psychosis"
Bipolar affective disorder and mania,E114400,55829,"Bipolar affect disord, currently manic,severe with psychosis"
Bipolar affective disorder and mania,E114500,59011,"Bipolar affect disord,currently manic, part/unspec remission"
Bipolar affective disorder and mania,E114600,63784,"Bipolar affective disorder, currently manic, full remission"
Bipolar affective disorder and mania,E114z00,57605,"Bipolar affective disorder, currently manic, NOS"
Bipolar affective disorder and mania,E115.00,4677,"Bipolar affective disorder, currently depressed"
Bipolar affective disorder and mania,E115.11,12831,Manic-depressive - now depressed
Bipolar affective disorder and mania,E115000,15923,"Bipolar affective disorder, currently depressed, unspecified"
Bipolar affective disorder and mania,E115100,35734,"Bipolar affective disorder, currently depressed, mild"
Bipolar affective disorder and mania,E115200,27890,"Bipolar affective disorder, currently depressed, moderate"
Bipolar affective disorder and mania,E115300,35607,"Bipolar affect disord, now depressed, severe, no psychosis"
Bipolar affective disorder and mania,E115400,63701,"Bipolar affect disord, now depressed, severe with psychosis"
Bipolar affective disorder and mania,E115500,72026,"Bipolar affect disord, now depressed, part/unspec remission"
Bipolar affective disorder and mania,E115600,57465,"Bipolar affective disorder, now depressed, in full remission"
Bipolar affective disorder and mania,E115z00,37296,"Bipolar affective disorder, currently depressed, NOS"
Bipolar affective disorder and mania,E116.00,31316,Mixed bipolar affective disorder
Bipolar affective disorder and mania,E116000,31535,"Mixed bipolar affective disorder, unspecified"
Bipolar affective disorder and mania,E116100,24689,"Mixed bipolar affective disorder, mild"
Bipolar affective disorder and mania,E116200,63150,"Mixed bipolar affective disorder, moderate"
Bipolar affective disorder and mania,E116300,63284,"Mixed bipolar affective disorder, severe, without psychosis"
Bipolar affective disorder and mania,E116400,54195,"Mixed bipolar affective disorder, severe, with psychosis"
Bipolar affective disorder and mania,E116500,63651,"Mixed bipolar affective disorder, partial/unspec remission"
Bipolar affective disorder and mania,E116600,55064,"Mixed bipolar affective disorder, in full remission"
Bipolar affective disorder and mania,E116z00,63583,"Mixed bipolar affective disorder, NOS"
Bipolar affective disorder and mania,E117.00,14784,Unspecified bipolar affective disorder
Bipolar affective disorder and mania,E117000,49763,"Unspecified bipolar affective disorder, unspecified"
Bipolar affective disorder and mania,E117100,63698,"Unspecified bipolar affective disorder, mild"
Bipolar affective disorder and mania,E117200,68647,"Unspecified bipolar affective disorder, moderate"
Bipolar affective disorder and mania,E117300,73423,"Unspecified bipolar affective disorder, severe, no psychosis"
Bipolar affective disorder and mania,E117400,68326,"Unspecified bipolar affective disorder,severe with psychosis"
Bipolar affective disorder and mania,E117500,70721,"Unspecified bipolar affect disord, partial/unspec remission"
Bipolar affective disorder and mania,E117600,24230,"Unspecified bipolar affective disorder, in full remission"
Bipolar affective disorder and mania,E117z00,27986,"Unspecified bipolar affective disorder, NOS"
Bipolar affective disorder and mania,E11y.00,60178,Other and unspecified manic-depressive psychoses
Bipolar affective disorder and mania,E11y000,11596,Unspecified manic-depressive psychoses
Bipolar affective disorder and mania,E11y100,70925,Atypical manic disorder
Bipolar affective disorder and mania,E11y300,70399,Other mixed manic-depressive psychoses
Bipolar affective disorder and mania,E11yz00,33426,Other and unspecified manic-depressive psychoses NOS
Bipolar affective disorder and mania,E211100,12228,Hypomanic personality disorder
Bipolar affective disorder and mania,Eu25000,33847,"[X]Schizoaffective disorder, manic type"
Bipolar affective disorder and mania,Eu25011,16905,"[X]Schizoaffective psychosis, manic type"
Bipolar affective disorder and mania,Eu25012,51903,"[X]Schizophreniform psychosis, manic type"
Bipolar affective disorder and mania,Eu30.00,12173,[X]Manic episode
Bipolar affective disorder and mania,Eu30.11,9521,"[X]Bipolar disorder, single manic episode"
Bipolar affective disorder and mania,Eu30000,2741,[X]Hypomania
Bipolar affective disorder and mania,Eu30100,13024,[X]Mania without psychotic symptoms
Bipolar affective disorder and mania,Eu30200,21065,[X]Mania with psychotic symptoms
Bipolar affective disorder and mania,Eu30211,37102,[X]Mania with mood-congruent psychotic symptoms
Bipolar affective disorder and mania,Eu30212,48632,[X]Mania with mood-incongruent psychotic symptoms
Bipolar affective disorder and mania,Eu30y00,32088,[X]Other manic episodes
Bipolar affective disorder and mania,Eu30z00,44513,"[X]Manic episode, unspecified"
Bipolar affective disorder and mania,Eu30z11,4678,[X]Mania NOS
Bipolar affective disorder and mania,Eu31.00,6874,[X]Bipolar affective disorder
Bipolar affective disorder and mania,Eu31.11,1531,[X]Manic-depressive illness
Bipolar affective disorder and mania,Eu31.12,6710,[X]Manic-depressive psychosis
Bipolar affective disorder and mania,Eu31.13,66153,[X]Manic-depressive reaction
Bipolar affective disorder and mania,Eu31000,16808,"[X]Bipolar affective disorder, current episode hypomanic"
Bipolar affective disorder and mania,Eu31100,26299,[X]Bipolar affect disorder cur epi manic wout psychotic symp
Bipolar affective disorder and mania,Eu31200,28277,[X]Bipolar affect disorder cur epi manic with psychotic symp
Bipolar affective disorder and mania,Eu31300,16562,[X]Bipolar affect disorder cur epi mild or moderate depressn
Bipolar affective disorder and mania,Eu31400,23713,"[X]Bipol aff disord, curr epis sev depress, no psychot symp"
Bipolar affective disorder and mania,Eu31500,4732,[X]Bipolar affect dis cur epi severe depres with psyc symp
Bipolar affective disorder and mania,Eu31600,44693,"[X]Bipolar affective disorder, current episode mixed"
Bipolar affective disorder and mania,Eu31700,27584,"[X]Bipolar affective disorder, currently in remission"
Bipolar affective disorder and mania,Eu31800,104065,[X]Bipolar affective disorder type I
Bipolar affective disorder and mania,Eu31900,103915,[X]Bipolar affective disorder type II
Bipolar affective disorder and mania,Eu31911,104051,[X]Bipolar II disorder
Bipolar affective disorder and mania,Eu31y00,53840,[X]Other bipolar affective disorders
Bipolar affective disorder and mania,Eu31y11,73924,[X]Bipolar II disorder
Bipolar affective disorder and mania,Eu31y12,51032,[X]Recurrent manic episodes
Bipolar affective disorder and mania,Eu31z00,33751,"[X]Bipolar affective disorder, unspecified"
Bipolar affective disorder and mania,Eu33213,29451,"[X]Manic-depress psychosis,depressd,no psychotic symptoms"
Bipolar affective disorder and mania,Eu33312,28677,"[X]Manic-depress psychosis,depressed type+psychotic symptoms"
Bipolar affective disorder and mania,Eu53111,17614,[X]Puerperal psychosis NOS
Bipolar affective disorder and mania,ZRby100,30282,"Profile of mood states, bipolar"
Bipolar affective disorder and mania,ZV11111,23963,[V]Personal history of manic-depressive psychosis
Bipolar affective disorder and mania,ZV11112,22080,[V]Personal history of manic-depressive psychosis
