Condition,ReadCode,MedCode,ReadTerm
Gastritis and duodenitis,A074313,14928,Helicobacter gastritis
Gastritis and duodenitis,J11z.11,2877,Gastric erosions
Gastritis and duodenitis,J123.00,3462,Duodenal erosion
Gastritis and duodenitis,J15..00,3341,Gastritis and duodenitis
Gastritis and duodenitis,J150.00,5635,Acute gastritis
Gastritis and duodenitis,J150000,29492,Acute haemorrhagic gastritis
Gastritis and duodenitis,J151.00,2936,Chronic gastritis
Gastritis and duodenitis,J151000,15025,Chronic atrophic gastritis
Gastritis and duodenitis,J151100,11497,Chronic inflammatory gastritis
Gastritis and duodenitis,J151200,38638,Chronic superficial gastritis
Gastritis and duodenitis,J151z00,19190,Chronic gastritis NOS
Gastritis and duodenitis,J152.00,14787,Gastric mucosal hypertrophy
Gastritis and duodenitis,J153.00,4506,Alcoholic gastritis
Gastritis and duodenitis,J154.00,5858,Other specified gastritis
Gastritis and duodenitis,J154000,33820,Allergic gastritis
Gastritis and duodenitis,J154100,15348,Bile induced gastritis
Gastritis and duodenitis,J154200,11519,Irritant gastritis
Gastritis and duodenitis,J154300,27763,Corrosive gastritis
Gastritis and duodenitis,J154400,10906,Helicobacter gastritis
Gastritis and duodenitis,J154z00,18260,Other specified gastritis NOS
Gastritis and duodenitis,J155.00,1138,Gastritis unspecified
Gastritis and duodenitis,J156.00,25544,Gastroduodenitis unspecified
Gastritis and duodenitis,J157.00,376,Duodenitis
Gastritis and duodenitis,J15z.00,9731,Gastritis and duodenitis NOS
Gastritis and duodenitis,J4z0.00,6420,Non-infective gastritis NOS
Gastritis and duodenitis,Jyu1200,73154,[X]Other acute gastritis
Gastritis and duodenitis,Jyu1300,45769,[X]Other gastritis
Gastritis and duodenitis,ZV65316,18596,[V]Dietary counselling in gastritis
