Condition,ReadCode,MedCode,ReadTerm
Hypertension,14A2.00,2666,H/O: hypertension
Hypertension,2126100,3269,Hypertension resolved
Hypertension,212K.00,19342,Hypertension resolved
Hypertension,6146200,32976,Hypertension induced by oral contraceptive pill
Hypertension,6624.00,8296,Borderline hyperten:yearly obs
Hypertension,6627.00,16565,Good hypertension control
Hypertension,6628.00,27511,Poor hypertension control
Hypertension,662b.00,18590,Moderate hypertension control
Hypertension,662c.00,18482,Hypertension six month review
Hypertension,662d.00,19070,Hypertension annual review
Hypertension,662F.00,21826,Hypertension treatm. started
Hypertension,662G.00,13188,Hypertensive treatm.changed
Hypertension,662O.00,3425,On treatment for hypertension
Hypertension,662r.00,95359,Trial withdrawal of antihypertensive therapy
Hypertension,7Q01.00,85944,High cost hypertension drugs
Hypertension,8B26.00,18057,Antihypertensive therapy
Hypertension,8BL0.00,11056,Patient on maximal tolerated antihypertensive therapy
Hypertension,8I3N.00,22333,Hypertension treatment refused
Hypertension,9OI9.00,66645,Hypertens.monitor deleted
Hypertension,C151.13,45175,Conn's syndrome
Hypertension,C151011,21181,Conn's syndrome
Hypertension,F404200,37086,Blind hypertensive eye
Hypertension,F421300,6702,Hypertensive retinopathy
Hypertension,G2...00,204,Hypertensive disease
Hypertension,G2...11,8732,BP - hypertensive disease
Hypertension,G20..00,799,Essential hypertension
Hypertension,G20..11,351,High blood pressure
Hypertension,G200.00,15377,Malignant essential hypertension
Hypertension,G201.00,1894,Benign essential hypertension
Hypertension,G202.00,4372,Systolic hypertension
Hypertension,G203.00,83473,Diastolic hypertension
Hypertension,G20z.00,10818,Essential hypertension NOS
Hypertension,G20z.11,3712,Hypertension NOS
Hypertension,G21..00,16292,Hypertensive heart disease
Hypertension,G210.00,50157,Malignant hypertensive heart disease
Hypertension,G210000,95334,Malignant hypertensive heart disease without CCF
Hypertension,G210100,72668,Malignant hypertensive heart disease with CCF
Hypertension,G211.00,52427,Benign hypertensive heart disease
Hypertension,G211000,61660,Benign hypertensive heart disease without CCF
Hypertension,G211100,52127,Benign hypertensive heart disease with CCF
Hypertension,G21z.00,31464,Hypertensive heart disease NOS
Hypertension,G21z000,61166,Hypertensive heart disease NOS without CCF
Hypertension,G21z011,8857,Cardiomegaly - hypertensive
Hypertension,G21z100,62718,Hypertensive heart disease NOS with CCF
Hypertension,G21zz00,16173,Hypertensive heart disease NOS
Hypertension,G22..00,4668,Hypertensive renal disease
Hypertension,G220.00,39649,Malignant hypertensive renal disease
Hypertension,G221.00,43935,Benign hypertensive renal disease
Hypertension,G222.00,32423,Hypertensive renal disease with renal failure
Hypertension,G22z.00,15106,Hypertensive renal disease NOS
Hypertension,G22z.11,29310,Renal hypertension
Hypertension,G23..00,63466,Hypertensive heart and renal disease
Hypertension,G230.00,67232,Malignant hypertensive heart and renal disease
Hypertension,G231.00,63000,Benign hypertensive heart and renal disease
Hypertension,G232.00,21837,Hypertensive heart&renal dis wth (congestive) heart failure
Hypertension,G233.00,28684,Hypertensive heart and renal disease with renal failure
Hypertension,G234.00,57987,Hyperten heart&renal dis+both(congestv)heart and renal fail
Hypertension,G23z.00,68659,Hypertensive heart and renal disease NOS
Hypertension,G24..00,7329,Secondary hypertension
Hypertension,G240.00,31755,Secondary malignant hypertension
Hypertension,G240000,59383,Secondary malignant renovascular hypertension
Hypertension,G240z00,73293,Secondary malignant hypertension NOS
Hypertension,G241.00,57288,Secondary benign hypertension
Hypertension,G241000,25371,Secondary benign renovascular hypertension
Hypertension,G241z00,51635,Secondary benign hypertension NOS
Hypertension,G244.00,34744,Hypertension secondary to endocrine disorders
Hypertension,G24z.00,16059,Secondary hypertension NOS
Hypertension,G24z000,31387,Secondary renovascular hypertension NOS
Hypertension,G24z100,31341,Hypertension secondary to drug
Hypertension,G24zz00,42229,Secondary hypertension NOS
Hypertension,G2y..00,18765,Other specified hypertensive disease
Hypertension,G2z..00,7057,Hypertensive disease NOS
Hypertension,G672.00,3979,Hypertensive encephalopathy
Hypertension,G672.11,31816,Hypertensive crisis
Hypertension,Gyu2.00,69753,[X]Hypertensive diseases
Hypertension,Gyu2000,102458,[X]Other secondary hypertension
Hypertension,Gyu2100,97533,[X]Hypertension secondary to other renal disorders
Hypertension,L122.00,66567,Other pre-existing hypertension in preg/childbirth/puerp
Hypertension,L122000,73586,Other pre-existing hypertension in preg/childb/puerp unspec
Hypertension,L122100,72030,Other pre-existing hypertension in preg/childb/puerp - deliv
Hypertension,L122300,96743,Other pre-exist hypertension in preg/childb/puerp-not deliv
Hypertension,L122z00,62432,Other pre-existing hypertension in preg/childb/puerp NOS
Hypertension,L127.00,43664,Pre-eclampsia or eclampsia with pre-existing hypertension
Hypertension,L127z00,93055,Pre-eclampsia or eclampsia + pre-existing hypertension NOS
Hypertension,L128.00,44549,Pre-exist hypertension compl preg childbirth and puerperium
Hypertension,L128000,60655,Pre-exist hyperten heart dis compl preg childbth+puerperium
Hypertension,L128200,52621,Pre-exist 2ndry hypertens comp preg childbth and puerperium
Hypertension,TJC7.00,21660,Adverse reaction to other antihypertensives
Hypertension,TJC7z00,20497,Adverse reaction to antihypertensives NOS
Hypertension,U60C500,63164,"[X]Oth antihyperten drug caus advers eff in therap use, NEC"
Hypertension,U60C511,30770,[X] Adverse reaction to other antihypertensives
Hypertension,U60C51A,44350,[X] Adverse reaction to antihypertensives NOS
