Condition,ReadCode,MedCode,ReadTerm
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),A531300,31709,Postherpetic polyneuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),A72x100,97848,Mumps polyneuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),C108J00,39809,Insulin dependent diab mell with neuropathic arthropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),C109H00,40962,Non-insulin dependent d m with neuropathic arthropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),C34y400,59344,Gouty neuritis
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),C373200,28333,Familial neuropathic amyloid
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),C373K13,105825,Familial amyloid polyneuropathy type III
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),E011100,11106,Korsakov's alcoholic psychosis with peripheral neuritis
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F34..00,24331,Mononeuritis of upper limb and mononeuritis multiplex
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F341.00,26420,Other median nerve lesions
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F341000,35395,Median nerve neuritis
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F341100,23656,Median nerve compression in forearm
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F341z00,29630,Median nerve lesions NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F342.00,2002,Ulnar nerve lesions
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F342.11,3736,Neuritis ulnar nerve
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F342000,5384,Cubital tunnel syndrome
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F342100,27805,Tardy ulnar nerve palsy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F342200,62954,Canal of Guyon compression
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F342300,12097,Ulnar nerve entrapment
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F342400,18534,Ulnar neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F342z00,14741,Ulnar nerve lesion NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F343.00,24606,Radial nerve lesions
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F343000,2073,Acute radial nerve palsy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F343100,48724,Sensory branch of radial nerve lesion
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F343200,67043,Posterior interosseous nerve lesion
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F343z00,23393,Radial nerve lesion NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F344.00,7915,Causalgia
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F345.00,16293,Mononeuritis multiplex
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F346.00,22921,Median nerve entrapment
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F34y.00,23435,Other upper limb mononeuritis
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F34z.00,43063,Mononeuritis upper limb NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F35..00,21781,Mononeuritis lower limb
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F350.00,1254,Sciatic nerve lesion
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F351.00,4174,Meralgia paraesthetica
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F352.00,32949,Femoral nerve lesions
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F353.00,26124,Common peroneal nerve lesion
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F353.11,18025,Lateral popliteal nerve lesion
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F354.00,48792,Tibial nerve lesion
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F354.11,58554,Medial popliteal nerve lesion
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F355.00,4239,Tarsal tunnel syndrome
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F356.00,15808,Plantar nerve lesion
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F356000,2219,Morton's metatarsalgia
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F356100,6884,Morton's neuralgia
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F356z00,54645,Plantar nerve lesion NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F357.00,23636,Superficial peroneal nerve lesion
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F358.00,43077,Deep peroneal nerve lesion
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F35x.00,16540,Other mononeuritis lower limb
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F35y.00,44113,Unspecified mononeuritis lower limb
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F35z.00,16452,Mononeuritis of unspecified site NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F35z.11,8591,Peripheral neuropathy - hereditary or idiopathic
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F36..00,18075,Hereditary and idiopathic peripheral neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F360.00,39528,Hereditary peripheral neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F360000,11542,Dejerine-Sottas disease
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F360z00,38401,Hereditary peripheral neuropathy NOS
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F361.00,28901,Peroneal muscular atrophy
