Condition,ReadCode,MedCode,ReadTerm
Pancreatitis,14CG.00,32954,History of acute pancreatitis
Pancreatitis,14CH.00,71633,History of chronic pancreatitis
Pancreatitis,A723.00,18544,Mumps pancreatitis
Pancreatitis,A785100,44278,Cytomegaloviral pancreatitis
Pancreatitis,D201612,61326,Pancytopenia with pancreatitis
Pancreatitis,J670.00,1113,Acute pancreatitis
Pancreatitis,J670000,49499,Acute pancreatitis unspecified
Pancreatitis,J670100,1506,Acute recurrent pancreatitis
Pancreatitis,J670200,31395,Acute haemorrhagic pancreatitis
Pancreatitis,J670300,44571,Acute suppurative pancreatitis
Pancreatitis,J670400,48685,Subacute pancreatitis
Pancreatitis,J670500,12316,Gallstone acute pancreatitis
Pancreatitis,J670600,105194,Idiopathic acute pancreatitis
Pancreatitis,J670700,104385,Biliary acute pancreatitis
Pancreatitis,J670800,104611,Alcohol-induced acute pancreatitis
Pancreatitis,J670900,105910,Drug-induced acute pancreatitis
Pancreatitis,J670y00,105066,Other acute pancreatitis
Pancreatitis,J670z00,14905,Acute pancreatitis NOS
Pancreatitis,J670z11,656,Pancreatitis
Pancreatitis,J671.00,1419,Chronic pancreatitis
Pancreatitis,J671000,24984,Alcohol-induced chronic pancreatitis
Pancreatitis,J671100,42278,Gallstone chronic pancreatitis
Pancreatitis,J672.00,17566,Cyst and pseudocyst of pancreas
Pancreatitis,J672100,4650,Pseudocyst of pancreas
Pancreatitis,J672z00,52086,Pancreatic cyst and pseudocyst NOS
Pancreatitis,Jyu8400,49353,[X]Other chronic pancreatitis
