Condition,ReadCode,MedCode,ReadTerm
Blistering autoimmune skin conditions,F4Cy100,37617,Ocular pemphigoid
Blistering autoimmune skin conditions,M140.00,3524,Dermatitis herpetiformis
Blistering autoimmune skin conditions,M142.00,50627,Juvenile dermatitis herpetiformis
Blistering autoimmune skin conditions,M142.11,17810,Juvenile pemphigoid
Blistering autoimmune skin conditions,M144.00,15415,Pemphigus
Blistering autoimmune skin conditions,M144300,32219,Foliaceous pemphigus
Blistering autoimmune skin conditions,M144500,57451,Pemphigus vegetans
Blistering autoimmune skin conditions,M144600,25738,Pemphigus vulgaris
Blistering autoimmune skin conditions,M144700,67527,Wildfire pemphigus
Blistering autoimmune skin conditions,M144800,106167,Drug-induced pemphigus
Blistering autoimmune skin conditions,M144z00,53763,Pemphigus NOS
Blistering autoimmune skin conditions,M145.00,2646,Pemphigoid
Blistering autoimmune skin conditions,M145000,9880,Bullous pemphigoid
Blistering autoimmune skin conditions,M145200,33525,Senile dermatitis herpetiformis
Blistering autoimmune skin conditions,M145z00,58116,Pemphigoid NOS
Blistering autoimmune skin conditions,M146.00,37532,Benign mucous membrane pemphigoid
Blistering autoimmune skin conditions,M146000,71937,Benign mucous membrane pemphigoid with no eye involvement
Blistering autoimmune skin conditions,M146011,40275,Cicatricial pemphigoid
Blistering autoimmune skin conditions,M146100,45463,Ocular pemphigoid
Blistering autoimmune skin conditions,M146z00,58079,Benign mucous membrane pemphigoid NOS
Blistering autoimmune skin conditions,Myu1000,97478,[X]Other pemphigus
Blistering autoimmune skin conditions,Myu1200,70199,[X]Other pemphigoid
