Condition,ReadCode,MedCode,ReadTerm
Hyperplasia of prostate,14E1.00,16100,H/O: prostatism
Hyperplasia of prostate,1AA..00,5906,Prostatism
Hyperplasia of prostate,K20..00,3045,Benign prostatic hypertrophy
Hyperplasia of prostate,K20..14,7702,Enlarged prostate - benign
Hyperplasia of prostate,K20..15,7555,BPH - benign prostatic hypertrophy
Hyperplasia of prostate,K20..16,2627,Prostatism
Hyperplasia of prostate,K200.00,929,Prostatic hyperplasia unspecified
Hyperplasia of prostate,K201.00,64296,Prostatic hyperplasia of the lateral lobe
Hyperplasia of prostate,K202.00,35676,Prostatic hyperplasia of the medial lobe
Hyperplasia of prostate,K20z.00,16035,Prostatic hyperplasia NOS
