Condition,ReadCode,MedCode,ReadTerm
Dermatitis (atopc/contact/other/unspecified),14F1.00,2859,H/O: eczema
Dermatitis (atopc/contact/other/unspecified),26C4.00,10920,Nipple eczema
Dermatitis (atopc/contact/other/unspecified),A540.00,5395,Eczema herpeticum - Kaposi's varicelliform eruption
Dermatitis (atopc/contact/other/unspecified),C391211,42439,Thrombocytopenic eczema with immunodeficiency
Dermatitis (atopc/contact/other/unspecified),F4D3000,29779,Eczematous eyelid dermatitis
Dermatitis (atopc/contact/other/unspecified),F4D3100,16832,Contact or allergic eyelid dermatitis
Dermatitis (atopc/contact/other/unspecified),F4D3111,16685,Allergic dermatitis - eyelid
Dermatitis (atopc/contact/other/unspecified),F4D3112,15879,Contact eczema - eyelids
Dermatitis (atopc/contact/other/unspecified),F4D4.00,63904,Infective eyelid dermatitis of types resulting in deformity
Dermatitis (atopc/contact/other/unspecified),F4D5.00,53384,Other eyelid infective dermatitis
Dermatitis (atopc/contact/other/unspecified),F500211,16847,Chondrodermatitis nodularis helicis
Dermatitis (atopc/contact/other/unspecified),F500300,7548,Chondrodermatitis nodularis helicis
Dermatitis (atopc/contact/other/unspecified),F502400,10254,Acute eczematoid otitis extern
Dermatitis (atopc/contact/other/unspecified),F502411,6218,Eczema of external ear
Dermatitis (atopc/contact/other/unspecified),H330.00,7146,Extrinsic (atopic) asthma
Dermatitis (atopc/contact/other/unspecified),M07y.11,15372,Pustular eczema
Dermatitis (atopc/contact/other/unspecified),M07z.14,986,Infected dermatitis
Dermatitis (atopc/contact/other/unspecified),M1...11,6396,Dermatitis/dermatoses
Dermatitis (atopc/contact/other/unspecified),M102.00,6728,Infectious eczematoid dermatitis
Dermatitis (atopc/contact/other/unspecified),M102.11,5000,Pustular eczema
Dermatitis (atopc/contact/other/unspecified),M104.00,9652,Pityriasis simplex
Dermatitis (atopc/contact/other/unspecified),M11..00,13223,Atopic dermatitis and related conditions
Dermatitis (atopc/contact/other/unspecified),M110.11,9904,Ammonia dermatitis
Dermatitis (atopc/contact/other/unspecified),M111.00,1741,Atopic dermatitis/eczema
Dermatitis (atopc/contact/other/unspecified),M112.00,610,Infantile eczema
Dermatitis (atopc/contact/other/unspecified),M113.00,1240,Flexural eczema
Dermatitis (atopc/contact/other/unspecified),M114.00,5869,Allergic (intrinsic) eczema
Dermatitis (atopc/contact/other/unspecified),M115.00,38673,Besnier's prurigo
Dermatitis (atopc/contact/other/unspecified),M116.00,9888,Neurodermatitis - diffuse
Dermatitis (atopc/contact/other/unspecified),M116.11,100256,Brocq's neurodermatitis
Dermatitis (atopc/contact/other/unspecified),M117.00,10840,Neurodermatitis - atopic
Dermatitis (atopc/contact/other/unspecified),M119.00,4684,Discoid eczema
Dermatitis (atopc/contact/other/unspecified),M11A.00,102327,Asteatotic eczema
Dermatitis (atopc/contact/other/unspecified),M11z.00,6180,Atopic dermatitis NOS
Dermatitis (atopc/contact/other/unspecified),M12..00,6399,Contact dermatitis and other eczemas
