Condition,ReadCode,MedCode,ReadTerm
Learning disability,13VC900,110427,Intellectual development disorder of unknown aetiology
Learning disability,14g..00,100334,History of developmental disorder
Learning disability,14g0.00,109203,Early childhood developmental disability
Learning disability,14g0000,110740,Early childhood developmental disability unknown aetiology
Learning disability,38VB.00,112843,Clinical Outcomes in Routine Evaluatn Learning Disabilities
Learning disability,918e.00,22760,On learning disability register
Learning disability,94Z9.00,108881,Preferred place of death: learning disability unit
Learning disability,9HB..00,19445,Learning disabilities administration status
Learning disability,9HB0.00,43447,Learning disabilities health action plan declined
Learning disability,9HB1.00,41391,Learning disabilities health action plan offered
Learning disability,9HB2.00,43445,Learning disabilities health action plan reviewed
Learning disability,9HB3.00,32511,Learning disabilities health assessment
Learning disability,9HB4.00,43436,Learning disabilities health action plan completed
Learning disability,9HB5.00,32952,Learning disabilities annual health assessment
Learning disability,9HB6.00,100730,Learning disabilities annual health assessment declined
Learning disability,9HB6.11,100965,Learning disabilities annual health check declined
Learning disability,9HB7.00,100729,Did not attend learning disabilities annual health assessmnt
Learning disability,9HB7.11,102234,Did not attend learning disabilities annual health check
Learning disability,9mA..00,106219,Learning disability annual health check invitation
Learning disability,9mA0.00,106249,Learning disability annual health check verbal invitation
Learning disability,9mA1.00,106248,Learning disability annual health check telephone invitation
Learning disability,9mA2.00,106247,Learning disability annual health check letter invitation
Learning disability,9mA2000,106272,Learning disability annual health check invtation 1st letter
Learning disability,9mA2100,106274,Learning disability annual health check invtation 2nd letter
Learning disability,9mA2200,106276,Learning disability annual health check invtation 3rd letter
Learning disability,9Nh4.00,110792,Under care of community learning disability team
Learning disability,9Nlh.00,110002,Seen by learning disability team
Learning disability,E2F2.00,4672,Other specific learning difficulty
Learning disability,E2F3.00,3567,Speech or language developmental disorder
Learning disability,E2F3z00,1277,Speech or language developmental disorder NOS
Learning disability,E2Fz.00,33752,Developmental disorder NOS
Learning disability,E3...00,1362,Mental retardation
Learning disability,E30..00,1787,"Mild mental retardation, IQ in range 50-70"
Learning disability,E30..11,1680,Educationally subnormal
Learning disability,E30..12,51954,Feeble-minded
Learning disability,E30..13,71632,Moron
Learning disability,E31..00,56577,Other specified mental retardation
Learning disability,E310.00,302,"Moderate mental retardation, IQ in range 35-49"
Learning disability,E310.11,1278,Imbecile
Learning disability,E311.00,4825,"Severe mental retardation, IQ in range 20-34"
Learning disability,E312.00,45133,Profound mental retardation with IQ less than 20
Learning disability,E312.11,51622,Idiocy
Learning disability,E31z.00,54179,Other specified mental retardation NOS
Learning disability,E3y..00,57199,Other specified mental retardation
Learning disability,E3z..00,37867,Mental retardation NOS
Learning disability,Eu7..00,28962,[X]Mental retardation
Learning disability,Eu70.00,28740,[X]Mild mental retardation
Learning disability,Eu70.12,33949,[X]Mild mental subnormality
Learning disability,Eu70000,46504,[X]Mld mental retard with statement no or min impairm behav
Learning disability,Eu70100,39412,[X]Mld mental retard sig impairment behav req attent/treatmt
Learning disability,Eu70y00,39016,"[X]Mild mental retardation, other impairments of behaviour"
Learning disability,Eu70z00,50606,[X]Mild mental retardation without mention impairment behav
Learning disability,Eu71.00,6123,[X]Moderate mental retardation
Learning disability,Eu71.11,34734,[X]Moderate mental subnormality
Learning disability,Eu71000,60913,[X]Mod mental retard with statement no or min impairm behav
Learning disability,Eu71100,54881,[X]Mod mental retard sig impairment behav req attent/treatmt
Learning disability,Eu71y00,59407,[X]Mod retard oth behav impair
Learning disability,Eu71z00,60473,[X]Mod mental retardation without mention impairment behav
Learning disability,Eu72.00,36143,[X]Severe mental retardation
Learning disability,Eu72.11,27691,[X]Severe mental subnormality
Learning disability,Eu72000,50947,[X]Sev mental retard with statement no or min impairm behav
Learning disability,Eu72100,50751,[X]Sev mental retard sig impairment behav req attent/treatmt
Learning disability,Eu72y00,55848,"[X]Severe mental retardation, other impairments of behaviour"
Learning disability,Eu72z00,55560,[X]Sev mental retardation without mention impairment behav
Learning disability,Eu73.00,51268,[X]Profound mental retardation
Learning disability,Eu73.11,65468,[X]Profound mental subnormality
Learning disability,Eu73000,70102,[X]Profound ment retrd wth statement no or min impairm behav
Learning disability,Eu73100,98100,[X]Profound ment retard sig impairmnt behav req attent/treat
Learning disability,Eu73y00,90276,"[X]Profound mental retardation, other impairments of behavr"
Learning disability,Eu73z00,60062,[X]Prfnd mental retardation without mention impairment behav
Learning disability,Eu7y.00,71196,[X]Other mental retardation
Learning disability,Eu7y000,70008,[X]Oth mental retard with statement no or min impairm behav
Learning disability,Eu7y100,56547,[X]Oth mental retard sig impairment behav req attent/treatmt
Learning disability,Eu7yy00,42520,"[X]Other mental retardation, other impairments of behaviour"
Learning disability,Eu7yz00,63273,[X]Other mental retardation without mention impairment behav
Learning disability,Eu7z.00,42589,[X]Unspecified mental retardation
Learning disability,Eu7z.11,37887,[X]Mental deficiency NOS
Learning disability,Eu7z.12,37911,[X]Mental subnormality NOS
Learning disability,Eu7z000,42886,[X]Unsp mental retard with statement no or min impairm behav
Learning disability,Eu7z100,66783,[X]Unsp mentl retard sig impairment behav req attent/treatmt
Learning disability,Eu7zy00,66383,"[X]Unspecified mental retardatn, other impairments of behav"
Learning disability,Eu7zz00,32820,[X]Unsp mental retardation without mention impairment behav
Learning disability,Eu80.00,6122,[X]Specific developmental disorders of speech and language
Learning disability,Eu80y00,46054,[X]Other developmental disorders of speech and language
Learning disability,Eu80z00,6514,[X]Developmental disorder of speech and language unspecified
Learning disability,Eu81.00,21214,[X]Specific developmental disorders of scholastic skills
Learning disability,Eu81400,98342,[X]Moderate learning disability
Learning disability,Eu81500,98293,[X]Severe learning disability
Learning disability,Eu81600,99774,[X]Mild learning disability
