Condition,ReadCode,MedCode,ReadTerm
Hearing loss,1493.00,4957,H/O: hearing problem
Hearing loss,1C12.00,5967,Hearing difficulty
Hearing loss,1C13.00,14805,Deafness
Hearing loss,1C13.11,6641,Deafness symptom
Hearing loss,1C13100,1681,Unilateral deafness
Hearing loss,1C13200,1774,Partial deafness
Hearing loss,1C13300,4035,Bilateral deafness
Hearing loss,1C16.00,17699,Deteriorating hearing
Hearing loss,1C17.00,47475,Hearing aid problem
Hearing loss,1C18.00,39022,Difficulty hearing with background noise
Hearing loss,1C19.00,60293,Difficulty hearing whispers
Hearing loss,2BL..11,13114,O/E - deaf
Hearing loss,2BL2.00,13115,O/E - slightly deaf
Hearing loss,2BL3.00,13113,O/E - significantly deaf
Hearing loss,2BL4.00,5149,O/E - very deaf
Hearing loss,2BL5.00,26539,O/E - completely deaf
Hearing loss,2BM2.00,42893,O/E -tune fork=conductive deaf
Hearing loss,2BM2.11,7085,O/E - conductive deafness
Hearing loss,2BM3.00,30355,O/E tune fork=perceptive deaf
Hearing loss,2BM3.11,7825,O/E - perceptive deafness
Hearing loss,2BM4.00,20715,O/E - High tone deafness
Hearing loss,2DG..00,10170,Hearing aid worn
Hearing loss,2DH0.00,47129,Uses hearing loop
Hearing loss,2DH1.00,110790,Does use hearing aid
Hearing loss,7308400,84365,Placement of hearing implant in external ear
Hearing loss,7308500,95814,Attention to hearing implant in external ear
Hearing loss,7308600,96555,Removal of hearing implant from external ear
Hearing loss,7311A00,19694,Insertn bone anchors subcutaneous bone anchored hearing aid
Hearing loss,7317C00,68636,Placement of hearing implant in middle ear
Hearing loss,7317D00,93446,Attention to hearing implant in middle ear
Hearing loss,7317E00,100449,Removal of hearing implant from middle ear
Hearing loss,7319.00,59392,Attachment of bone anchored hearing prosthesis
Hearing loss,7319000,97657,Insertion fixtures bone anchored hearing prosthesis Stage 1
Hearing loss,7319100,89253,Insertion fixtures bone anchored hearing prosthesis Stage 2
Hearing loss,7319200,91930,Reduction soft tissue for bone anchored hearing prosthesis
Hearing loss,7319300,97761,Attention to fixtures for bone anchored hearing prosthesis
Hearing loss,7319400,93278,One stage insert fixtures bone anchored hearing prosthesis
Hearing loss,7319500,101755,Fitting external hearing prosthesis bone anchored fixtures
Hearing loss,7319600,108029,First stge ins fixtures for bone anchored hearing prosthesis
Hearing loss,7319700,108030,Second stage ins fixtures for bone anchored hearing prosth
Hearing loss,7319y00,98553,Other specified attachment bone anchored hearing prosthesis
Hearing loss,7319z00,98241,Attachment of bone anchored hearing prosthesis NOS
Hearing loss,8D2..12,3912,Hearing aid provision
Hearing loss,8D21.00,58602,Provide head worn hearing aid
Hearing loss,8D22.00,36766,Provide body worn hearing aid
Hearing loss,8D23.00,626,Ear fitting hearing aid
Hearing loss,8D24.00,52853,Replace hearing aid battery
Hearing loss,8D26.00,107246,Provision of replacement hearing aid
Hearing loss,8E3..00,66126,Deafness remedial therapy
Hearing loss,8E3Z.00,72765,Deafness remedial therapy NOS
Hearing loss,8HT2.00,10479,Referral to hearing aid clinic
Hearing loss,8M41.00,10975,Hearing aid requested
Hearing loss,9N0b.00,401,Seen in hearing aid clinic
Hearing loss,9Nfa.00,111907,Requires deafblind manual alphabet interpreter
Hearing loss,9Nfb.00,109994,Requires deafblind block alphabet interpreter
Hearing loss,9NfB.00,105795,Requires deafblind communicator guide
Hearing loss,A560200,14893,Rubella deafness
Hearing loss,F580100,1752,Presbyacusis
Hearing loss,F580111,30208,Senile presbyacusis
Hearing loss,F581200,15940,Noise-induced hearing loss
Hearing loss,F581211,2552,Noise induced deafness
Hearing loss,F582.00,6082,Unspecified sudden hearing loss
Hearing loss,F59..00,412,Hearing loss
Hearing loss,F59..11,467,Deafness
Hearing loss,F590.00,8941,Conductive hearing loss
Hearing loss,F590.11,45751,Conductive deafness
Hearing loss,F590000,1151,Unspecified conductive hearing loss
Hearing loss,F590100,36660,Conductive hearing loss due to disorder of external ear
Hearing loss,F590200,52758,Conductive hearing loss due to disorder of tympanic membrane
Hearing loss,F590300,31748,Conductive hearing loss due to disorder of middle ear
Hearing loss,F590400,94782,Conductive hearing loss due to disorder of inner ear
Hearing loss,F590500,18945,"Conductive hearing loss, bilateral"
Hearing loss,F590600,43581,"Conduct hear loss,unilat+unrestric hearing on contralat side"
Hearing loss,F590y00,62906,Combined conductive hearing loss
Hearing loss,F590z00,33583,Conductive hearing loss NOS
Hearing loss,F591.00,536,Sensorineural hearing loss
Hearing loss,F591.11,2625,High frequency deafness
Hearing loss,F591.12,8033,Low frequency deafness
Hearing loss,F591.13,2348,Perceptive deafness
Hearing loss,F591.14,12829,Perceptive hearing loss
Hearing loss,F591000,2061,Unspecified perceptive hearing loss
Hearing loss,F591100,18520,Sensory hearing loss
Hearing loss,F591200,6846,Neural hearing loss
Hearing loss,F591211,3171,Nerve deafness
