Condition,ReadCode,MedCode,ReadTerm
Primary malignancy colorectal and anus,9Ow1.00,94000,Bowel cancer detected by national screening programme
Primary malignancy colorectal and anus,B13..00,1220,Malignant neoplasm of colon
Primary malignancy colorectal and anus,B130.00,9088,Malignant neoplasm of hepatic flexure of colon
Primary malignancy colorectal and anus,B131.00,6935,Malignant neoplasm of transverse colon
Primary malignancy colorectal and anus,B132.00,10864,Malignant neoplasm of descending colon
Primary malignancy colorectal and anus,B133.00,2815,Malignant neoplasm of sigmoid colon
Primary malignancy colorectal and anus,B134.00,3811,Malignant neoplasm of caecum
Primary malignancy colorectal and anus,B134.11,22163,Carcinoma of caecum
Primary malignancy colorectal and anus,B135.00,18632,Malignant neoplasm of appendix
Primary malignancy colorectal and anus,B136.00,10946,Malignant neoplasm of ascending colon
Primary malignancy colorectal and anus,B137.00,18619,Malignant neoplasm of splenic flexure of colon
Primary malignancy colorectal and anus,B138.00,93478,"Malignant neoplasm, overlapping lesion of colon"
Primary malignancy colorectal and anus,B139.00,101700,Hereditary nonpolyposis colon cancer
Primary malignancy colorectal and anus,B13y.00,48231,Malignant neoplasm of other specified sites of colon
Primary malignancy colorectal and anus,B13z.00,28163,Malignant neoplasm of colon NOS
Primary malignancy colorectal and anus,B13z.11,9118,Colonic cancer
Primary malignancy colorectal and anus,B14..00,35357,"Malignant neoplasm of rectum, rectosigmoid junction and anus"
Primary malignancy colorectal and anus,B140.00,27855,Malignant neoplasm of rectosigmoid junction
Primary malignancy colorectal and anus,B141.00,1800,Malignant neoplasm of rectum
Primary malignancy colorectal and anus,B141.11,7219,Carcinoma of rectum
Primary malignancy colorectal and anus,B141.12,5901,Rectal carcinoma
Primary malignancy colorectal and anus,B142.00,24370,Malignant neoplasm of anal canal
Primary malignancy colorectal and anus,B142.11,9491,Anal carcinoma
Primary malignancy colorectal and anus,B142000,46159,Malignant neoplasm of cloacogenic zone
Primary malignancy colorectal and anus,B143.00,27897,Malignant neoplasm of anus unspecified
Primary malignancy colorectal and anus,B14y.00,55659,"Malig neop other site rectum, rectosigmoid junction and anus"
Primary malignancy colorectal and anus,B14z.00,50974,"Malignant neoplasm rectum,rectosigmoid junction and anus NOS"
Primary malignancy colorectal and anus,B18y000,115161,Malignant neoplasm of mesocolon
Primary malignancy colorectal and anus,B18y200,30165,Malignant neoplasm of mesorectum
Primary malignancy colorectal and anus,B1z0.11,11628,Cancer of bowel
Primary malignancy colorectal and anus,B803.00,6903,Carcinoma in situ of colon
Primary malignancy colorectal and anus,B803000,39080,Carcinoma in situ of hepatic flexure of colon
Primary malignancy colorectal and anus,B803100,37125,Carcinoma in situ of transverse colon
Primary malignancy colorectal and anus,B803200,47667,Carcinoma in situ of descending colon
Primary malignancy colorectal and anus,B803300,17144,Carcinoma in situ of sigmoid colon
Primary malignancy colorectal and anus,B803600,31893,Carcinoma in situ of ascending colon
Primary malignancy colorectal and anus,B803700,22699,Carcinoma in situ of splenic flexure of colon
Primary malignancy colorectal and anus,B803z00,33561,Carcinoma in situ of colon NOS
Primary malignancy colorectal and anus,B804.00,60477,Carcinoma in situ of rectum and rectosigmoid junction
Primary malignancy colorectal and anus,B804100,29975,Carcinoma in situ of rectum
Primary malignancy colorectal and anus,B804z00,38883,Carcinoma in situ of rectum or rectosigmoid junction NOS
Primary malignancy colorectal and anus,B902400,22001,Neoplasm of uncertain behaviour of colon
Primary malignancy colorectal and anus,BB5N.00,41702,[M]Adenomatous and adenocarcinomatous polyps of colon
Primary malignancy colorectal and anus,BB5Nz00,39875,[M]Adenomatous or adenocarcinomatous polyps of the colon NOS
Primary malignancy colorectal and anus,ZV10011,68018,[V]Personal history of malignant neoplasm of anus
Primary malignancy colorectal and anus,ZV10014,57727,[V]Personal history of malignant neoplasm of large intestine
Primary malignancy colorectal and anus,ZV10017,62785,[V]Personal history of malignant neoplasm of rectum
