Condition,ReadCode,MedCode,ReadTerm
Hyposplenism,14N7.00,16827,H/O: splenectomy
Hyposplenism,7840.00,34310,Total excision of spleen
Hyposplenism,7840.11,2759,Total splenectomy
Hyposplenism,7840100,27514,Total splenectomy
Hyposplenism,7840300,1393,Splenectomy NEC
Hyposplenism,7840400,31041,Laparoscopic total splenectomy
Hyposplenism,7840y00,102966,Other specified total excision of spleen
Hyposplenism,7840z00,59784,Total excision of spleen NOS
Hyposplenism,7841.00,48198,Other excision of spleen
Hyposplenism,7841y00,102207,Other specified other excision of spleen
Hyposplenism,7841z00,64291,Other excision of spleen NOS
Hyposplenism,D415400,66973,Splenic atrophy
Hyposplenism,D415600,66980,Splenic fibrosis
Hyposplenism,D415700,9368,Splenic infarction
Hyposplenism,D415800,62557,Non-traumatic rupture of spleen
Hyposplenism,D415A00,39034,Hyposplenism
Hyposplenism,PK01.00,22319,Absent spleen
Hyposplenism,PK01.11,10505,Asplenia
Hyposplenism,PK06.00,71462,Hypoplasia of spleen
