Condition,ReadCode,MedCode,ReadTerm
ADHD and hyperkinetic disorders,6A61.00,101067,Attention deficit hyperactivity disorder annual review
ADHD and hyperkinetic disorders,8BPT.00,108002,Drug therapy ADHD (attention deficit hyperactivity disorder)
ADHD and hyperkinetic disorders,8BPT000,110264,Stimulant drug therapy for ADHD
ADHD and hyperkinetic disorders,8BPT100,109779,Non-stimulant drug therapy for ADHD
ADHD and hyperkinetic disorders,9Ngp.00,107332,On drug ther ADHD (attention deficit hyperactivity disorder)
ADHD and hyperkinetic disorders,9Ngp000,111733,On stim drug ther ADHD (attention def hyperactivity disordr)
ADHD and hyperkinetic disorders,9Ngp100,115197,On non-stimulant drug therapy for ADHD
ADHD and hyperkinetic disorders,9Ol8.00,99831,ADHD monitoring invitation first letter
ADHD and hyperkinetic disorders,9Ol9.00,106362,ADHD monitoring invitation second letter
ADHD and hyperkinetic disorders,9OlA.00,103937,ADHD monitoring invitation third letter
ADHD and hyperkinetic disorders,E2E..00,3775,Childhood hyperkinetic syndrome
ADHD and hyperkinetic disorders,E2E..11,9972,Overactive child syndrome
ADHD and hyperkinetic disorders,E2E0.00,5565,Child attention deficit disorder
ADHD and hyperkinetic disorders,E2E0100,9715,Attention deficit with hyperactivity
ADHD and hyperkinetic disorders,E2E0z00,20467,Child attention deficit disorder NOS
ADHD and hyperkinetic disorders,E2E1.00,58069,Hyperkinesis with developmental delay
ADHD and hyperkinetic disorders,E2E2.00,45263,Hyperkinetic conduct disorder
ADHD and hyperkinetic disorders,E2Ey.00,25469,Other hyperkinetic manifestation
ADHD and hyperkinetic disorders,E2Ez.00,41769,Hyperkinetic syndrome NOS
ADHD and hyperkinetic disorders,Eu84400,52602,[X]Overactive disorder assoc mental retard/stereotype movts
ADHD and hyperkinetic disorders,Eu90.00,1458,[X]Hyperkinetic disorders
ADHD and hyperkinetic disorders,Eu90000,6512,[X]Disturbance of activity and attention
ADHD and hyperkinetic disorders,Eu90011,6519,[X]Attention deficit hyperactivity disorder
ADHD and hyperkinetic disorders,Eu90100,33505,[X]Hyperkinetic conduct disorder
ADHD and hyperkinetic disorders,Eu90111,45799,[X]Hyperkinetic disorder associated with conduct disorder
ADHD and hyperkinetic disorders,Eu90y00,6510,[X]Other hyperkinetic disorders
ADHD and hyperkinetic disorders,Eu90z00,50015,"[X]Hyperkinetic disorder, unspecified"
ADHD and hyperkinetic disorders,Eu90z11,97421,[X]Hyperkinetic reaction of childhood or adolescence NOS
ADHD and hyperkinetic disorders,Eu90z12,96770,[X]Hyperkinetic syndrome NOS
ADHD and hyperkinetic disorders,Eu9y700,26285,[X]Attention deficit disorder
ADHD and hyperkinetic disorders,ZS91.00,28543,Attention deficit disorder
ADHD and hyperkinetic disorders,ZS91.11,24808,ADD - Attention deficit disorder
ADHD and hyperkinetic disorders,ZS91.12,24753,[X]Attention deficit disorder
