Condition,ReadCode,MedCode,ReadTerm
Erectile dysfunction,1ABB.00,94821,Cannot get an erection
Erectile dysfunction,1ABC.00,94343,Cannot sustain an erection
Erectile dysfunction,1D1B.00,102274,C/O erectile dysfunction
Erectile dysfunction,7A6G000,37391,Revascularisation for impotence
Erectile dysfunction,7A6G500,41382,Ligation of penile veins for impotence
Erectile dysfunction,7C25B00,20833,Penile injection to produce erection
Erectile dysfunction,7C25E00,12867,Treatment of erectile dysfunction NEC
Erectile dysfunction,7C25F00,81439,Operations on penis for erectile dysfunction NEC
Erectile dysfunction,8BB4.00,103966,Erect dysf unresponsiv to phosphodiesterase-5 inhibitor
Erectile dysfunction,8HTj.00,12790,Referral to erectile dysfunction clinic
Erectile dysfunction,E227300,710,Impotence
Erectile dysfunction,E227311,3838,Erectile dysfunction
Erectile dysfunction,Eu52200,33494,[X]Failure of genital response
Erectile dysfunction,Eu52212,12066,[X]Male erectile disorder
Erectile dysfunction,Eu52213,17639,[X]Psychogenic impotence
Erectile dysfunction,K27y100,17894,Impotence of organic origin
Erectile dysfunction,K27y700,106360,Erectile dysfunction due to diabetes mellitus
Erectile dysfunction,Z9E9.00,92310,Provision of device for impotence
Erectile dysfunction,ZG43600,40725,Advice on technique for impotence
