Condition,ReadCode,MedCode,ReadTerm
Visual impairment and blindness,1B75.00,3268,Loss of vision
Visual impairment and blindness,2B69.00,33015,O/E -R-eye counts fingers only
Visual impairment and blindness,2B6A.00,26722,O/E-R-eye perceives light only
Visual impairment and blindness,2B6A.11,10388,O/E - blind R-eye
Visual impairment and blindness,2B6B.00,33014,O/E - R-eye completely blind
Visual impairment and blindness,2B6C.00,45030,O/E - R-eye sees hand movements
Visual impairment and blindness,2B6P.00,48983,O/E - pinhole R-eye sees hand movements
Visual impairment and blindness,2B6Q.00,47158,O/E - pinhole R-eye counts fingers only
Visual impairment and blindness,2B6R.00,41060,O/E - pinhole R-eye perceives light only
Visual impairment and blindness,2B6S.00,51274,O/E - pinhole R-eye completely blind
Visual impairment and blindness,2B6T.00,45786,O/E - R-eye visual acuity (corrected) 1/60
Visual impairment and blindness,2B6V.00,47911,O/E - R-eye visual acuity (corrected) 2/60
Visual impairment and blindness,2B6W.00,38166,O/E - R-eye visual acuity (corrected) 4/60
Visual impairment and blindness,2B6X.00,66391,O/E - R-eye visual acuity (corrected) 5/60
Visual impairment and blindness,2B79.00,35515,O/E -L-eye counts fingers only
Visual impairment and blindness,2B7A.00,38167,O/E-L-eye perceives light only
Visual impairment and blindness,2B7A.11,3852,O/E - blind L-eye
Visual impairment and blindness,2B7B.00,33016,O/E - L-eye completely blind
Visual impairment and blindness,2B7C.00,33017,O/E - L-eye sees hand movements
Visual impairment and blindness,2B7P.00,50925,O/E - pinhole L-eye sees hand movements
Visual impairment and blindness,2B7Q.00,49283,O/E - pinhole L-eye counts fingers only
Visual impairment and blindness,2B7R.00,54514,O/E - pinhole L-eye perceives light only
Visual impairment and blindness,2B7S.00,54513,O/E - pinhole L-eye completely blind
Visual impairment and blindness,2B7T.00,47912,O/E - L-eye visual acuity (corrected) 1/60
Visual impairment and blindness,2B7V.00,60032,O/E - L-eye visual acuity (corrected) 2/60
Visual impairment and blindness,2B7W.00,38168,O/E - L-eye visual acuity (corrected) 4/60
Visual impairment and blindness,2B7X.00,65569,O/E - L-eye visual acuity (corrected) 5/60
Visual impairment and blindness,2BBo.00,52630,O/E - sight threatening diabetic retinopathy
Visual impairment and blindness,2BBr.00,101881,Impaired vision due to diabetic retinopathy
Visual impairment and blindness,6688.00,2746,Registered partially sighted
Visual impairment and blindness,6688.11,6768,Registered partially blind
Visual impairment and blindness,6689.00,510,Registered blind
Visual impairment and blindness,6689.11,101051,Registered severely sight impaired
Visual impairment and blindness,668B.00,555,Poor visual acuity
Visual impairment and blindness,668C.00,13152,Certificate of vision impairment
Visual impairment and blindness,668D.00,100999,Registered sight impaired
Visual impairment and blindness,8F6..11,55846,Blind rehabilitation
Visual impairment and blindness,8F61.00,67126,Blind rehabilitation
Visual impairment and blindness,8F62.00,91521,Blind lead dog rehabilitation
Visual impairment and blindness,8HlE.00,98935,Referral to visual impairment multidisciplinary team
