Condition,ReadCode,MedCode,ReadTerm
Rheumatoid Arthritis,14G1.00,6639,H/O: rheumatoid arthritis
Rheumatoid Arthritis,2G25.00,56232,O/E - hands - ulnar deviation
Rheumatoid Arthritis,2G25.11,36678,O/E - ulnar deviation
Rheumatoid Arthritis,2G27.00,33264,O/E-hands-rheumatoid spindling
Rheumatoid Arthritis,38DZ.00,100187,Disease activity score in rheumatoid arthritis
Rheumatoid Arthritis,38DZ000,103829,Disease activity score 28 joint in rheumatoid arthritis
Rheumatoid Arthritis,66H..13,17412,Rheumatoid arthrit. monitoring
Rheumatoid Arthritis,66HB000,105507,Rheumatoid arthritis annual review
Rheumatoid Arthritis,7P20300,102088,Delivery of rehabilitation for rheumatoid arthritis
Rheumatoid Arthritis,9mM..00,107340,Rheumatoid arthritis monitoring invitation
Rheumatoid Arthritis,9mM0.00,107435,Rheumatoid arthritis monitoring invitation first letter
Rheumatoid Arthritis,9mM1.00,107575,Rheumatoid arthritis monitoring invitation second letter
Rheumatoid Arthritis,9mM2.00,107676,Rheumatoid arthritis monitoring invitation third letter
Rheumatoid Arthritis,9mM3.00,107606,Rheumatoid arthritis monitoring verbal invitation
Rheumatoid Arthritis,9mM4.00,107797,Rheumatoid arthritis monitoring telephone invitation
Rheumatoid Arthritis,F371200,62401,Polyneuropathy in rheumatoid arthritis
Rheumatoid Arthritis,F396400,31209,Myopathy due to rheumatoid arthritis
Rheumatoid Arthritis,G5y8.00,49787,Rheumatoid myocarditis
Rheumatoid Arthritis,G5yA.00,43816,Rheumatoid carditis
Rheumatoid Arthritis,H570.00,9954,Rheumatoid lung
Rheumatoid Arthritis,N005.00,23834,Adult Still's Disease
Rheumatoid Arthritis,N04..00,27603,Rheumatoid arthritis and other inflammatory polyarthropathy
Rheumatoid Arthritis,N040.00,844,Rheumatoid arthritis
Rheumatoid Arthritis,N040000,44743,Rheumatoid arthritis of cervical spine
Rheumatoid Arthritis,N040100,44203,Other rheumatoid arthritis of spine
Rheumatoid Arthritis,N040200,21358,Rheumatoid arthritis of shoulder
Rheumatoid Arthritis,N040300,107963,Rheumatoid arthritis of sternoclavicular joint
Rheumatoid Arthritis,N040400,100914,Rheumatoid arthritis of acromioclavicular joint
Rheumatoid Arthritis,N040500,59738,Rheumatoid arthritis of elbow
Rheumatoid Arthritis,N040600,63365,Rheumatoid arthritis of distal radio-ulnar joint
Rheumatoid Arthritis,N040700,48832,Rheumatoid arthritis of wrist
Rheumatoid Arthritis,N040800,42299,Rheumatoid arthritis of MCP joint
Rheumatoid Arthritis,N040900,41941,Rheumatoid arthritis of PIP joint of finger
Rheumatoid Arthritis,N040A00,63198,Rheumatoid arthritis of DIP joint of finger
Rheumatoid Arthritis,N040B00,49067,Rheumatoid arthritis of hip
Rheumatoid Arthritis,N040C00,100776,Rheumatoid arthritis of sacro-iliac joint
Rheumatoid Arthritis,N040D00,50863,Rheumatoid arthritis of knee
Rheumatoid Arthritis,N040E00,107791,Rheumatoid arthritis of tibio-fibular joint
Rheumatoid Arthritis,N040F00,51239,Rheumatoid arthritis of ankle
Rheumatoid Arthritis,N040G00,73619,Rheumatoid arthritis of subtalar joint
Rheumatoid Arthritis,N040H00,70658,Rheumatoid arthritis of talonavicular joint
Rheumatoid Arthritis,N040J00,71784,Rheumatoid arthritis of other tarsal joint
Rheumatoid Arthritis,N040K00,51238,Rheumatoid arthritis of 1st MTP joint
Rheumatoid Arthritis,N040L00,99414,Rheumatoid arthritis of lesser MTP joint
Rheumatoid Arthritis,N040M00,107112,Rheumatoid arthritis of IP joint of toe
Rheumatoid Arthritis,N040N00,30548,Rheumatoid vasculitis
Rheumatoid Arthritis,N040P00,6916,Seronegative rheumatoid arthritis
Rheumatoid Arthritis,N040Q00,18155,Rheumatoid bursitis
Rheumatoid Arthritis,N040R00,53621,Rheumatoid nodule
Rheumatoid Arthritis,N040S00,31054,Rheumatoid arthritis - multiple joint
Rheumatoid Arthritis,N040T00,8350,Flare of rheumatoid arthritis
Rheumatoid Arthritis,N041.00,23552,Felty's syndrome
Rheumatoid Arthritis,N042.00,49227,Other rheumatoid arthropathy + visceral/systemic involvement
Rheumatoid Arthritis,N042100,46436,Rheumatoid lung disease
Rheumatoid Arthritis,N042200,5723,Rheumatoid nodule
Rheumatoid Arthritis,N042z00,37431,Rheumatoid arthropathy + visceral/systemic involvement NOS
Rheumatoid Arthritis,N047.00,9707,Seropositive errosive rheumatoid arthritis
Rheumatoid Arthritis,N04X.00,12019,Seropositive rheumatoid arthritis
Rheumatoid Arthritis,N04y000,31724,Rheumatoid lung
Rheumatoid Arthritis,N04y011,56838,Caplan's syndrome
Rheumatoid Arthritis,N04y012,28853,Fibrosing alveolitis associated with rheumatoid arthritis
Rheumatoid Arthritis,N04y200,32001,Adult-onset Still's disease
Rheumatoid Arthritis,N362200,21635,Swan-neck finger deformity
Rheumatoid Arthritis,Nyu1000,106440,[X]Rheumatoid arthritis+involvement/other organs or systems
Rheumatoid Arthritis,Nyu1100,93715,[X]Other seropositive rheumatoid arthritis
Rheumatoid Arthritis,Nyu1200,70221,[X]Other specified rheumatoid arthritis
Rheumatoid Arthritis,Nyu1G00,56202,[X]Seropositive rheumatoid arthritis unspecified
