Condition,ReadCode,MedCode,ReadTerm
Motor neuron disease,7Q04100,109020,Amyotrophic lateral sclerosis drugs Band 1
Motor neuron disease,F15..00,21889,Anterior horn cell disease
Motor neuron disease,F151.00,9179,Spinal muscular atrophy
Motor neuron disease,F151000,70572,Unspecified spinal muscular atrophy
Motor neuron disease,F151200,66575,Adult spinal muscular atrophy
Motor neuron disease,F151z00,57632,Spinal muscular atrophy NOS
Motor neuron disease,F152.00,4796,Motor neurone disease
Motor neuron disease,F152000,36433,Amyotrophic lateral sclerosis
Motor neuron disease,F152100,30987,Progressive muscular atrophy
Motor neuron disease,F152111,7470,Duchenne Aran muscular atrophy
Motor neuron disease,F152200,27377,Progressive bulbar palsy
Motor neuron disease,F152300,18084,Pseudobulbar palsy
Motor neuron disease,F152400,20845,Primary lateral sclerosis
Motor neuron disease,F152z00,20120,Motor neurone disease NOS
Motor neuron disease,F15y.00,71400,Other anterior horn cell disease
Motor neuron disease,F15z.00,58729,Anterior horn cell disease NOS
