Condition,ReadCode,MedCode,ReadTerm
Adrenal insufficiency and Addison's disease,7122.00,29176,Excision of adrenal gland operations
Adrenal insufficiency and Addison's disease,7122000,67820,Bilateral adrenalectomy and transposition of adrenal tissue
Adrenal insufficiency and Addison's disease,7122100,40238,Bilateral adrenalectomy NEC
Adrenal insufficiency and Addison's disease,A176.00,35760,Tuberculosis of adrenal glands - Addison's disease
Adrenal insufficiency and Addison's disease,C154.00,3113,Corticoadrenal insufficiency
Adrenal insufficiency and Addison's disease,C154000,21539,Acute adrenal insufficiency
Adrenal insufficiency and Addison's disease,C154011,4042,Addisonian crisis
Adrenal insufficiency and Addison's disease,C154012,42873,Adrenal crisis
Adrenal insufficiency and Addison's disease,C154100,4481,Addison's disease
Adrenal insufficiency and Addison's disease,C154600,12227,Addisonian crisis
Adrenal insufficiency and Addison's disease,C154z00,12396,Corticoadrenal insufficiency NOS
Adrenal insufficiency and Addison's disease,C154z11,28896,Adrenal hypofunction
Adrenal insufficiency and Addison's disease,C154z12,20786,Adrenal insufficiency NEC
Adrenal insufficiency and Addison's disease,C155.00,8782,Other adrenal hypofunction
Adrenal insufficiency and Addison's disease,C155z00,54838,Other adrenal hypofunction NOS
Adrenal insufficiency and Addison's disease,F395000,69198,Myopathy due to Addison's disease
