Condition,ReadCode,MedCode,ReadTerm
Chronic fatigue,8HkW.00,99807,Referral to chronic fatigue syndrome specialist team
Chronic fatigue,8HkW.11,100464,Referral to myalgic encephalomyelitis specialist team
Chronic fatigue,8HlL.00,100414,Referral for chronic fatigue syndrome activity management
Chronic fatigue,8HlL.11,104407,Referral for myalgic encephalopathy activity management
Chronic fatigue,8Q1..00,97140,Activity management for chronic fatigue syndrome
Chronic fatigue,8Q1..11,97528,Activity management for myalgic encephalopathy
Chronic fatigue,E205.00,3361,Neurasthenia - nervous debility
Chronic fatigue,E20y300,72171,Psychasthenic neurosis
Chronic fatigue,Eu46000,16561,[X]Neurasthenia
Chronic fatigue,Eu46011,9656,[X]Fatigue syndrome
Chronic fatigue,Eu46y14,61753,[X]Psychasthenia
Chronic fatigue,Eu46y15,90597,[X]Psychasthenia neurosis
Chronic fatigue,F03y.12,4364,Myalgic encephalomyelitis
Chronic fatigue,F286.00,4546,Chronic fatigue syndrome
Chronic fatigue,F286.11,7529,CFS - Chronic fatigue syndrome
Chronic fatigue,F286.12,6190,Postviral fatigue syndrome
Chronic fatigue,F286.13,27877,PVFS - Postviral fatigue syn
Chronic fatigue,F286.14,9127,Post-viral fatigue syndrome
Chronic fatigue,F286.15,1040,Myalgic encephalomyelitis
Chronic fatigue,F286.16,6552,ME - Myalgic encephalomyelitis
Chronic fatigue,F286000,98512,Mild chronic fatigue syndrome
Chronic fatigue,F286100,97284,Moderate chronic fatigue syndrome
Chronic fatigue,F286200,98734,Severe chronic fatigue syndrome
Chronic fatigue,R007200,5049,[D]Asthenia NOS
Chronic fatigue,R007400,1042,[D]Postviral (asthenic) syndrome
Chronic fatigue,R007411,12411,[D]Post viral debility
