Condition,ReadCode,MedCode,ReadTerm
Myelodysplastic syndromes,7Q09700,102712,Myelodysplastic syndrome drugs Band 1
Myelodysplastic syndromes,B937.14,14927,Myelodysplasia
Myelodysplastic syndromes,B937000,22890,"Refractory anaemia without sideroblasts, so stated"
Myelodysplastic syndromes,B937100,10817,Refractory anaemia with sideroblasts
Myelodysplastic syndromes,B937200,23875,Refractory anaemia with excess of blasts
Myelodysplastic syndromes,B937300,44420,Refractory anaemia with excess of blasts with transformation
Myelodysplastic syndromes,B937600,105985,Refractory anaemia without ring sideroblasts
Myelodysplastic syndromes,B937700,106993,Refractory anaemia with ring sideroblasts
Myelodysplastic syndromes,B937800,104740,Refractory anaemia with multilineage dysplasia
Myelodysplastic syndromes,B937900,105915,5Q minus syndrome
Myelodysplastic syndromes,B937911,105390,Myelodysplastic syndrome isolated del(5q) chromosomal abnorm
Myelodysplastic syndromes,B937W00,45285,"Myelodysplastic syndrome, unspecified"
Myelodysplastic syndromes,B937W11,4561,Myelodysplasia
Myelodysplastic syndromes,B937X00,19130,"Refractory anaemia, unspecified"
Myelodysplastic syndromes,BBmA.00,56756,[M] Refractory anaemia with sideroblasts
Myelodysplastic syndromes,BBmB.00,60186,[M]Refractory anaemia+excess of blasts with transformation
Myelodysplastic syndromes,BBmL.00,94921,[M] Refractory anaemia with excess of blasts
Myelodysplastic syndromes,BBv..00,7799,[M]Myelodysplastic syndrome
Myelodysplastic syndromes,ByuHD00,45143,"[X]Myelodysplastic syndrome, unspecified"
Myelodysplastic syndromes,D213.00,16052,Refractory Anaemia
