Condition,ReadCode,MedCode,ReadTerm
Primary malignancy other,4M20.00,60918,Lymphoma stage I
Primary malignancy other,4M21.00,94935,Lymphoma stage II
Primary malignancy other,4M22.00,32240,Lymphoma stage III
Primary malignancy other,4M23.00,71672,Lymphoma stage IV
Primary malignancy other,A789500,27853,HIV disease resulting in Kaposi's sarcoma
Primary malignancy other,A789511,108054,HIV disease resulting in Kaposi sarcoma
Primary malignancy other,B12..00,6806,Malignant neoplasm of small intestine and duodenum
Primary malignancy other,B120.00,18613,Malignant neoplasm of duodenum
Primary malignancy other,B121.00,43479,Malignant neoplasm of jejunum
Primary malignancy other,B122.00,33871,Malignant neoplasm of ileum
Primary malignancy other,B123.00,63995,Malignant neoplasm of Meckel's diverticulum
Primary malignancy other,B124.00,66166,"Malignant neoplasm, overlapping lesion of small intestine"
Primary malignancy other,B12y.00,99896,Malignant neoplasm of other specified site small intestine
Primary malignancy other,B12z.00,43390,Malignant neoplasm of small intestine NOS
Primary malignancy other,B15..00,8918,Malignant neoplasm of liver and intrahepatic bile ducts
Primary malignancy other,B15z.00,38978,Malignant neoplasm of liver and intrahepatic bile ducts NOS
Primary malignancy other,B16..00,54103,Malignant neoplasm gallbladder and extrahepatic bile ducts
Primary malignancy other,B160.00,16105,Malignant neoplasm of gallbladder
Primary malignancy other,B160.11,31393,Carcinoma gallbladder
Primary malignancy other,B16y.00,60312,Malignant neoplasm other gallbladder/extrahepatic bile duct
Primary malignancy other,B16z.00,15907,Malignant neoplasm gallbladder/extrahepatic bile ducts NOS
Primary malignancy other,B18..00,44108,Malignant neoplasm of retroperitoneum and peritoneum
Primary malignancy other,B180.00,21330,Malignant neoplasm of retroperitoneum
Primary malignancy other,B180100,65159,Malignant neoplasm of perinephric tissue
Primary malignancy other,B180200,24048,Malignant neoplasm of retrocaecal tissue
Primary malignancy other,B180z00,61555,Malignant neoplasm of retroperitoneum NOS
Primary malignancy other,B182.00,101907,Overlapping malign lesion of retroperitoneum and peritoneum
Primary malignancy other,B18y.00,46613,Malignant neoplasm of specified parts of peritoneum
Primary malignancy other,B18y100,59388,Malignant neoplasm of mesocaecum
Primary malignancy other,B18y200,30165,Malignant neoplasm of mesorectum
Primary malignancy other,B18y300,50898,Malignant neoplasm of omentum
Primary malignancy other,B18y400,64516,Malignant neoplasm of parietal peritoneum
Primary malignancy other,B18y500,39413,Malignant neoplasm of pelvic peritoneum
Primary malignancy other,B18y600,69821,Malignant neoplasm of the pouch of Douglas
Primary malignancy other,B18y700,90290,Malignant neoplasm of mesentery
Primary malignancy other,B18yz00,64106,Malignant neoplasm of specified parts of peritoneum NOS
Primary malignancy other,B18z.00,16298,Malignant neoplasm of retroperitoneum and peritoneum NOS
Primary malignancy other,B1z..00,11009,Malig neop oth/ill-defined sites digestive tract/peritoneum
Primary malignancy other,B1z0.00,17559,"Malignant neoplasm of intestinal tract, part unspecified"
Primary malignancy other,B1z1.00,65460,Malignant neoplasm of spleen NEC
Primary malignancy other,B1z1000,108667,Angiosarcoma of spleen
Primary malignancy other,B1z1100,72224,Fibrosarcoma of spleen
Primary malignancy other,B1z1z00,93778,Malignant neoplasm of spleen NOS
Primary malignancy other,B1z2.00,94776,"Malignant neoplasm, overlapping lesion of digestive system"
Primary malignancy other,B1zy.00,56918,Malignant neoplasm other spec digestive tract and peritoneum
Primary malignancy other,B1zz.00,51255,Malignant neoplasm of digestive tract and peritoneum NOS
Primary malignancy other,B20..00,26652,"Malig neop nasal cavities, middle ear and accessory sinuses"
Primary malignancy other,B200.00,23389,Malignant neoplasm of nasal cavities
Primary malignancy other,B200000,71204,Malignant neoplasm of cartilage of nose
Primary malignancy other,B200100,98911,Malignant neoplasm of nasal conchae
Primary malignancy other,B200200,62761,Malignant neoplasm of septum of nose
Primary malignancy other,B200300,62182,Malignant neoplasm of vestibule of nose
Primary malignancy other,B200z00,42856,Malignant neoplasm of nasal cavities NOS
Primary malignancy other,B201.00,24456,"Malig neop auditory tube, middle ear and mastoid air cells"
Primary malignancy other,B201000,107916,Malignant neoplasm of auditory (Eustachian) tube
Primary malignancy other,B201100,98537,Malignant neoplasm of tympanic cavity
Primary malignancy other,B201200,54613,Malignant neoplasm of tympanic antrum
Primary malignancy other,B201300,71946,Malignant neoplasm of mastoid air cells
Primary malignancy other,B201z00,73537,"Malig neop auditory tube, middle ear, mastoid air cells NOS"
Primary malignancy other,B202.00,32174,Malignant neoplasm of maxillary sinus
Primary malignancy other,B203.00,54636,Malignant neoplasm of ethmoid sinus
Primary malignancy other,B204.00,15684,Malignant neoplasm of frontal sinus
Primary malignancy other,B205.00,65215,Malignant neoplasm of sphenoidal sinus
Primary malignancy other,B206.00,39590,"Malignant neoplasm, overlapping lesion of accessory sinuses"
Primary malignancy other,B20y.00,96971,"Malig neop other site nasal cavity, middle ear and sinuses"
Primary malignancy other,B20z.00,55246,Malignant neoplasm of accessory sinus NOS
Primary malignancy other,B21..00,319,Malignant neoplasm of larynx
Primary malignancy other,B210.00,318,Malignant neoplasm of glottis
Primary malignancy other,B211.00,26165,Malignant neoplasm of supraglottis
Primary malignancy other,B212.00,22441,Malignant neoplasm of subglottis
Primary malignancy other,B213.00,43111,Malignant neoplasm of laryngeal cartilage
Primary malignancy other,B213000,63460,Malignant neoplasm of arytenoid cartilage
Primary malignancy other,B213100,37805,Malignant neoplasm of cricoid cartilage
Primary malignancy other,B213200,107878,Malignant neoplasm of cuneiform cartilage
Primary malignancy other,B213300,47862,Malignant neoplasm of thyroid cartilage
Primary malignancy other,B213z00,97332,Malignant neoplasm of laryngeal cartilage NOS
Primary malignancy other,B214.00,50579,"Malignant neoplasm, overlapping lesion of larynx"
Primary malignancy other,B215.00,55374,Malignant neoplasm of epiglottis NOS
Primary malignancy other,B21y.00,26813,"Malignant neoplasm of larynx, other specified site"
Primary malignancy other,B21z.00,9237,Malignant neoplasm of larynx NOS
Primary malignancy other,B23..00,31573,Malignant neoplasm of pleura
Primary malignancy other,B230.00,67107,Malignant neoplasm of parietal pleura
Primary malignancy other,B231.00,106194,Malignant neoplasm of visceral pleura
Primary malignancy other,B23y.00,98104,Malignant neoplasm of other specified pleura
Primary malignancy other,B23z.00,34742,Malignant neoplasm of pleura NOS
Primary malignancy other,B24..00,62556,"Malignant neoplasm of thymus, heart and mediastinum"
Primary malignancy other,B240.00,27483,Malignant neoplasm of thymus
Primary malignancy other,B241.00,95644,Malignant neoplasm of heart
Primary malignancy other,B241000,63430,Malignant neoplasm of endocardium
Primary malignancy other,B241200,65605,Malignant neoplasm of myocardium
Primary malignancy other,B241300,94975,Malignant neoplasm of pericardium
Primary malignancy other,B241z00,50289,Malignant neoplasm of heart NOS
Primary malignancy other,B242.00,27715,Malignant neoplasm of anterior mediastinum
Primary malignancy other,B243.00,92720,Malignant neoplasm of posterior mediastinum
Primary malignancy other,B24X.00,61064,"Malignant neoplasm of mediastinum, part unspecified"
Primary malignancy other,B24y.00,100232,"Malig neop of other site of heart, thymus and mediastinum"
Primary malignancy other,B24z.00,66750,"Malignant neoplasm of heart, thymus and mediastinum NOS"
Primary malignancy other,B25..00,39531,"Malig neo, overlapping lesion of heart, mediastinum & pleura"
Primary malignancy other,B26..00,66646,"Malignant neoplasm, overlap lesion of resp & intrathor orgs"
Primary malignancy other,B2z..00,44356,Malig neop other/ill-defined sites resp/intrathoracic organs
Primary malignancy other,B2z0.00,65793,"Malig neop of upper respiratory tract, part unspecified"
Primary malignancy other,B2zy.00,29283,Malignant neoplasm of other site of respiratory tract
Primary malignancy other,B2zz.00,42569,Malignant neoplasm of respiratory tract NOS
Primary malignancy other,B310.00,43475,"Malig neop of connective and soft tissue head, face and neck"
Primary malignancy other,B310000,59382,Malignant neoplasm of soft tissue of head
Primary malignancy other,B310100,40014,Malignant neoplasm of soft tissue of face
Primary malignancy other,B310200,48517,Malignant neoplasm of soft tissue of neck
Primary malignancy other,B310300,60035,Malignant neoplasm of cartilage of ear
Primary malignancy other,B310400,49463,Malignant neoplasm of tarsus of eyelid
Primary malignancy other,B310500,108389,Malignant neoplasm soft tissues of cervical spine
Primary malignancy other,B310z00,73718,"Malig neop connective and soft tissue head, face, neck NOS"
Primary malignancy other,B311.00,53989,Malig neop connective and soft tissue upper limb/shoulder
Primary malignancy other,B311000,50222,Malignant neoplasm of connective and soft tissue of shoulder
Primary malignancy other,B311100,64345,"Malignant neoplasm of connective and soft tissue, upper arm"
Primary malignancy other,B311200,57482,Malignant neoplasm of connective and soft tissue of fore-arm
Primary malignancy other,B311300,19321,Malignant neoplasm of connective and soft tissue of hand
Primary malignancy other,B311400,91586,Malignant neoplasm of connective and soft tissue of finger
Primary malignancy other,B311500,63988,Malignant neoplasm of connective and soft tissue of thumb
Primary malignancy other,B311z00,104913,Malig neop connective soft tissue upper limb/shoulder NOS
Primary malignancy other,B312.00,66088,Malig neop of connective and soft tissue of hip and leg
Primary malignancy other,B312000,102949,Malignant neoplasm of connective and soft tissue of hip
Primary malignancy other,B312100,44805,Malig neop of connective and soft tissue thigh and upper leg
Primary malignancy other,B312200,54965,Malig neop connective and soft tissue of popliteal space
Primary malignancy other,B312300,30542,Malig neop of connective and soft tissue of lower leg
Primary malignancy other,B312400,54222,Malignant neoplasm of connective and soft tissue of foot
Primary malignancy other,B312500,99572,Malignant neoplasm of connective and soft tissue of toe
Primary malignancy other,B312z00,90546,Malig neop connective and soft tissue hip and leg NOS
Primary malignancy other,B313.00,22290,Malignant neoplasm of connective and soft tissue of thorax
Primary malignancy other,B313000,29160,Malignant neoplasm of connective and soft tissue of axilla
Primary malignancy other,B313100,54186,Malignant neoplasm of diaphragm
Primary malignancy other,B313200,72522,Malignant neoplasm of great vessels
Primary malignancy other,B313300,104139,Malig neoplasm of connective and soft tissues of thor spine
Primary malignancy other,B313z00,98408,Malig neop of connective and soft tissue of thorax NOS
