Condition,ReadCode,MedCode,ReadTerm
Enthesopathies & synovial disorders,7H40B11,101622,Hitchcock operation for tenosynovitis of biceps brachii
Enthesopathies & synovial disorders,7H40B12,52267,Lippman operation for tenosynovitis of biceps brachii muscle
Enthesopathies & synovial disorders,7H48700,97055,Steroid injection for tenosynovitis
Enthesopathies & synovial disorders,7H53500,96941,Plastic repair of rotator cuff of shoulder NEC
Enthesopathies & synovial disorders,7H53600,97024,Revisional repair of rotator cuff NEC
Enthesopathies & synovial disorders,7H53700,96965,Plastic repair of multiple tears of rotator cuff of shoulder
Enthesopathies & synovial disorders,7H53800,97102,Revisional repair multiple tears of rotator cuff of shoulder
Enthesopathies & synovial disorders,7K12900,10935,Rotator cuff decompression - open acromioplasty
Enthesopathies & synovial disorders,7K12911,61440,Kessel rotator cuff decompression
Enthesopathies & synovial disorders,7K12912,68569,Watson rotator cuff decompression
Enthesopathies & synovial disorders,7K12913,32154,Open acromioplasty for decompression of rotator cuff
Enthesopathies & synovial disorders,N04y300,102873,Remitting seronegative symmetrical synovitis pitting oedema
Enthesopathies & synovial disorders,N101.00,24200,Spinal enthesopathy
Enthesopathies & synovial disorders,N21..00,4574,Peripheral enthesopathies and allied syndromes
Enthesopathies & synovial disorders,N210.00,827,Adhesive capsulitis of the shoulder
Enthesopathies & synovial disorders,N210.11,5647,Bursitis - shoulder
Enthesopathies & synovial disorders,N210.12,874,Frozen shoulder
Enthesopathies & synovial disorders,N211.00,1726,Rotator cuff shoulder syndrome and allied disorders
Enthesopathies & synovial disorders,N211000,20427,"Rotator cuff syndrome, unspecified"
Enthesopathies & synovial disorders,N211011,4922,Supraspinatus syndrome
Enthesopathies & synovial disorders,N211100,16137,Calcifying tendinitis of the shoulder
Enthesopathies & synovial disorders,N211200,17285,Bicipital tenosynovitis
Enthesopathies & synovial disorders,N211300,4278,Supraspinatus tendinitis
Enthesopathies & synovial disorders,N211400,27844,Partial thickness rotator cuff tear
Enthesopathies & synovial disorders,N211500,28584,Full thickness rotator cuff tear
Enthesopathies & synovial disorders,N211600,10457,Subacromial bursitis
Enthesopathies & synovial disorders,N211700,17603,Subdeltoid bursitis
