Condition,ReadCode,MedCode,ReadTerm
Intervertebral disc disorders,7J20.00,10018,Primary excision of cervical intervertebral disc
Intervertebral disc disorders,7J20000,6261,Primary laminectomy excision of cervical intervert disc
Intervertebral disc disorders,7J20100,35008,Primary hemilaminectomy excision of cervical IV disc
Intervertebral disc disorders,7J20200,38645,Primary fenestration excision of cervical intervert disc
Intervertebral disc disorders,7J20300,11282,Primary anterior excis cervical IV disc & interbody fusion
Intervertebral disc disorders,7J20400,70697,Primary posterior excision of cervical intervertebral disc
Intervertebral disc disorders,7J20600,38447,Primary anterior excision of cervical intervertebr disc NEC
Intervertebral disc disorders,7J20700,22434,Primary microdiscectomy of cervical intervertebral disc
Intervertebral disc disorders,7J20800,56943,Primary laser excision of cervical intervertebral disc
Intervertebral disc disorders,7J20y00,67116,Primary excision of cervical intervertebral disc OS
Intervertebral disc disorders,7J20z00,56989,Primary excision of cervical intervertebral disc NOS
Intervertebral disc disorders,7J21.00,20752,Revisional excision of cervical intervertebral disc ops
Intervertebral disc disorders,7J21000,27692,Revisional laminectomy excision of cervical intervert disc
Intervertebral disc disorders,7J21100,67582,Revisional hemilaminectomy excision cervical intervert disc
Intervertebral disc disorders,7J21200,60480,Revisional fenestration excision of cervical intervert disc
Intervertebral disc disorders,7J21300,71283,Revision anterior excision cervical disc and fusion
Intervertebral disc disorders,7J21400,96945,Revisional posterior excision of cervical intervert disc NEC
Intervertebral disc disorders,7J21600,65629,Revisional anterior excision cervical intervert disc NEC
Intervertebral disc disorders,7J21700,38863,Revisional microdiscectomy of cervical intervertebral disc
Intervertebral disc disorders,7J21y00,64411,Revisional excision of cervical intervertebral disc OS
Intervertebral disc disorders,7J21z00,28002,Revisional excision of cervical intervertebral disc NOS
Intervertebral disc disorders,7J23000,9510,Primary anterior excision thoracic disc and fusion
Intervertebral disc disorders,7J23100,68316,Primary anterolateral excision thoracic intervert disc NEC
Intervertebral disc disorders,7J23200,51740,Primary costotransversectomy of thoracic intervertebral disc
Intervertebral disc disorders,7J23300,33490,Primary posterior decompression of thoracic disc
Intervertebral disc disorders,7J23400,38993,Primary anterolateral biopsy of thoracic intervertebral disc
Intervertebral disc disorders,7J23900,68323,Excision of thoracic intervertebral disc NEC
Intervertebral disc disorders,7J23w00,67255,Primary excision of thoracic intervertebral disc OS
Intervertebral disc disorders,7J23x00,70499,Primary excision of thoracic intervertebral disc NOS
Intervertebral disc disorders,7J24200,113145,Revisional costotransversectomy thoracic intervertebral disc
Intervertebral disc disorders,7J24300,114672,Revisional posterior decompression of thoracic disc
Intervertebral disc disorders,7J24600,63160,Revisional excision of thoracic intervertebral disc NEC
Intervertebral disc disorders,7J24A00,104368,Revis anterol exc thoracic intervertebral disc graft HFQ
Intervertebral disc disorders,7J24B00,108670,Revision percutan endosc exc thoracic intervertebral disc
Intervertebral disc disorders,7J24x00,73016,Revisional excision thoracic intervertebral disc NOS
Intervertebral disc disorders,7J27.00,51264,Prosthetic replacement of intervertebral disc
Intervertebral disc disorders,7J27000,60295,Prosthetic replacement of cervical intervertebral disc
Intervertebral disc disorders,7J27100,115237,Prosthetic replacement of thoracic intervertebral disc
Intervertebral disc disorders,7J27200,56812,Prosthetic replacement of lumbar intervertebral disc
Intervertebral disc disorders,7J27z00,104483,Prosthetic replacement of intervertebral disc NOS
Intervertebral disc disorders,7J32.00,6809,Primary lumbar discectomy
Intervertebral disc disorders,7J32.11,21434,Primary excision of lumbar intervertebral disc
Intervertebral disc disorders,7J32.12,49941,Primary removal of lumbar intervertebral disc
Intervertebral disc disorders,7J32000,4355,Primary laminectomy excision of lumbar intervertebral disc
Intervertebral disc disorders,7J32100,24314,Primary fenestration excision of lumbar disc
Intervertebral disc disorders,7J32111,26431,Primary fenestration of lumbar intervertebral disc
Intervertebral disc disorders,7J32200,38934,Primary anterior excision of lumbar disc and fusion
Intervertebral disc disorders,7J32211,63883,Freebody anterior excision lumbar IV disc & interbody fusion
Intervertebral disc disorders,7J32300,67042,Primary anterior excision of lumbar disc NEC
Intervertebral disc disorders,7J32400,101266,Primary anterior excision of lumbar disc and posterior fusn
Intervertebral disc disorders,7J32500,106746,Primary ant excision lumbar disc+post instrumentation
Intervertebral disc disorders,7J32600,3219,Primary lumbar microdiscectomy
Intervertebral disc disorders,7J32700,56435,Primary posterior excision of lumbar disc
Intervertebral disc disorders,7J32800,105948,Primary laser excision of lumbar intervertebral disc
Intervertebral disc disorders,7J32900,46143,Primary percutaneous intradiscal lumbar discectomy
Intervertebral disc disorders,7J32y00,50931,Other specified primary lumbar discectomy
Intervertebral disc disorders,7J32z00,8652,Primary excision of lumbar intervertebral disc NOS
Intervertebral disc disorders,7J33.00,10198,Revisional lumbar discectomy
Intervertebral disc disorders,7J33.11,36708,Revisional excision of lumbar intervertebral disc
Intervertebral disc disorders,7J33.12,40487,Revisional removal of lumbar intervertebral disc
Intervertebral disc disorders,7J33000,24607,Revisional laminectomy excision of lumbar intervert disc
Intervertebral disc disorders,7J33100,56329,Revisional fenestration excision of lumbar intervert disc
Intervertebral disc disorders,7J33200,31025,Revisional anterior excision of lumbar disc and fusion
Intervertebral disc disorders,7J33300,113590,Revisional anterior excision of lumbar disc NEC
Intervertebral disc disorders,7J33400,71960,Revisional anterior excision of lumbar disc and post fusion
Intervertebral disc disorders,7J33411,70878,Revisional anterior excision of lumbar disc and post fusion
Intervertebral disc disorders,7J33600,15921,Revisional lumbar microdiscectomy
Intervertebral disc disorders,7J33700,102312,Revisional posterior excision of lumbar disc
Intervertebral disc disorders,7J33y00,32549,Other specified revisional lumbar discectomy
Intervertebral disc disorders,7J33z00,48044,Revisional excision of lumbar intervertebral disc NOS
Intervertebral disc disorders,7J40.00,5012,Other operations on intervertebral disc
Intervertebral disc disorders,7J40000,55400,Enzyme destruction of intervertebral disc
Intervertebral disc disorders,7J40300,66654,Destruction of intervertebral disc NEC
Intervertebral disc disorders,7J40400,903,Excision of intervertebral disc NEC
Intervertebral disc disorders,7J40500,34230,Primary excision of intervertebral disc NEC
Intervertebral disc disorders,7J40600,28578,Revisional excision of intervertebral disc NEC
Intervertebral disc disorders,7J40700,5573,Percutaneous discectomy
Intervertebral disc disorders,7J40A00,20992,Laser discectomy
Intervertebral disc disorders,7J40w00,9679,Other specified excision of intervertebral disc
Intervertebral disc disorders,7J40x00,16135,Excision of intervertebral disc NOS
