Condition,ReadCode,MedCodeId,Term,SnomedCTConceptId,SnomedCTDescriptionId
Heart valve disease non-rheumatic,7910.00,394276014,Plastic repair of mitral valve,265472007,394276014
Heart valve disease non-rheumatic,7910.11,1478969019,Mitral valvuloplasty,384642005,1478969019
Heart valve disease non-rheumatic,7910.12,88255012,Replacement of mitral valve,53059001,88255012
Heart valve disease non-rheumatic,7910000,478011000006110,Allograft replacement of mitral valve,174918001,270924018
Heart valve disease non-rheumatic,7910100,55901000006111,Xenograft replacement of mitral valve,174919009,270925017
Heart valve disease non-rheumatic,7910200,204181000006117,Mechanical prosthetic mitral valve replacement,431339008,2768408010
Heart valve disease non-rheumatic,7910211,514511000006110,Bjork-Shiley prosthetic replacement of mitral valve,232773001,348739017
Heart valve disease non-rheumatic,7910212,348739017,Bjork-Shiley prosthetic replacement of mitral valve,232773001,348739017
Heart valve disease non-rheumatic,7910213,538921000006110,Carpentier prosthetic replacement of mitral valve,431339008,2768408010
Heart valve disease non-rheumatic,7910214,636731000006119,Edwards prosthetic replacement of mitral valve,431339008,2768408010
Heart valve disease non-rheumatic,7910300,270932014,Replacement of mitral valve NEC,53059001,88255012
Heart valve disease non-rheumatic,7910400,270933016,Mitral valvuloplasty NEC,384642005,1478969019
Heart valve disease non-rheumatic,7910411,465571000000117,Repair of mitral valve,384641003,1478968010
Heart valve disease non-rheumatic,7910y00,270934010,Other specified plastic repair of mitral valve,265472007,394276014
Heart valve disease non-rheumatic,7910z00,270935011,Plastic repair of mitral valve NOS,265472007,394276014
Heart valve disease non-rheumatic,7911.00,394277017,Plastic repair of aortic valve,265473002,394277017
Heart valve disease non-rheumatic,7911000,270944012,Allograft replacement of aortic valve,174927000,270944012
Heart valve disease non-rheumatic,7911300,270949019,Replacement of aortic valve NEC,26212005,43909016
Heart valve disease non-rheumatic,7911400,270950019,Aortic valvuloplasty NEC,112816004,188662011
Heart valve disease non-rheumatic,7911500,1716111000006113,Transapical implantation of aortic valve,443887000,2842340013
Heart valve disease non-rheumatic,7911y00,270951015,Other specified plastic repair of aortic valve,265473002,394277017
