Condition,ReadCode,MedCode,ReadTerm
Female infertility,1AZ2.11,2957,Infertility problem
Male infertility,1AZ2.11,2957,Infertility problem
Diabetes,1M8..00,109760,Diabetic peripheral neuropathic pain
Diabetic neurological complications,1M8..00,109760,Diabetic peripheral neuropathic pain
Chronic Kidney Disease,1Z14.00,12585,Chronic kidney disease stage 5
End stage renal disease,1Z14.00,12585,Chronic kidney disease stage 5
Chronic Kidney Disease,1Z1K.00,95508,Chronic kidney disease stage 5 with proteinuria
End stage renal disease,1Z1K.00,95508,Chronic kidney disease stage 5 with proteinuria
Chronic Kidney Disease,1Z1L.00,95405,Chronic kidney disease stage 5 without proteinuria
End stage renal disease,1Z1L.00,95405,Chronic kidney disease stage 5 without proteinuria
Chronic Kidney Disease,1Z1L.11,97683,CKD stage 5 without proteinuria
End stage renal disease,1Z1L.11,97683,CKD stage 5 without proteinuria
Bipolar affective disorder and mania,212T.00,19345,"Psychosis, schizophrenia + bipolar affective disord resolved"
Schizophrenia and non-organic psychosis,212T.00,19345,"Psychosis, schizophrenia + bipolar affective disord resolved"
Diabetic eye disease,2BBo.00,52630,O/E - sight threatening diabetic retinopathy
Visual impairment and blindness,2BBo.00,52630,O/E - sight threatening diabetic retinopathy
Diabetes,2BBr.00,101881,Impaired vision due to diabetic retinopathy
Diabetic eye disease,2BBr.00,101881,Impaired vision due to diabetic retinopathy
Visual impairment and blindness,2BBr.00,101881,Impaired vision due to diabetic retinopathy
Disorders of autonomic nervous system,2BE3.00,22097,O/E - Horner's syndrome
Ptosis of eyelid,2BE3.00,22097,O/E - Horner's syndrome
Diabetes,2G51000,27921,Foot abnormality - diabetes related
Diabetic neurological complications,2G51000,27921,Foot abnormality - diabetes related
Diabetes,2G5C.00,18056,Foot abnormality - diabetes related
Diabetic neurological complications,2G5C.00,18056,Foot abnormality - diabetes related
Hypopituitarism,7100y00,53569,Other specified excision of pituitary gland
"Non-malignant tumour of brain, central nervous system and pituitary",7100y00,53569,Other specified excision of pituitary gland
Hypopituitarism,7100z00,49056,Excision of pituitary gland NOS
"Non-malignant tumour of brain, central nervous system and pituitary",7100z00,49056,Excision of pituitary gland NOS
Chronic sinusitis,7416F00,42166,Functional endoscopic sinus surg - polypectomy nasal sinus
Nasal polyp,7416F00,42166,Functional endoscopic sinus surg - polypectomy nasal sinus
Chronic sinusitis,7417z00,94014,Other operations on frontal sinus
Chronic sinusitis,7417z00,39139,Other operations on frontal sinus NOS
Coronary heart disease,7921y00,9414,Other autograft replacement of coronary artery
Coronary heart disease,7921y00,61310,Other autograft replacement of coronary artery OS
Female infertility,8C8..00,1810,Treatment for infertility
Male infertility,8C8..00,1810,Treatment for infertility
Female infertility,8C8Z.00,9983,Treatment for infertility NOS
Male infertility,8C8Z.00,9983,Treatment for infertility NOS
Female infertility,8Cf..00,102589,Infertility care
Male infertility,8Cf..00,102589,Infertility care
Hearing loss,9NfB.00,105795,Requires deafblind communicator guide
Visual impairment and blindness,9NfB.00,105795,Requires deafblind communicator guide
Other interstitial pulmonary diseases with fibrosis,A114.00,16741,Tuberculous fibrosis of lung
Tuberculosis,A114.00,16741,Tuberculous fibrosis of lung
Bronchiectasis,A115.00,15693,Tuberculous bronchiectasis
Tuberculosis,A115.00,15693,Tuberculous bronchiectasis
Infection of bones and joints,A15..00,3596,Tuberculosis of bones and joints
Tuberculosis,A15..00,3596,Tuberculosis of bones and joints
Adrenal insufficiency and Addison's disease,A176.00,35760,Tuberculosis of adrenal glands - Addison's disease
Tuberculosis,A176.00,35760,Tuberculosis of adrenal glands - Addison's disease
HIV,A789500,27853,HIV disease resulting in Kaposi's sarcoma
Primary Malignancy_Other,A789500,27853,HIV disease resulting in Kaposi's sarcoma
HIV,A789511,108054,HIV disease resulting in Kaposi sarcoma
Primary Malignancy_Other,A789511,108054,HIV disease resulting in Kaposi sarcoma
HIV,A789600,44617,HIV disease resulting in Burkitt's lymphoma
Non-Hodgkin Lymphoma,A789600,44617,HIV disease resulting in Burkitt's lymphoma
HIV,A789700,66367,HIV dis resulting oth types of non-Hodgkin's lymphoma
Non-Hodgkin Lymphoma,A789700,66367,HIV dis resulting oth types of non-Hodgkin's lymphoma
Infection of bones and joints,AE03.00,73549,Late effects of tuberculosis of bones and joints
Tuberculosis,AE03.00,73549,Late effects of tuberculosis of bones and joints
HIV,AyuC600,69767,[X]HIV disease resulting in other non-Hodgkin's lymphoma
Non-Hodgkin Lymphoma,AyuC600,69767,[X]HIV disease resulting in other non-Hodgkin's lymphoma
Infection of bones and joints,AyuJ200,106978,[X]Sequelae of tuberculosis of bones and joints
Tuberculosis,AyuJ200,106978,[X]Sequelae of tuberculosis of bones and joints
Primary malignancy oesophageal,B107.00,98142,Siewert type I adenocarcinoma
Primary malignancy stomach,B107.00,98142,Siewert type I adenocarcinoma
Primary malignancy oesophageal,B110100,22894,Malignant neoplasm of cardio-oesophageal junction of stomach
Primary malignancy stomach,B110100,22894,Malignant neoplasm of cardio-oesophageal junction of stomach
Primary malignancy oesophageal,B110111,94278,Malignant neoplasm of gastro-oesophageal junction
Primary malignancy stomach,B110111,94278,Malignant neoplasm of gastro-oesophageal junction
Primary malignancy liver,B15..00,8918,Malignant neoplasm of liver and intrahepatic bile ducts
Primary Malignancy_Other,B15..00,8918,Malignant neoplasm of liver and intrahepatic bile ducts
Primary malignancy liver,B15z.00,38978,Malignant neoplasm of liver and intrahepatic bile ducts NOS
Primary Malignancy_Other,B15z.00,38978,Malignant neoplasm of liver and intrahepatic bile ducts NOS
Primary malignancy colorectal and anus,B18y200,30165,Malignant neoplasm of mesorectum
Primary Malignancy_Other,B18y200,30165,Malignant neoplasm of mesorectum
Primary malignancy kidney and ureter,B4A..00,13559,Malig neop of kidney and other unspecified urinary organs
Primary Malignancy_Other,B4A..00,13559,Malig neop of kidney and other unspecified urinary organs
Primary malignancy kidney and ureter,B4Az.00,29462,Malignant neoplasm of kidney or urinary organs NOS
Primary Malignancy_Other,B4Az.00,29462,Malignant neoplasm of kidney or urinary organs NOS
Non-Hodgkin Lymphoma,B62x500,58962,Malignant immunoproliferative small intestinal disease
Primary Malignancy_Other,B62x500,58962,Malignant immunoproliferative small intestinal disease
Multiple myeloma and malignant plasma cell neoplasms,B63z.00,43450,Immunoproliferative neoplasm or myeloma NOS
Primary Malignancy_Other,B63z.00,43450,Immunoproliferative neoplasm or myeloma NOS
Cervical carcinoma in situ,B831.00,3279,Carcinoma in situ of cervix uteri
Primary malignancy cervical,B831.00,3279,Carcinoma in situ of cervix uteri
Cervical carcinoma in situ,B831000,24228,Carcinoma in situ of endocervix
Primary malignancy cervical,B831000,24228,Carcinoma in situ of endocervix
Cervical carcinoma in situ,B831100,50126,Carcinoma in situ of exocervix
Primary malignancy cervical,B831100,50126,Carcinoma in situ of exocervix
Primary malignancy biliary tract,BB5D700,107299,[M]Combined hepatocellular carcinoma and cholangiocarcinoma
Primary malignancy liver,BB5D700,107299,[M]Combined hepatocellular carcinoma and cholangiocarcinoma
Primary malignancy biliary tract,BB5D711,110147,[M]Hepatocholangiocarcinoma
Primary malignancy liver,BB5D711,110147,[M]Hepatocholangiocarcinoma
Primary malignancy malignant melanoma,Byu4.00,19144,[X]Melanoma and other malignant neoplasms of skin
Primary Malignancy_Other Skin and subcutaneous tissue,Byu4.00,19144,[X]Melanoma and other malignant neoplasms of skin
Primary Malignancy_Other,ByuC600,68332,[X]2ndry malignant neoplasm/oth+unspec parts/nervous system
Secondary malignancy and metastasis,ByuC600,68332,[X]2ndry malignant neoplasm/oth+unspec parts/nervous system
Diabetes,C105.00,33254,Diabetes mellitus with ophthalmic manifestation
Diabetic eye disease,C105.00,33254,Diabetes mellitus with ophthalmic manifestation
Diabetes,C105000,69748,Diabetes mellitus
Diabetic eye disease,C105000,69748,"Diabetes mellitus, juvenile type, + ophthalmic manifestation"
Diabetes,C105100,41389,Diabetes mellitus
Diabetic eye disease,C105100,41389,"Diabetes mellitus, adult onset, + ophthalmic manifestation"
Diabetes,C105y00,47377,Other specified diabetes mellitus with ophthalmic complicatn
Diabetic eye disease,C105y00,47377,Other specified diabetes mellitus with ophthalmic complicatn
Diabetes,C105z00,34283,Diabetes mellitus NOS with ophthalmic manifestation
Diabetic eye disease,C105z00,34283,Diabetes mellitus NOS with ophthalmic manifestation
Diabetes,C106.00,16230,Diabetes mellitus with neurological manifestation
Diabetic neurological complications,C106.00,16230,Diabetes mellitus with neurological manifestation
Diabetes,C106.11,59903,Diabetic amyotrophy
Diabetic neurological complications,C106.11,59903,Diabetic amyotrophy
Diabetes,C106.12,7795,Diabetes mellitus with neuropathy
Diabetic neurological complications,C106.12,7795,Diabetes mellitus with neuropathy
Diabetes,C106.13,16491,Diabetes mellitus with polyneuropathy
Diabetic neurological complications,C106.13,16491,Diabetes mellitus with polyneuropathy
Diabetes,C106000,67853,Diabetes mellitus
Diabetic neurological complications,C106000,67853,"Diabetes mellitus, juvenile, + neurological manifestation"
Diabetes,C106100,39317,Diabetes mellitus
Diabetic neurological complications,C106100,39317,"Diabetes mellitus, adult onset, + neurological manifestation"
Diabetes,C106y00,61523,Other specified diabetes mellitus with neurological comps
Diabetic neurological complications,C106y00,61523,Other specified diabetes mellitus with neurological comps
Diabetes,C106z00,22573,Diabetes mellitus NOS with neurological manifestation
Diabetic neurological complications,C106z00,22573,Diabetes mellitus NOS with neurological manifestation
Diabetes,C107.00,35399,Diabetes mellitus with peripheral circulatory disorder
Peripheral arterial disease,C107.00,35399,Diabetes mellitus with peripheral circulatory disorder
Diabetes,C107.11,32403,Diabetes mellitus with gangrene
Peripheral arterial disease,C107.11,32403,Diabetes mellitus with gangrene
Diabetes,C107.12,32556,Diabetes with gangrene
Peripheral arterial disease,C107.12,32556,Diabetes with gangrene
Diabetes,C107000,70448,Diabetes mellitus
Peripheral arterial disease,C107000,70448,"Diabetes mellitus, juvenile +peripheral circulatory disorder"
Diabetes,C107100,63357,Diabetes mellitus
Peripheral arterial disease,C107100,63357,"Diabetes mellitus, adult, + peripheral circulatory disorder"
Diabetes,C107200,33807,Diabetes mellitus
Peripheral arterial disease,C107200,33807,"Diabetes mellitus, adult with gangrene"
Diabetes,C107300,69124,IDDM with peripheral circulatory disorder
Peripheral arterial disease,C107300,69124,IDDM with peripheral circulatory disorder
Diabetes,C107400,56803,NIDDM with peripheral circulatory disorder
Peripheral arterial disease,C107400,56803,NIDDM with peripheral circulatory disorder
Diabetes,C107z00,65025,Diabetes mellitus NOS with peripheral circulatory disorder
Peripheral arterial disease,C107z00,65025,Diabetes mellitus NOS with peripheral circulatory disorder
Diabetes,C108100,49276,Insulin-dependent diabetes mellitus with ophthalmic comps
Diabetic eye disease,C108100,49276,Insulin-dependent diabetes mellitus with ophthalmic comps
Diabetes,C108112,102740,Type 1 diabetes mellitus with ophthalmic complications
Diabetic eye disease,C108112,102740,Type 1 diabetes mellitus with ophthalmic complications
Diabetes,C108200,52283,Insulin-dependent diabetes mellitus with neurological comps
Diabetic neurological complications,C108200,52283,Insulin-dependent diabetes mellitus with neurological comps
Diabetes,C108211,49146,Type I diabetes mellitus with neurological complications
Diabetic neurological complications,C108211,49146,Type I diabetes mellitus with neurological complications
Diabetes,C108212,61829,Type 1 diabetes mellitus with neurological complications
Diabetic neurological complications,C108212,61829,Type 1 diabetes mellitus with neurological complications
Diabetes,C108500,44443,Insulin dependent diabetes mellitus with ulcer
Diabetic neurological complications,C108500,44443,Insulin dependent diabetes mellitus with ulcer
Diabetes,C108511,51957,Type I diabetes mellitus with ulcer
Diabetic neurological complications,C108511,51957,Type I diabetes mellitus with ulcer
Diabetes,C108512,68390,Type 1 diabetes mellitus with ulcer
Diabetic neurological complications,C108512,68390,Type 1 diabetes mellitus with ulcer
